sal_code_2021,sal_name_2021
SAL13308,Queens Pinch
SAL13309,Queenscliff (NSW)
SAL13310,Quialigo
SAL13311,Quidong
SAL13312,Quiera
SAL13313,Quipolly
SAL13314,Quirindi
SAL13315,Quorrobolong
SAL13316,Raby
SAL13317,Raglan (NSW)
SAL13318,Rainbow Flat
SAL13319,Rainbow Reach
SAL13320,Raleigh
SAL13321,Ramornie
SAL13322,Ramsgate
SAL13323,Ramsgate Beach
SAL13324,Rand
SAL13325,Randwick
SAL13326,Rangari
SAL13327,Rangers Valley
SAL13328,Rankin Park
SAL13329,Rankins Springs
SAL13330,Rannock
SAL13331,Rappville
SAL13332,Rathmines
SAL13333,Ravensdale
SAL13334,Ravenswood (NSW)
SAL13335,Ravensworth (NSW)
SAL13336,Rawdon Island
SAL13337,Rawdon Vale
SAL13338,Raworth
SAL13339,Rawsonville
SAL13340,Raymond Terrace
SAL13341,Razorback
SAL13342,Red Head
SAL13343,Red Hill (Snowy Valleys - NSW)
SAL13344,Red Hill (Tamworth Regional - NSW)
SAL13345,Red Hill (Warren - NSW)
SAL13346,Red Range
SAL13347,Red Rock
SAL13348,Red Rocks
SAL13349,Redbank (NSW)
SAL13350,Redbournberry
SAL13351,Reddestone
SAL13352,Redfern
SAL13353,Redhead
SAL13354,Redlands
SAL13355,Reedy Creek (NSW)
SAL13356,Reedy Swamp
SAL13357,Reefton (NSW)
SAL13358,Regents Park (NSW)
SAL13359,Regentville
SAL13360,Reids Flat
SAL13361,Reidsdale
SAL13362,Rennie
SAL13363,Reno
SAL13364,Renwick
SAL13365,Repentance Creek
SAL13366,Repton
SAL13367,Reserve Creek
SAL13368,Retreat (NSW)
SAL13369,Revesby
SAL13370,Revesby Heights
SAL13371,Rhine Falls
SAL13372,Rhodes
SAL13373,Richards
SAL13374,Richlands (NSW)
SAL13375,Richmond (NSW)
SAL13376,Richmond Hill (NSW)
SAL13377,Richmond Lowlands
SAL13378,Richmond Vale
SAL13379,Rileys Hill
SAL13380,Ringwood (NSW)
SAL13381,Riverlea
SAL13382,Riverside (NSW)
SAL13383,Riverstone
SAL13384,Rivertree
SAL13385,Riverview (NSW)
SAL13386,Riverwood
SAL13387,Rixs Creek
SAL13388,Rob Roy
SAL13389,Robertson (NSW)
SAL13390,Robin Hill
SAL13391,Rock Flat
SAL13392,Rock Forest
SAL13393,Rock Valley
SAL13394,Rockdale
SAL13395,Rockley
SAL13396,Rockley Mount
SAL13397,Rockton
SAL13398,Rocky Creek (Gwydir - NSW)
SAL13399,Rocky Creek (Inverell - NSW)
SAL13400,Rocky Glen
SAL13401,Rocky Hall
SAL13402,Rocky Plain (NSW)
SAL13403,Rocky Point (NSW)
SAL13404,Rocky River (Tenterfield - NSW)
SAL13405,Rocky River (Uralla - NSW)
SAL13406,Rodd Point
SAL13407,Rollands Plains
SAL13408,Rookhurst
SAL13409,Rookwood (NSW)
SAL13410,Rooty Hill
SAL13411,Ropes Crossing
SAL13412,Rose Bay (NSW)
SAL13413,Rose Valley (Kiama - NSW)
SAL13414,Rose Valley (Snowy Monaro Regional - NSW)
SAL13415,Rosebank
SAL13416,Roseberg
SAL13417,Roseberry
SAL13418,Roseberry Creek
SAL13419,Rosebery (NSW)
SAL13420,Rosebrook (NSW)
SAL13421,Rosedale (NSW)
SAL13422,Rosehill (NSW)
SAL13423,Roselands
SAL13424,Rosemeadow
SAL13425,Rosemeath
SAL13426,Roseville
SAL13427,Roseville Chase
SAL13428,Rosewood (Port Macquarie-Hastings - NSW)
SAL13429,Rosewood (Snowy Valleys - NSW)
SAL13430,Roslyn
SAL13431,Rossglen
SAL13432,Rossgole
SAL13433,Rossi
SAL13434,Rossmore (NSW)
SAL13435,Rothbury
SAL13436,Roto
SAL13437,Rouchel
SAL13438,Rouchel Brook
SAL13439,Roughit
SAL13440,Round Mountain
SAL13441,Round Swamp
SAL13442,Rous
SAL13443,Rous Mill
SAL13444,Rouse Hill
SAL13445,Rowan
SAL13446,Rowena
SAL13447,Rowlands Creek
SAL13448,Royal National Park
SAL13449,Royalla
SAL13450,Rozelle
SAL13451,Ruby Creek
SAL13452,Rufus
SAL13453,Rugby
SAL13454,Rukenvale
SAL13455,Run-o-Waters
SAL13456,Running Stream
SAL13457,Runnyford
SAL13458,Ruse
SAL13459,Rushcutters Bay
SAL13460,Rushes Creek
SAL13461,Rushforth
SAL13462,Russell Lea
SAL13463,Russell Vale
SAL13464,Rutherford
SAL13465,Ruthven
SAL13466,Ryan (NSW)
SAL13467,Rydal
SAL13468,Rydalmere
SAL13469,Ryde
SAL13470,Rye Park
SAL13471,Ryhope
SAL13472,Rylstone
SAL13473,Sackville
SAL13474,Sackville North
SAL13475,Saddleback Mountain
SAL13476,Sadleir
SAL13477,Safety Beach (NSW)
SAL13478,Salamander Bay
SAL13479,Salisbury (NSW)
SAL13480,Salisbury Plains
SAL13481,Sallys Flat
SAL13482,Salt Ash
SAL13483,Saltwater
SAL13484,San Isidore
SAL13485,San Remo (NSW)
SAL13486,Sancrox
SAL13487,Sanctuary Point
SAL13488,Sandbar
SAL13489,Sandgate (NSW)
SAL13490,Sandigo
SAL13491,Sandilands (NSW)
SAL13492,Sandon (NSW)
SAL13493,Sandringham (NSW)
SAL13494,Sandy Beach
SAL13495,Sandy Creek (Cobar - NSW)
SAL13496,Sandy Creek (Upper Hunter Shire - NSW)
SAL13497,Sandy Crossing
SAL13498,Sandy Flat
SAL13499,Sandy Gully (NSW)
SAL13500,Sandy Hill
SAL13501,Sandy Hollow
SAL13502,Sandy Point (NSW)
SAL13503,Sanger
SAL13504,Sans Souci
SAL13505,Sapphire
SAL13506,Sapphire Beach
SAL13507,Saratoga
SAL13508,Sassafras (NSW)
SAL13509,Saumarez
SAL13510,Saumarez Ponds
SAL13511,Savernake
SAL13512,Sawpit Creek
SAL13513,Sawtell
SAL13514,Sawyers Gully
SAL13515,Scarborough (NSW)
SAL13516,Scheyville
SAL13517,Schofields
SAL13518,Scone
SAL13519,Scotia
SAL13520,Scotland Island
SAL13521,Scotts Creek (NSW)
SAL13522,Scotts Flat
SAL13523,Scotts Head
SAL13524,Seaforth (NSW)
SAL13525,Seaham
SAL13526,Seahampton
SAL13527,Seal Rocks
SAL13528,Sebastopol (NSW)
SAL13529,Sedgefield
SAL13530,Seelands
SAL13531,Sefton
SAL13532,Segenhoe
SAL13533,Seven Hills (NSW)
SAL13534,Seven Oaks
SAL13535,Sextonville
SAL13536,Shadforth (NSW)
SAL13537,Shallow Bay
SAL13538,Shalvey
SAL13539,Shanes Park
SAL13540,Shannon Brook
SAL13541,Shannon Vale
SAL13542,Shannondale
SAL13543,Shannons Flat
SAL13544,Shark Creek
SAL13545,Sharps Creek
SAL13546,Sheedys Gully
SAL13547,Shell Cove
SAL13548,Shellharbour
SAL13549,Shellharbour City Centre
SAL13550,Shelly Beach (NSW)
SAL13551,Sherwood (Clarence Valley - NSW)
SAL13552,Sherwood (Kempsey - NSW)
SAL13553,Sherwood (Kyogle - NSW)
SAL13554,Shoal Bay (NSW)
SAL13555,Shoalhaven Heads
SAL13556,Shooters Hill
SAL13557,Shortland
SAL13558,Silent Grove
SAL13559,Silverdale (NSW)
SAL13560,Silverton (NSW)
SAL13561,Silverwater (Lake Macquarie - NSW)
SAL13562,Silverwater (Parramatta - NSW)
SAL13563,Simpkins Creek
SAL13564,Singleton (NSW)
SAL13565,Singleton Heights
SAL13566,Singleton Military Area
SAL13567,Singletons Mill
SAL13568,Six Mile Swamp
SAL13569,Skennars Head
SAL13570,Skillion Flat
SAL13571,Skinners Shoot
SAL13572,Sleepy Hollow
SAL13573,Smeaton Grange
SAL13574,Smiggin Holes
SAL13575,Smithfield (NSW)
SAL13576,Smiths Creek (Clarence Valley - NSW)
SAL13577,Smiths Creek (Kyogle - NSW)
SAL13578,Smiths Creek (Tweed - NSW)
SAL13579,Smiths Lake
SAL13580,Smithtown
SAL13581,Snakes Plain
SAL13582,Snowball
SAL13583,Snowy Plain
SAL13584,Sodwalls
SAL13585,Sofala
SAL13586,Soldiers Point
SAL13587,Somersby
SAL13588,Somerton (NSW)
SAL13589,South Albury
SAL13590,South Arm (Clarence Valley - NSW)
SAL13591,South Arm (Nambucca Valley - NSW)
SAL13592,South Ballina
SAL13593,South Bathurst
SAL13594,South Bowenfels
SAL13595,South Coogee
SAL13596,South Durras
SAL13597,South Golden Beach
SAL13598,South Grafton
SAL13599,South Granville
SAL13600,South Gundagai
SAL13601,South Gundurimba
SAL13602,South Guyra
SAL13603,South Hurstville
SAL13604,South Kempsey
SAL13605,South Lismore
SAL13606,South Littleton
SAL13607,South Maitland
SAL13608,South Maroota
SAL13609,South Murwillumbah
SAL13610,South Nowra
SAL13611,South Pambula
SAL13612,South Penrith
SAL13613,South Tamworth
SAL13614,South Turramurra
SAL13615,South Wentworthville
SAL13616,South West Rocks
SAL13617,South Windsor
SAL13618,South Wolumla
SAL13619,Southampton (NSW)
SAL13620,Southgate
SAL13621,Speers Point
SAL13622,Speewa
SAL13623,Spencer
SAL13624,Spicers Creek
SAL13625,Spicketts Creek
SAL13626,Splitters Creek
SAL13627,Spring Creek (NSW)
SAL13628,Spring Farm (NSW)
SAL13629,Spring Flat
SAL13630,Spring Grove
SAL13631,Spring Hill (Orange - NSW)
SAL13632,Spring Hill (Wollongong - NSW)
SAL13633,Spring Mountain (NSW)
SAL13634,Spring Plains
SAL13635,Spring Ridge
SAL13636,Spring Terrace
SAL13637,Springdale (NSW)
SAL13638,Springdale Heights
SAL13639,Springfield (Central Coast - NSW)
SAL13640,Springfield (Snowy Monaro Regional - NSW)
SAL13641,Springrange
SAL13642,Springside (NSW)
SAL13643,Springvale (NSW)
SAL13644,Springwood (NSW)
SAL13645,St Albans (NSW)
SAL13646,St Andrews (NSW)
SAL13647,St Clair (Penrith - NSW)
SAL13648,St Clair (Singleton - NSW)
SAL13649,St Fillans
SAL13650,St George (NSW)
SAL13651,St Georges Basin
SAL13652,St Helens Park
SAL13653,St Huberts Island
SAL13654,St Ives (NSW)
SAL13655,St Ives Chase
SAL13656,St Johns Park
SAL13657,St Leonards (NSW)
SAL13658,St Marys (NSW)
SAL13659,St Peters (NSW)
SAL13660,Stanborough
SAL13661,Stanbridge
SAL13662,Stanford Merthyr
SAL13663,Stanhope (NSW)
SAL13664,Stanhope Gardens
SAL13665,Stanmore (NSW)
SAL13666,Stannifer
SAL13667,Stannum
SAL13668,Stanwell Park
SAL13669,Stanwell Tops
SAL13670,State Mine Gully
SAL13671,Steam Plains
SAL13672,Steeple Flat
SAL13673,Stewarts Brook
SAL13674,Stewarts River
SAL13675,Stockinbingal
SAL13676,Stockrington
SAL13677,Stockton (NSW)
SAL13678,Stockyard Creek (NSW)
SAL13679,Stokers Siding
SAL13680,Stonehenge (NSW)
SAL13681,Stonequarry
SAL13682,Stony Chute
SAL13683,Stony Creek (Bega Valley - NSW)
SAL13684,Stony Creek (Mid-Western Regional - NSW)
SAL13685,Stony Crossing
SAL13686,Stotts Creek
SAL13687,Stratford (NSW)
SAL13688,Strathcedar
SAL13689,Stratheden
SAL13690,Strathfield (NSW)
SAL13691,Strathfield South
SAL13692,Stroud
SAL13693,Stroud Hill
SAL13694,Stroud Road
SAL13695,Stuart Town
SAL13696,Stuarts Point
SAL13697,Stubbo
SAL13698,Stud Park
SAL13699,Suffolk Park
SAL13700,Sugarloaf (NSW)
SAL13701,Summer Hill (Dungog - NSW)
SAL13702,Summer Hill (Inner West - NSW)
SAL13703,Summer Hill Creek
SAL13704,Summer Island
SAL13705,Summerland Point
SAL13706,Sun Valley (NSW)
SAL13707,Sunny Corner
SAL13708,Sunset Strip (NSW)
SAL13709,Sunshine (NSW)
SAL13710,Sunshine Bay
SAL13711,Suntop
SAL13712,Surf Beach (NSW)
SAL13713,Surfside
SAL13714,Surry Hills
SAL13715,Sussex Inlet
SAL13716,Sutherland (NSW)
SAL13717,Sutton (NSW)
SAL13718,Sutton Forest
SAL13719,Swan Bay (Port Stephens - NSW)
SAL13720,Swan Bay (Richmond Valley - NSW)
SAL13721,Swan Creek (NSW)
SAL13722,Swan Vale
SAL13723,Swanbrook
SAL13724,Swanhaven
SAL13725,Swans Crossing
SAL13726,Swansea (NSW)
SAL13727,Swansea Heads
SAL13728,Sweetmans Creek
SAL13729,Sydenham (NSW)
SAL13730,Sydney
SAL13731,Sydney Olympic Park
SAL13732,Sylvania
SAL13733,Sylvania Waters
SAL13734,Tabbil Creek
SAL13735,Tabbimoble
SAL13736,Tabbita
SAL13737,Table Top
SAL13738,Tabulam
SAL13739,Tacoma
SAL13740,Tacoma South
SAL13741,Tahlee
SAL13742,Tahmoor
SAL13743,Talarm
SAL13744,Talawanta
SAL13745,Talbingo
SAL13746,Tallawang
SAL13747,Tallawong
SAL13748,Tallimba
SAL13749,Tallong
SAL13750,Tallowal
SAL13751,Tallowwood Ridge
SAL13752,Tallwood
SAL13753,Tallwoods Village
SAL13754,Talmalmo
SAL13755,Talofa
SAL13756,Taloumbi
SAL13757,Tamarama
SAL13758,Tamban
SAL13759,Tambar Springs
SAL13760,Tambaroora
SAL13761,Taminda
SAL13762,Tamworth
SAL13763,Tanglewood
SAL13764,Tanilba Bay
SAL13765,Tanja
SAL13766,Tannas Mount
SAL13767,Tantangara
SAL13768,Tantawangalo
SAL13769,Tantonan
SAL13770,Tapitallee
SAL13771,Tara (NSW)
SAL13772,Taradale (NSW)
SAL13773,Tarago
SAL13774,Taralga
SAL13775,Tarana
SAL13776,Tarban
SAL13777,Tarbuck Bay
SAL13778,Tarcutta
SAL13779,Taree
SAL13780,Taree South
SAL13781,Taren Point
SAL13782,Tarlo
SAL13783,Tarraganda
SAL13784,Tarrawanna
SAL13785,Tarriaro
SAL13786,Tarro
SAL13787,Tascott
SAL13788,Tatham
SAL13789,Tathra
SAL13790,Tatton
SAL13791,Taylors Arm
SAL13792,Taylors Beach (NSW)
SAL13793,Taylors Flat
SAL13794,Tea Gardens
SAL13795,Telarah
SAL13796,Telegraph Point
SAL13797,Telopea
SAL13798,Temagog
SAL13799,Temora
SAL13800,Tempe
SAL13801,Ten Mile Hollow
SAL13802,Tenambit
SAL13803,Tenandra
SAL13804,Tennyson (NSW)
SAL13805,Tennyson Point
SAL13806,Tenterden (NSW)
SAL13807,Tenterfield
SAL13808,Teralba
SAL13809,Terania Creek
SAL13810,Terara
SAL13811,Teridgerie
SAL13812,Termeil
SAL13813,Terrabella
SAL13814,Terrace Creek
SAL13815,Terragon
SAL13816,Terramungamine
SAL13817,Terranora
SAL13818,Terreel
SAL13819,Terrey Hills
SAL13820,Terrigal
SAL13821,Terry Hie Hie
SAL13822,Teven
SAL13823,Tewinga
SAL13824,Texas (NSW)
SAL13825,Thalgarrah
SAL13826,Tharbogang
SAL13827,The Angle
SAL13828,The Basin (NSW)
SAL13829,The Bight
SAL13830,The Branch
SAL13831,The Brothers
SAL13832,The Channon
SAL13833,The Devils Wilderness
SAL13834,The Entrance
SAL13835,The Entrance North
SAL13836,The Freshwater
SAL13837,The Gap (Richmond Valley - NSW)
SAL13838,The Gap (Wagga Wagga - NSW)
SAL13839,The Glen (NSW)
SAL13840,The Gulf
SAL13841,The Hatch
SAL13842,The Hill
SAL13843,The Junction
SAL13844,The Lagoon
SAL13845,The Marra
SAL13846,The Meadows
SAL13847,The Oaks
SAL13848,The Pilliga
SAL13849,The Pinnacles
SAL13850,The Pocket
SAL13851,The Ponds
SAL13852,The Ridgeway
SAL13853,The Risk
SAL13854,The Rock
SAL13855,The Rocks (Bathurst Regional - NSW)
SAL13856,The Rocks (Sydney - NSW)
SAL13857,The Sandon
SAL13858,The Slopes
SAL13859,The Whiteman
SAL13860,Theresa Creek (NSW)
SAL13861,Theresa Park
SAL13862,Thirldene
SAL13863,Thirlmere
SAL13864,Thirroul
SAL13865,Thora
SAL13866,Thornleigh
SAL13867,Thornton (NSW)
SAL13868,Thredbo
SAL13869,Thrumster
SAL13870,Thuddungra
SAL13871,Thule
SAL13872,Thumb Creek
SAL13873,Thurgoona
SAL13874,Thyra
SAL13875,Tianjara
SAL13876,Tibbuc
SAL13877,Tibooburra
SAL13878,Tichborne
SAL13879,Tichular
SAL13880,Tighes Hill
SAL13881,Tilba Tilba
SAL13882,Tilbuster
SAL13883,Tilligerry Creek
SAL13884,Tilpa
SAL13885,Timbarra (NSW)
SAL13886,Timbillica
SAL13887,Timbumburi
SAL13888,Timor (NSW)
SAL13889,Tindarey
SAL13890,Tinderry
SAL13891,Tingha
SAL13892,Tingira Heights
SAL13893,Tinonee
SAL13894,Tinpot
SAL13895,Tintenbar
SAL13896,Tintinhull
SAL13897,Tiona
SAL13898,Tipperary (NSW)
SAL13899,Tiri
SAL13900,Tirrannaville
SAL13901,Titaatee Creek
SAL13902,Tocal
SAL13903,Tocumwal
SAL13904,Tolbar
SAL13905,Tolland
SAL13906,Tolwong
SAL13907,Tomago
SAL13908,Tomakin
SAL13909,Tomalla
SAL13910,Tombong
SAL13911,Tomboye
SAL13912,Tomerong
SAL13913,Tomewin
SAL13914,Tomingley
SAL13915,Tomki
SAL13916,Toms Creek
SAL13917,Tonderburine
SAL13918,Tongarra
SAL13919,Toogong
SAL13920,Tooleybuc
SAL13921,Toolijooa
SAL13922,Tooloom
SAL13923,Tooloon
SAL13924,Tooma
SAL13925,Toongabbie (NSW)
SAL13926,Toongi
SAL13927,Toonumbar
SAL13928,Tooranie
SAL13929,Tooraweenah
SAL13930,Toormina
SAL13931,Toorooka
SAL13932,Toothdale
SAL13933,Tootool
SAL13934,Toowoon Bay
SAL13935,Topi Topi
SAL13936,Toronto
SAL13937,Torrington (NSW)
SAL13938,Torryburn (Dungog - NSW)
SAL13939,Torryburn (Uralla - NSW)
SAL13940,Totnes Valley
SAL13941,Tottenham (NSW)
SAL13942,Touga
SAL13943,Toukley
SAL13944,Towallum
SAL13945,Towamba
SAL13946,Townsend
SAL13947,Towradgi
SAL13948,Towrang
SAL13949,Tralee
SAL13950,Trangie
SAL13951,Tregeagle
SAL13952,Tregear
SAL13953,Trenayr
SAL13954,Trentham Cliffs
SAL13955,Trewilga
SAL13956,Triamble
SAL13957,Triangle Flat
SAL13958,Trundle
SAL13959,Trungley Hall
SAL13960,Trunkey Creek
SAL13961,Tubbamurra
SAL13962,Tubbul
SAL13963,Tucabia
SAL13964,Tucki Tucki
SAL13965,Tuckombil
SAL13966,Tuckurimba
SAL13967,Tuena
SAL13968,Tuggerah
SAL13969,Tuggerawong
SAL13970,Tugrabakh
SAL13971,Tullakool
SAL13972,Tullamore
SAL13973,Tullarwalla
SAL13974,Tullera
SAL13975,Tullibigeal
SAL13976,Tullimbar
SAL13977,Tulloona
SAL13978,Tullymorgan
SAL13979,Tumbarumba
SAL13980,Tumbi Umbi
SAL13981,Tumblong
SAL13982,Tumbulgum
SAL13983,Tumorrama
SAL13984,Tumut
SAL13985,Tumut Plains
SAL13986,Tuncester
SAL13987,Tuncurry
SAL13988,Tunglebung
SAL13989,Tuntable Creek
SAL13990,Tuppal
SAL13991,Tura Beach
SAL13992,Turill
SAL13993,Turlinjah
SAL13994,Turners Flat
SAL13995,Turondale
SAL13996,Tuross
SAL13997,Tuross Head
SAL13998,Turramurra
SAL13999,Turrawan
SAL14000,Turrella
SAL14001,Turvey Park
SAL14002,Tweed Heads
SAL14003,Tweed Heads South
SAL14004,Tweed Heads West
SAL14005,Twelve Mile
SAL14006,Twelve Mile Creek
SAL14007,Twelve Mile Peg
SAL14008,Twenty Forests
SAL14009,Twin Rivers
SAL14010,Two Mile Flat
SAL14011,Tyagarah
SAL14012,Tyalgum
SAL14013,Tyalgum Creek
SAL14014,Tygalgah
SAL14015,Tyndale
SAL14016,Tyringham
SAL14017,Uarbry
SAL14018,Uki
SAL14019,Ulamambri
SAL14020,Ulan
SAL14021,Ulladulla
SAL14022,Ulmarra
SAL14023,Ulong
SAL14024,Ultimo
SAL14025,Umina Beach
SAL14026,Unanderra
SAL14027,Underbank
SAL14028,Undercliffe
SAL14029,Ungarie
SAL14030,Unumgar
SAL14031,Upper Allyn
SAL14032,Upper Bingara
SAL14033,Upper Burringbar
SAL14034,Upper Bylong
SAL14035,Upper Colo
SAL14036,Upper Coopers Creek
SAL14037,Upper Copmanhurst
SAL14038,Upper Corindi
SAL14039,Upper Crystal Creek
SAL14040,Upper Dartbrook
SAL14041,Upper Duck Creek
SAL14042,Upper Duroby
SAL14043,Upper Eden Creek
SAL14044,Upper Fine Flower
SAL14045,Upper Growee
SAL14046,Upper Horseshoe Creek
SAL14047,Upper Horton
SAL14048,Upper Kangaroo River
SAL14049,Upper Kangaroo Valley
SAL14050,Upper Karuah River
SAL14051,Upper Lansdowne
SAL14052,Upper Macdonald
SAL14053,Upper Main Arm
SAL14054,Upper Mangrove
SAL14055,Upper Manilla
SAL14056,Upper Mongogarie
SAL14057,Upper Myall
SAL14058,Upper Nile
SAL14059,Upper Orara
SAL14060,Upper Pappinbarra
SAL14061,Upper Rollands Plains
SAL14062,Upper Rouchel
SAL14063,Upper Taylors Arm
SAL14064,Upper Tooloom
SAL14065,Upper Turon
SAL14066,Upper Wilsons Creek
SAL14067,Upsalls Creek
SAL14068,Uralba
SAL14069,Uralla (NSW)
SAL14070,Urana
SAL14071,Urangeline
SAL14072,Urangeline East
SAL14073,Uranquinty
SAL14074,Urawilkie
SAL14075,Urbenville
SAL14076,Uriarra
SAL14077,Urila
SAL14078,Urliup
SAL14079,Urunga
SAL14080,Utungun
SAL14081,Vacy
SAL14082,Vale Of Clwydd
SAL14083,Valentine
SAL14084,Valery
SAL14085,Valla
SAL14086,Valla Beach
SAL14087,Valley Heights
SAL14088,Varroville
SAL14089,Vaucluse
SAL14090,Verges Creek
SAL14091,Verona
SAL14092,Villawood
SAL14093,Vincentia
SAL14094,Vineyard
SAL14095,Violet Hill
SAL14096,Vittoria (NSW)
SAL14097,Voyager Point
SAL14098,Wadalba
SAL14099,Wadbilliga
SAL14100,Wadeville
SAL14101,Wagga Wagga
SAL14102,Wagstaffe
SAL14103,Wahroonga
SAL14104,Waitara
SAL14105,Waitui
SAL14106,Wakefield
SAL14107,Wakeley
SAL14108,Wakool
SAL14109,Walang
SAL14110,Walbundrie
SAL14111,Walcha
SAL14112,Walcha Road
SAL14113,Waldegrave
SAL14114,Walgett
SAL14115,Walla Walla
SAL14116,Wallabadah
SAL14117,Wallabi Point
SAL14118,Wallacetown
SAL14119,Wallacia
SAL14120,Wallaga Lake
SAL14121,Wallagoot
SAL14122,Wallalong
SAL14123,Wallamore
SAL14124,Wallanbah
SAL14125,Wallangra
SAL14126,Wallanthery
SAL14127,Wallarah
SAL14128,Wallaringa
SAL14129,Wallarobba
SAL14130,Wallaroo (NSW)
SAL14131,Wallendbeen
SAL14132,Wallerawang
SAL14133,Walleroobie
SAL14134,Wallingat
SAL14135,Wallis Lake
SAL14136,Wallsend
SAL14137,Walmer (NSW)
SAL14138,Wamban
SAL14139,Wambangalang
SAL14140,Wamberal
SAL14141,Wamboin
SAL14142,Wambool
SAL14143,Wambrook
SAL14144,Wanaaring
SAL14145,Wandandian
SAL14146,Wandella (NSW)
SAL14147,Wandera
SAL14148,Wandook
SAL14149,Wandsworth
SAL14150,Wang Wauk
SAL14151,Wanganella
SAL14152,Wanganui
SAL14153,Wangi Wangi
SAL14154,Wantabadgery
SAL14155,Wantagong
SAL14156,Wantiool
SAL14157,Wapengo
SAL14158,Warabrook
SAL14159,Waratah (NSW)
SAL14160,Waratah West
SAL14161,Warburn
SAL14162,Wardell
SAL14163,Wardrop Valley
SAL14164,Wards Mistake
SAL14165,Wards River
SAL14166,Wareemba
SAL14167,Warialda
SAL14168,Warialda Rail
SAL14169,Warilla
SAL14170,Warkworth
SAL14171,Warners Bay
SAL14172,Warnervale
SAL14173,Warrabah
SAL14174,Warraderry
SAL14175,Warragai Creek
SAL14176,Warragamba
SAL14177,Warragoon
SAL14178,Warrah
SAL14179,Warrah Creek
SAL14180,Warrah Ridge
SAL14181,Warral
SAL14182,Warranulla
SAL14183,Warrawee
SAL14184,Warrawidgee
SAL14185,Warrawong
SAL14186,Warrazambil Creek
SAL14187,Warregah Island
SAL14188,Warrell Creek
SAL14189,Warren
SAL14190,Warri
SAL14191,Warriewood
SAL14192,Warrimoo
SAL14193,Warroo (NSW)
SAL14194,Warrumbungle
SAL14195,Warwick Farm
SAL14196,Washpool (Clarence Valley - NSW)
SAL14197,Washpool (Mid-Coast - NSW)
SAL14198,Watagan
SAL14199,Watanobbi
SAL14200,Waterfall
SAL14201,Waterloo (NSW)
SAL14202,Watersleigh
SAL14203,Waterview
SAL14204,Waterview Heights
SAL14205,Watsons Bay
SAL14206,Watsons Creek (NSW)
SAL14207,Wattamolla
SAL14208,Wattamondara
SAL14209,Wattle Flat (NSW)
SAL14210,Wattle Grove (NSW)
SAL14211,Wattle Ponds
SAL14212,Wattle Ridge (NSW)
SAL14213,Watton
SAL14214,Wauchope
SAL14215,Waugorah
SAL14216,Waukivory
SAL14217,Waverley (NSW)
SAL14218,Waverly
SAL14219,Waverton
SAL14220,Way Way
SAL14221,Wayo
SAL14222,Weabonga
SAL14223,Wean
SAL14224,Webbers Creek
SAL14225,Webbs Creek
SAL14226,Wedderburn (NSW)
SAL14227,Wee Jasper
SAL14228,Wee Waa
SAL14229,Weedallion
SAL14230,Weemelah
SAL14231,Weetaliba
SAL14232,Weethalle
SAL14233,Weilmoringle
SAL14234,Weismantels
SAL14235,Welaregang
SAL14236,Welby
SAL14237,Wellingrove
SAL14238,Wellington (NSW)
SAL14239,Wellington Vale
SAL14240,Wells Crossing
SAL14241,Wendoree Park
SAL14242,Wentworth (NSW)
SAL14243,Wentworth Falls
SAL14244,Wentworth Point
SAL14245,Wentworthville
SAL14246,Werai
SAL14247,Wereboldera
SAL14248,Wermatong
SAL14249,Werombi
SAL14250,Werri Beach
SAL14251,Werrikimbe
SAL14252,Werrington
SAL14253,Werrington County
SAL14254,Werrington Downs
SAL14255,Werris Creek
SAL14256,West Albury
SAL14257,West Ballina
SAL14258,West Bathurst
SAL14259,West Bungawalbin
SAL14260,West Coraki
SAL14261,West Gosford
SAL14262,West Haven
SAL14263,West Hoxton
SAL14264,West Kempsey
SAL14265,West Nowra
SAL14266,West Pennant Hills
SAL14267,West Pymble
SAL14268,West Ryde
SAL14269,West Tamworth
SAL14270,West Wallsend
SAL14271,West Wiangaree
SAL14272,West Wollongong
SAL14273,West Wyalong
SAL14274,Westbrook (NSW)
SAL14275,Westdale (Snowy Valleys - NSW)
SAL14276,Westdale (Tamworth Regional - NSW)
SAL14277,Westleigh
SAL14278,Westmead
SAL14279,Weston (NSW)
SAL14280,Westwood (NSW)
SAL14281,Wetherill Park
SAL14282,Wetuppa
SAL14283,Whalan
SAL14284,Whale Beach
SAL14285,Wheeler Heights
SAL14286,Wheeny Creek
SAL14287,Wheeo
SAL14288,Wherrol Flat
SAL14289,Whian Whian
SAL14290,Whiporie
SAL14291,White Cliffs
SAL14292,White Rock (NSW)
SAL14293,Whitebridge
SAL14294,Whiteman Creek
SAL14295,Whitlow
SAL14296,Whittingham
SAL14297,Whitton
SAL14298,Whoota
SAL14299,Wiagdon
SAL14300,Wiangaree
SAL14301,Wiarborough
SAL14302,Wickham (NSW)
SAL14303,Widden
SAL14304,Widgelli
SAL14305,Wilberforce (NSW)
SAL14306,Wilbetree
SAL14307,Wilcannia
SAL14308,Wild Cattle Creek
SAL14309,Wildes Meadow
SAL14310,Wiley Park
SAL14311,Willala
SAL14312,Willawarrin
SAL14313,Willbriggie
SAL14314,Willi Willi
SAL14315,Williamsdale
SAL14316,Williamtown
SAL14317,Willigobung
SAL14318,Willina
SAL14319,Willmot
SAL14320,Willoughby (NSW)
SAL14321,Willoughby East
SAL14322,Willow Tree
