sal_code_2021,sal_name_2021
SAL22104,Port Campbell
SAL22105,Port Fairy
SAL22106,Port Franklin
SAL22107,Port Melbourne
SAL22108,Port Welshpool
SAL22109,Portarlington
SAL22110,Portland (Vic.)
SAL22111,Portland North
SAL22112,Portland West
SAL22113,Portsea
SAL22114,Pound Creek
SAL22115,Powelltown
SAL22116,Powers Creek
SAL22117,Powlett Plains
SAL22118,Prahran
SAL22119,Prairie (Vic.)
SAL22120,Pranjip
SAL22121,Preston (Vic.)
SAL22122,Princes Hill
SAL22123,Princetown
SAL22124,Puckapunyal
SAL22125,Pura Pura
SAL22126,Purdeet
SAL22127,Purnim
SAL22128,Purnim West
SAL22129,Pyalong
SAL22130,Pyramid Hill
SAL22131,Quambatook
SAL22132,Quandong
SAL22133,Quantong
SAL22134,Quarry Hill
SAL22135,Queenscliff (Vic.)
SAL22136,Raglan (Vic.)
SAL22137,Rainbow
SAL22138,Ranceby
SAL22139,Rathscar
SAL22140,Rathscar West
SAL22141,Ravenhall
SAL22142,Ravenswood (Vic.)
SAL22143,Ravenswood South
SAL22144,Rawson
SAL22145,Raymond Island
SAL22146,Raywood
SAL22147,Red Cliffs
SAL22148,Red Hill (Vic.)
SAL22149,Red Hill South
SAL22150,Red Lion
SAL22151,Redan
SAL22152,Redbank (Vic.)
SAL22153,Redcastle
SAL22154,Redesdale
SAL22155,Reedy Creek (Vic.)
SAL22156,Reedy Dam
SAL22157,Reedy Flat
SAL22158,Reedy Lake
SAL22159,Reefton (Vic.)
SAL22160,Research
SAL22161,Reservoir (Vic.)
SAL22162,Reynard
SAL22163,Rheola
SAL22164,Rhyll
SAL22165,Rhymney
SAL22166,Riachella
SAL22167,Rich Avon
SAL22168,Rich Avon East
SAL22169,Rich Avon West
SAL22170,Richmond (Vic.)
SAL22171,Richmond Plains
SAL22172,Riddells Creek
SAL22173,Riggs Creek
SAL22174,Ringwood (Vic.)
SAL22175,Ringwood East
SAL22176,Ringwood North
SAL22177,Ripplebrook
SAL22178,Rippleside
SAL22179,Ripponlea
SAL22180,Riverside (Vic.)
SAL22181,Riverslea
SAL22182,Robertsons Beach
SAL22183,Robinvale
SAL22184,Rochester (Vic.)
SAL22185,Rochford
SAL22186,Rockbank
SAL22187,Rocklands
SAL22188,Rocklyn
SAL22189,Rocky Point (Vic.)
SAL22190,Rokeby (Vic.)
SAL22191,Rokewood
SAL22192,Rokewood Junction
SAL22193,Romsey
SAL22194,Rosanna
SAL22195,Rose River
SAL22196,Rosebery (Vic.)
SAL22197,Rosebrook (Vic.)
SAL22198,Rosebud
SAL22199,Rosedale (Vic.)
SAL22200,Roses Gap
SAL22201,Rosewhite
SAL22202,Roslynmead
SAL22203,Ross Creek (Vic.)
SAL22204,Rossbridge
SAL22205,Rostron
SAL22206,Rowsley
SAL22207,Rowville
SAL22208,Roxburgh Park
SAL22209,Rubicon
SAL22210,Ruby
SAL22211,Ruffy
SAL22212,Running Creek (Vic.)
SAL22213,Runnymede (Vic.)
SAL22214,Rupanyup
SAL22215,Rushworth
SAL22216,Russells Bridge
SAL22217,Rutherglen
SAL22218,Ryans
SAL22219,Ryanston
SAL22220,Rye
SAL22221,Rythdale
SAL22222,Safety Beach (Vic.)
SAL22223,Sailors Falls
SAL22224,Sailors Gully
SAL22225,Sailors Hill
SAL22226,Sale
SAL22227,Salisbury West
SAL22228,Samaria
SAL22229,San Remo (Vic.)
SAL22230,Sandford (Vic.)
SAL22231,Sandhill Lake
SAL22232,Sandhurst
SAL22233,Sandon (Vic.)
SAL22234,Sandringham (Vic.)
SAL22235,Sandy Creek (Vic.)
SAL22236,Sandy Point (Vic.)
SAL22237,Sargood
SAL22238,Sarsfield
SAL22239,Sassafras (Vic.)
SAL22240,Sawmill Settlement
SAL22241,Scarsdale
SAL22242,Scoresby
SAL22243,Scotchmans Lead
SAL22244,Scotsburn
SAL22245,Scotts Creek (Vic.)
SAL22246,Sea Lake
SAL22247,Seabrook
SAL22248,Seacombe
SAL22249,Seaford (Vic.)
SAL22250,Seaholme
SAL22251,Seaspray
SAL22252,Seaton (Vic.)
SAL22253,Seaview
SAL22254,Sebastian
SAL22255,Sebastopol (Vic.)
SAL22256,Seddon (Vic.)
SAL22257,Sedgwick
SAL22258,Selby
SAL22259,Selwyn (Vic.)
SAL22260,Separation Creek
SAL22261,Serpentine (Vic.)
SAL22262,Serviceton
SAL22263,Seville
SAL22264,Seville East
SAL22265,Seymour (Vic.)
SAL22266,Shady Creek
SAL22267,Shays Flat
SAL22268,She Oaks
SAL22269,Sheans Creek
SAL22270,Sheep Hills
SAL22271,Shelbourne
SAL22272,Shelford
SAL22273,Shelley (Vic.)
SAL22274,Shepherds Flat
SAL22275,Shepparton
SAL22276,Shepparton East
SAL22277,Shepparton North
SAL22278,Sherbrooke
SAL22279,Shoreham
SAL22280,Sidonia
SAL22281,Silvan
SAL22282,Silverleaves
SAL22283,Simpson (Vic.)
SAL22284,Simpsons Creek
SAL22285,Simson
SAL22286,Skenes Creek
SAL22287,Skenes Creek North
SAL22288,Skibo
SAL22289,Skinners Flat
SAL22290,Skipton
SAL22291,Skye (Vic.)
SAL22292,Slaty Creek
SAL22293,Smeaton
SAL22294,Smiths Beach
SAL22295,Smiths Gully
SAL22296,Smokeytown
SAL22297,Smoko
SAL22298,Smythes Creek
SAL22299,Smythesdale
SAL22300,Snake Island
SAL22301,Snake Valley
SAL22302,Soldiers Hill (Vic.)
SAL22303,Somers
SAL22304,Somerton (Vic.)
SAL22305,Somerville (Vic.)
SAL22306,Sorrento (Vic.)
SAL22307,South Dudley
SAL22308,South Geelong
SAL22309,South Kingsville
SAL22310,South Melbourne
SAL22311,South Morang
SAL22312,South Purrumbete
SAL22313,South Wharf
SAL22314,South Yarra
SAL22315,Southbank
SAL22316,Southern Cross (Vic.)
SAL22317,Spargo Creek
SAL22318,Speed
SAL22319,Spotswood
SAL22320,Spring Gully (Vic.)
SAL22321,Spring Hill (Vic.)
SAL22322,Springbank
SAL22323,Springdallah
SAL22324,Springfield (Buloke - Vic.)
SAL22325,Springfield (Macedon Ranges - Vic.)
SAL22326,Springhurst
SAL22327,Springmount
SAL22328,Springvale (Vic.)
SAL22329,Springvale South
SAL22330,St Albans (Vic.)
SAL22331,St Albans Park
SAL22332,St Andrews (Vic.)
SAL22333,St Andrews Beach
SAL22334,St Arnaud
SAL22335,St Arnaud East
SAL22336,St Arnaud North
SAL22337,St Clair (Vic.)
SAL22338,St Germains
SAL22339,St Helena
SAL22340,St Helens (Vic.)
SAL22341,St Helens Plains
SAL22342,St James (Vic.)
SAL22343,St Kilda (Vic.)
SAL22344,St Kilda East
SAL22345,St Kilda West
SAL22346,St Leonards (Vic.)
SAL22347,Staceys Bridge
SAL22348,Staffordshire Reef
SAL22349,Staghorn Flat
SAL22350,Stanhope (Vic.)
SAL22351,Stanley (Vic.)
SAL22352,Staughton Vale
SAL22353,Stavely
SAL22354,Stawell
SAL22355,Steels Creek
SAL22356,Steiglitz (Vic.)
SAL22357,Stewarton (Vic.)
SAL22358,Stirling (Vic.)
SAL22359,Stockdale
SAL22360,Stockyard Hill
SAL22361,Stonehaven
SAL22362,Stoneleigh (Vic.)
SAL22363,Stony Creek (Central Goldfields - Vic.)
SAL22364,Stony Creek (South Gippsland - Vic.)
SAL22365,Stonyford
SAL22366,Stradbroke
SAL22367,Strangways
SAL22368,Straten
SAL22369,Stratford (Vic.)
SAL22370,Strath Creek
SAL22371,Strathallan
SAL22372,Strathbogie
SAL22373,Strathdale
SAL22374,Strathdownie
SAL22375,Strathewen
SAL22376,Strathfieldsaye
SAL22377,Strathkellar
SAL22378,Strathlea
SAL22379,Strathmerton
SAL22380,Strathmore (Vic.)
SAL22381,Strathmore Heights
SAL22382,Strathtulloh
SAL22383,Streatham
SAL22384,Strzelecki (Vic.)
SAL22385,Stuart Mill
SAL22386,Sugarloaf (Vic.)
SAL22387,Sugarloaf Creek
SAL22388,Suggan Buggan
SAL22389,Sulky
SAL22390,Summerlands
SAL22391,Sunbury
SAL22392,Sunday Creek
SAL22393,Sunderland Bay
SAL22394,Sunset Strip (Vic.)
SAL22395,Sunshine (Vic.)
SAL22396,Sunshine North
SAL22397,Sunshine West
SAL22398,Surf Beach (Vic.)
SAL22399,Surrey Hills
SAL22400,Sutherland (Vic.)
SAL22401,Sutherlands Creek
SAL22402,Sutton (Vic.)
SAL22403,Sutton Grange
SAL22404,Swan Bay (Vic.)
SAL22405,Swan Hill
SAL22406,Swan Hill West
SAL22407,Swan Island
SAL22408,Swan Marsh
SAL22409,Swan Reach (Vic.)
SAL22410,Swanpool
SAL22411,Swanwater
SAL22412,Swanwater West
SAL22413,Swifts Creek
SAL22414,Sydenham (Vic.)
SAL22415,Sylvaterre
SAL22416,Tabberabbera
SAL22417,Tabilk
SAL22418,Tabor
SAL22419,Taggerty
SAL22420,Tahara
SAL22421,Tahara Bridge
SAL22422,Tahara West
SAL22423,Talbot (Vic.)
SAL22424,Talgarno
SAL22425,Tallandoon
SAL22426,Tallangatta
SAL22427,Tallangatta East
SAL22428,Tallangatta South
SAL22429,Tallangatta Valley
SAL22430,Tallarook
SAL22431,Tallygaroopna
SAL22432,Tambo Crossing
SAL22433,Tambo Upper
SAL22434,Tamboon
SAL22435,Tamboritha
SAL22436,Taminick
SAL22437,Tamleugh
SAL22438,Tamleugh North
SAL22439,Tandarook
SAL22440,Tandarra
SAL22441,Tangambalanga
SAL22442,Tanjil
SAL22443,Tanjil Bren
SAL22444,Tanjil South
SAL22445,Tanwood
SAL22446,Tanybryn
SAL22447,Taradale (Vic.)
SAL22448,Tarcombe
SAL22449,Tarilta
SAL22450,Tarnagulla
SAL22451,Tarneit
SAL22452,Tarnook
SAL22453,Taroon
SAL22454,Tarra Valley
SAL22455,Tarranyurk
SAL22456,Tarraville
SAL22457,Tarrawarra
SAL22458,Tarrawingee
SAL22459,Tarrayoukyan
SAL22460,Tarrengower
SAL22461,Tarrenlea
SAL22462,Tarrington
SAL22463,Tarrone
SAL22464,Tarwin
SAL22465,Tarwin Lower
SAL22466,Tatong
SAL22467,Tatura
SAL22468,Tatura East
SAL22469,Tatyoon
SAL22470,Tawonga
SAL22471,Tawonga South
SAL22472,Taylor Bay
SAL22473,Taylors Hill
SAL22474,Taylors Lakes
SAL22475,Teal Point
SAL22476,Tecoma
SAL22477,Teddywaddy
SAL22478,Teddywaddy West
SAL22479,Teesdale (Vic.)
SAL22480,Telangatuk East
SAL22481,Telford
SAL22482,Telopea Downs
SAL22483,Templestowe
SAL22484,Templestowe Lower
SAL22485,Tempy
SAL22486,Tenby Point
SAL22487,Tennyson (Vic.)
SAL22488,Terang
SAL22489,Terip Terip
SAL22490,Terrappee
SAL22491,Terrick Terrick
SAL22492,Terrick Terrick East
SAL22493,Tesbury
SAL22494,Tetoora Road
SAL22495,Thalia
SAL22496,The Basin (Vic.)
SAL22497,The Cove
SAL22498,The Gurdies
SAL22499,The Heart
SAL22500,The Honeysuckles
SAL22501,The Patch
SAL22502,The Sisters
SAL22503,Thologolong
SAL22504,Thomastown
SAL22505,Thomson (Baw Baw - Vic.)
SAL22506,Thomson (Greater Geelong - Vic.)
SAL22507,Thoona
SAL22508,Thornbury
SAL22509,Thornhill Park
SAL22510,Thornton (Vic.)
SAL22511,Thorpdale
SAL22512,Thorpdale South
SAL22513,Thowgla Valley
SAL22514,Three Bridges
SAL22515,Timbarra (Vic.)
SAL22516,Timboon
SAL22517,Timboon West
SAL22518,Timmering
SAL22519,Timor (Vic.)
SAL22520,Timor West
SAL22521,Tinamba
SAL22522,Tinamba West
SAL22523,Tintaldra
SAL22524,Tittybong
SAL22525,Tol Tol
SAL22526,Tolmie
SAL22527,Tom Groggin
SAL22528,Tongala
SAL22529,Tonghi Creek
SAL22530,Tongio
SAL22531,Tonimbuk
SAL22532,Tooan
SAL22533,Tooborac
SAL22534,Toolamba
SAL22535,Toolamba West
SAL22536,Toolangi
SAL22537,Toolern Vale
SAL22538,Toolleen
SAL22539,Toolome
SAL22540,Toolondo
SAL22541,Toolong
SAL22542,Toombon
SAL22543,Toongabbie (Vic.)
SAL22544,Toora (Vic.)
SAL22545,Toora North
SAL22546,Tooradin
SAL22547,Toorak
SAL22548,Toorloo Arm
SAL22549,Toorongo
SAL22550,Tootgarook
SAL22551,Torquay (Vic.)
SAL22552,Torrita
SAL22553,Torrumbarry
SAL22554,Torwood
SAL22555,Tostaree
SAL22556,Tottenham (Vic.)
SAL22557,Tottington
SAL22558,Tourello
SAL22559,Towan
SAL22560,Towaninny
SAL22561,Towaninny South
SAL22562,Tower Hill
SAL22563,Towong
SAL22564,Towong Upper
SAL22565,Trafalgar (Vic.)
SAL22566,Trafalgar East
SAL22567,Trafalgar South
SAL22568,Tragowel
SAL22569,Traralgon
SAL22570,Traralgon East
SAL22571,Traralgon South
SAL22572,Travancore
SAL22573,Trawalla
SAL22574,Trawool
SAL22575,Traynors Lagoon
SAL22576,Tremont
SAL22577,Trentham
SAL22578,Trentham East
SAL22579,Tresco
SAL22580,Tresco West
SAL22581,Trida
SAL22582,Truganina
SAL22583,Tubbut
SAL22584,Tuerong
SAL22585,Tulkara
SAL22586,Tullamarine
SAL22587,Tungamah
SAL22588,Turoar
SAL22589,Turriff
SAL22590,Turriff East
SAL22591,Turtons Creek
SAL22592,Tutye
SAL22593,Tyaak
SAL22594,Tyabb
SAL22595,Tyenna (Vic.)
SAL22596,Tyers
SAL22597,Tylden
SAL22598,Tynong
SAL22599,Tynong North
SAL22600,Tyntynder
SAL22601,Tyntynder South
SAL22602,Tyrendarra
SAL22603,Tyrendarra East
SAL22604,Tyrrell
SAL22605,Tyrrell Downs
SAL22606,Ullina
SAL22607,Ullswater
SAL22608,Ultima
SAL22609,Ultima East
SAL22610,Ulupna
SAL22611,Undera
SAL22612,Underbool
SAL22613,Upotipotpon
SAL22614,Upper Ferntree Gully
SAL22615,Upper Gundowring
SAL22616,Upper Lurg
SAL22617,Upper Plenty
SAL22618,Upper Ryans Creek
SAL22619,Upton Hill
SAL22620,Upwey
SAL22621,Valencia Creek
SAL22622,Vasey
SAL22623,Vaughan
SAL22624,Vectis
SAL22625,Ventnor (Vic.)
SAL22626,Venus Bay (Vic.)
SAL22627,Vermont
SAL22628,Vermont South
SAL22629,Vervale
SAL22630,Vesper
SAL22631,Victoria Point (Vic.)
SAL22632,Victoria Valley (Vic.)
SAL22633,Viewbank
SAL22634,Vinifera
SAL22635,Violet Town
SAL22636,Vite Vite
SAL22637,Vite Vite North
SAL22638,W Tree
SAL22639,Waaia
SAL22640,Waanyarra
SAL22641,Waarre
SAL22642,Wabonga
SAL22643,Waggarandall
SAL22644,Wahgunyah
SAL22645,Wahring
SAL22646,Wail
SAL22647,Wairewa
SAL22648,Waitchie
SAL22649,Wal Wal
SAL22650,Waldara
SAL22651,Walhalla
SAL22652,Walhalla East
SAL22653,Walkerville (Vic.)
SAL22654,Walkerville North
SAL22655,Walkerville South
SAL22656,Wallace
SAL22657,Wallacedale
SAL22658,Wallagaraugh
SAL22659,Wallaloo
SAL22660,Wallaloo East
SAL22661,Wallan
SAL22662,Wallinduc
SAL22663,Wallington
SAL22664,Wallup
SAL22665,Walmer (Vic.)
SAL22666,Walpa
SAL22667,Walpeup
SAL22668,Walwa
SAL22669,Wandana Heights
SAL22670,Wandella (Vic.)
SAL22671,Wandiligong
SAL22672,Wandin East
SAL22673,Wandin North
SAL22674,Wando Bridge
SAL22675,Wando Vale
SAL22676,Wandong
SAL22677,Wandown
SAL22678,Wangandary
SAL22679,Wangarabell
SAL22680,Wangaratta (Vic.)
SAL22681,Wangaratta South
SAL22682,Wangie
SAL22683,Wangoom
SAL22684,Wannon
SAL22685,Wantirna
SAL22686,Wantirna South
SAL22687,Waranga Shores
SAL22688,Waratah Bay
SAL22689,Warburton (Vic.)
SAL22690,Wareek
SAL22691,Wargan
SAL22692,Warmur
SAL22693,Warncoort
SAL22694,Warne
SAL22695,Warneet
SAL22696,Warrabkook
SAL22697,Warracknabeal
SAL22698,Warragul
SAL22699,Warragul South
SAL22700,Warragul West
SAL22701,Warrak
SAL22702,Warrandyte
SAL22703,Warrandyte South
SAL22704,Warranwood
SAL22705,Warrayure
SAL22706,Warrenbayne
SAL22707,Warrenheip
SAL22708,Warrenmang
SAL22709,Warrion
SAL22710,Warrnambool
SAL22711,Warrock
SAL22712,Warrong
SAL22713,Wartook
SAL22714,Watchem
SAL22715,Watchem West
SAL22716,Watchupga
SAL22717,Waterford Park
SAL22718,Waterholes
SAL22719,Waterloo (Vic.)
SAL22720,Waterways
SAL22721,Watsonia
SAL22722,Watsonia North
SAL22723,Watsons Creek (Vic.)
SAL22724,Wattle Bank
SAL22725,Wattle Creek
SAL22726,Wattle Flat (Vic.)
SAL22727,Wattle Glen
SAL22728,Wattle Hill (Vic.)
SAL22729,Waubra
SAL22730,Waurn Ponds
SAL22731,Waygara
SAL22732,Weatherboard
SAL22733,Wedderburn (Vic.)
SAL22734,Wedderburn Junction
SAL22735,Wee Wee Rup
SAL22736,Weeaproinah
SAL22737,Weering
SAL22738,Weerite
SAL22739,Wehla
SAL22740,Weir Views
SAL22741,Wellsford
SAL22742,Welshmans Reef
SAL22743,Welshpool (Vic.)
SAL22744,Wemen
SAL22745,Wendouree
SAL22746,Wensleydale
SAL22747,Wentworth (Vic.)
SAL22748,Werneth
SAL22749,Werona
SAL22750,Werribee
SAL22751,Werribee South
SAL22752,Werrimull
SAL22753,Wesburn
SAL22754,West Bendigo
SAL22755,West Creek
SAL22756,West Footscray
SAL22757,West Melbourne
SAL22758,West Wodonga
SAL22759,Westbury (Vic.)
SAL22760,Westby
SAL22761,Westmeadows
SAL22762,Westmere
SAL22763,Whanregarwen
SAL22764,Wharparilla
SAL22765,Wheatsheaf
SAL22766,Wheelers Hill
SAL22767,Whipstick
SAL22768,Whirily
SAL22769,White Hills (Vic.)
SAL22770,Whiteheads Creek
SAL22771,Whitelaw
SAL22772,Whitfield (Vic.)
SAL22773,Whitlands
SAL22774,Whittington
SAL22775,Whittlesea
SAL22776,Whoorel
SAL22777,Whorouly
SAL22778,Whorouly East
SAL22779,Whorouly South
SAL22780,Whroo
SAL22781,Wickliffe
SAL22782,Wilby
SAL22783,Wild Dog Valley (Vic.)
SAL22784,Wildwood
SAL22785,Wilkur
SAL22786,Willangie
SAL22787,Willatook
SAL22788,Willaura
SAL22789,Willaura North
SAL22790,Willenabrina
SAL22791,Williams Landing
SAL22792,Williamstown (Vic.)
SAL22793,Williamstown North
SAL22794,Willow Grove
SAL22795,Willowmavin
SAL22796,Willowvale (Vic.)
SAL22797,Willung
SAL22798,Willung South
SAL22799,Wilsons Hill
SAL22800,Wilsons Promontory
SAL22801,Wimbledon Heights
SAL22802,Winchelsea
SAL22803,Winchelsea South
SAL22804,Windermere (Vic.)
SAL22805,Windsor (Vic.)
SAL22806,Wingan River
SAL22807,Wingeel
SAL22808,Winjallok
SAL22809,Winlaton
SAL22810,Winnambool
SAL22811,Winnap
SAL22812,Winnindoo
SAL22813,Winslow
SAL22814,Winter Valley
SAL22815,Winton (Vic.)
SAL22816,Winton North
SAL22817,Wirrate
SAL22818,Wiseleigh
SAL22819,Wodonga
SAL22820,Wollert
SAL22821,Wombat Creek (Vic.)
SAL22822,Wombelano
SAL22823,Won Wron
SAL22824,Wonga
SAL22825,Wonga Park
SAL22826,Wongarra
SAL22827,Wongungarra
SAL22828,Wonnangatta
SAL22829,Wonthaggi
SAL22830,Wonwondah
SAL22831,Wonyip
SAL22832,Wood Wood
SAL22833,Woodend (Vic.)
SAL22834,Woodend North
SAL22835,Woodfield
SAL22836,Woodford (Vic.)
SAL22837,Woodglen
SAL22838,Woodhouse
SAL22839,Woodleigh (Vic.)
SAL22840,Woods Point (Vic.)
SAL22841,Woodside (Vic.)
SAL22842,Woodside Beach
SAL22843,Woodstock (Vic.)
SAL22844,Woodstock On Loddon
SAL22845,Woodstock West
SAL22846,Woodvale (Vic.)
SAL22847,Wool Wool
SAL22848,Woolamai
SAL22849,Woolenook
SAL22850,Woolshed Flat (Vic.)
SAL22851,Woolsthorpe
SAL22852,Woomelang
SAL22853,Wooragee
SAL22854,Woorarra East
SAL22855,Woorarra West
SAL22856,Wooreen
SAL22857,Woori Yallock
SAL22858,Woorinen
SAL22859,Woorinen North
SAL22860,Woorinen South
SAL22861,Woorndoo
SAL22862,Wooroonook
SAL22863,Woosang
SAL22864,Wootong Vale
SAL22865,Worrowing
SAL22866,Wrathung
SAL22867,Wrixon
SAL22868,Wroxham
SAL22869,Wuk Wuk
SAL22870,Wulgulmerang
SAL22871,Wulgulmerang East
SAL22872,Wulgulmerang West
SAL22873,Wunghnu
SAL22874,Wurdiboluc
SAL22875,Wurruk
SAL22876,Wy Yung
SAL22877,Wycheproof
SAL22878,Wycheproof South
SAL22879,Wychitella
SAL22880,Wychitella North
SAL22881,Wye River
SAL22882,Wyelangta
SAL22883,Wyndham Vale
SAL22884,Wyuna (Vic.)
SAL22885,Wyuna East
SAL22886,Yaapeet
SAL22887,Yabba North
SAL22888,Yabba South
SAL22889,Yackandandah
SAL22890,Yalca
SAL22891,Yalla-Y-Poora
SAL22892,Yallambie
SAL22893,Yallourn
SAL22894,Yallourn North
SAL22895,Yalmy
SAL22896,Yambuk
SAL22897,Yambuna
SAL22898,Yan Yean
SAL22899,Yanac
SAL22900,Yanakie
SAL22901,Yando
SAL22902,Yandoit
SAL22903,Yandoit Hills
SAL22904,Yangery
SAL22905,Yangoura
SAL22906,Yannathan
SAL22907,Yapeen
SAL22908,Yarck
SAL22909,Yarpturk
SAL22910,Yarra Glen
SAL22911,Yarra Junction
SAL22912,Yarraberb
SAL22913,Yarragon
SAL22914,Yarragon South
SAL22915,Yarram
SAL22916,Yarrambat
SAL22917,Yarraville
SAL22918,Yarrawalla
SAL22919,Yarrawonga (Vic.)
SAL22920,Yarrawonga South
SAL22921,Yarroweyah
SAL22922,Yatchaw
SAL22923,Yawong Hills
SAL22924,Yea
SAL22925,Yellingbo
SAL22926,Yelta (Vic.)
SAL22927,Yendon
SAL22928,Yeo
SAL22929,Yeodene
SAL22930,Yering
SAL22931,Yeungroon
SAL22932,Yeungroon East
SAL22933,Yielima
SAL22934,Yinnar
SAL22935,Yinnar South
SAL22936,York Plains (Vic.)
SAL22937,Youanmite
SAL22938,Youarang
SAL22939,Yulecart
SAL22940,Yundool
SAL22941,Yuroke
SAL22942,Yuulong
SAL22943,Zeerust
SAL22944,Zumsteins
SAL29494,No usual address (Vic.)
SAL29797,Migratory - Offshore - Shipping (Vic.)
