postcode,locality,state,type,status,lat,lng,sa1_code_2021,sa1_name_2021,sa2_code_2021,sa2_name_2021,lga_name,lga_code
3490,MITTYACK,VIC,Delivery Area,Updated 6-Feb-2020,-35.1565,142.658,21502139812,Underbool,215021398,Mildura Surrounds,Hindmarsh,22980
3490,MURRAY-SUNSET,VIC,Delivery Area,Updated 6-Feb-2020,-35.0396,141.72,21502139812,Underbool,215021398,Mildura Surrounds,Hindmarsh,22980
3490,OUYEN,VIC,Delivery Area,Updated 6-Feb-2020,-35.0725808,142.3187749,21502139812,Underbool,215021398,Mildura Surrounds,Hindmarsh,22980
3490,TORRITA,VIC,Delivery Area,Updated 6-Feb-2020,-35.1248266,141.9391395,21502139812,Underbool,215021398,Mildura Surrounds,Hindmarsh,22980
3490,TUTYE,VIC,Delivery Area,Updated 6-Feb-2020,-35.2844072,141.4966948,21502139812,Underbool,215021398,Mildura Surrounds,Hindmarsh,22980
3491,PATCHEWOLLOCK,VIC,Delivery Area,Updated 6-Feb-2020,-35.394936,142.1063337,21502139811,Walpeup,215021398,Mildura Surrounds,Mildura,24780
3494,CARWARP,VIC,Delivery Area,Updated 6-Feb-2020,-34.4593153,142.2033193,21502139807,Colignan,215021398,Mildura Surrounds,Mildura,24780
3494,COLIGNAN,VIC,Delivery Area,Updated 6-Feb-2020,-34.55,142.383333,21502139807,Colignan,215021398,Mildura Surrounds,Mildura,24780
3494,IRAAK,VIC,Delivery Area,Updated 6-Feb-2020,-34.416667,142.316667,21502139807,Colignan,215021398,Mildura Surrounds,Mildura,24780
3494,NANGILOC,VIC,Delivery Area,Updated 6-Feb-2020,-34.4741667,142.3513591,21502139807,Colignan,215021398,Mildura Surrounds,Mildura,24780
3496,CARDROSS,VIC,Delivery Area,Updated 6-Feb-2020,-34.3,142.15,21502139917,Red Cliffs,215021399,Red Cliffs,Mildura,24780
3496,CULLULLERAINE,VIC,Delivery Area,Updated 6-Feb-2020,-34.1905541,141.6192258,21502139917,Red Cliffs,215021399,Red Cliffs,Mildura,24780
3496,LINDSAY POINT,VIC,Delivery Area,Updated 6-Feb-2020,-34.1,141.017,21502139917,Red Cliffs,215021399,Red Cliffs,Mildura,24780
3496,MERINGUR,VIC,Delivery Area,Updated 6-Feb-2020,-34.3883964,141.3354325,21502139917,Red Cliffs,215021399,Red Cliffs,Mildura,24780
3496,MERRINEE,VIC,Delivery Area,Updated 6-Feb-2020,-34.3837902,141.6997043,21502139917,Red Cliffs,215021399,Red Cliffs,Mildura,24780
3496,MURRAY LOCK NO 9,VIC,Delivery Area,Updated 6-Feb-2020,-34.3907,141.431,21502139917,Red Cliffs,215021399,Red Cliffs,Mildura,24780
3496,NEDS CORNER,VIC,Delivery Area,Updated 6-Feb-2020,-34.274805,141.263471,21502139917,Red Cliffs,215021399,Red Cliffs,Mildura,24780
3496,RED CLIFFS,VIC,Delivery Area,Updated 6-Feb-2020,-34.3075,142.188056,21502139917,Red Cliffs,215021399,Red Cliffs,Mildura,24780
3496,SUNNYCLIFFS,VIC,Delivery Area,Updated 6-Feb-2020,-34.2877089,142.1863316,21502139917,Red Cliffs,215021399,Red Cliffs,Mildura,24780
3496,WERRIMULL,VIC,Delivery Area,Updated 6-Feb-2020,-34.4115116,141.4462452,21502139917,Red Cliffs,215021399,Red Cliffs,Mildura,24780
3498,IRYMPLE,VIC,Delivery Area,Updated 6-Feb-2020,-34.2495272,142.159382,21502139524,Irymple (Vic.),215021395,Irymple,Mildura,24780
3500,MILDURA,VIC,Delivery Area,Updated 6-Feb-2020,-34.2151229,142.1169401,21502147032,Mildura,215021470,Mildura - South,Mildura,24780
3500,MILDURA EAST,VIC,Delivery Area,Updated 6-Feb-2020,-34.2151229,142.1169401,21502147032,Mildura,215021470,Mildura - South,Mildura,24780
3500,MILDURA WEST,VIC,Delivery Area,Updated 6-Feb-2020,-34.1794783,142.1513862,21502147032,Mildura,215021470,Mildura - South,Mildura,24780
3501,HATTAH,VIC,Delivery Area,Updated 6-Feb-2020,-34.7711842,142.38679,21502139815,Mildura,215021398,Mildura Surrounds,Swan Hill,26610
3501,KOORLONG,VIC,Delivery Area,Updated 6-Feb-2020,-34.2479402,142.0423986,21502139815,Mildura,215021398,Mildura Surrounds,Swan Hill,26610
3501,MILDURA CENTRE PLAZA,VIC,Delivery Area,Updated 6-Feb-2020,-34.2085418,142.1401443,21502139815,Mildura,215021398,Mildura Surrounds,Swan Hill,26610
3501,MILDURA SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-34.2134642,142.1273099,21502139815,Mildura,215021398,Mildura Surrounds,Swan Hill,26610
3501,NICHOLS POINT,VIC,Delivery Area,Updated 6-Feb-2020,-34.2076592,142.2018502,21502139815,Mildura,215021398,Mildura Surrounds,Swan Hill,26610
3505,BIRDWOODTON,VIC,Delivery Area,Updated 6-Feb-2020,-34.196389,142.058611,21502147004,Mildura,215021470,Mildura - South,Mildura,24780
3505,CABARITA,VIC,Delivery Area,Updated 6-Feb-2020,-34.2,142.083,21502147004,Mildura,215021470,Mildura - South,Mildura,24780
3505,MERBEIN,VIC,Delivery Area,Updated 6-Feb-2020,-34.1613339,142.0475029,21502147004,Mildura,215021470,Mildura - South,Mildura,24780
3505,MERBEIN SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-34.2188002,142.0301484,21502147004,Mildura,215021470,Mildura - South,Mildura,24780
3505,MERBEIN WEST,VIC,Delivery Area,Updated 6-Feb-2020,-34.165556,142.008333,21502147004,Mildura,215021470,Mildura - South,Mildura,24780
3505,WARGAN,VIC,Delivery Area,Updated 6-Feb-2020,-34.1996653,141.9939074,21502147004,Mildura,215021470,Mildura - South,Mildura,24780
3505,YELTA,VIC,Delivery Area,Updated 6-Feb-2020,-34.1372058,142.0228245,21502147004,Mildura,215021470,Mildura - South,Mildura,24780
3506,COWANGIE,VIC,Delivery Area,Updated 6-Feb-2020,-35.1766811,141.3679914,21502139812,Underbool,215021398,Mildura Surrounds,Mildura,24780
3507,WALPEUP,VIC,Delivery Area,Updated 6-Feb-2020,-35.115573,142.0639245,21502139811,Walpeup,215021398,Mildura Surrounds,Mildura,24780
3509,LINGA,VIC,Delivery Area,Updated 6-Feb-2020,-35.1696885,141.6967912,21502139812,Underbool,215021398,Mildura Surrounds,Mildura,24780
3509,UNDERBOOL,VIC,Delivery Area,Updated 6-Feb-2020,-35.1707397,141.808038,21502139812,Underbool,215021398,Mildura Surrounds,Mildura,24780
3512,CARINA,VIC,Delivery Area,Updated 6-Feb-2020,-35.2141613,141.0951097,21502139814,Murrayville,215021398,Mildura Surrounds,Mildura,24780
3512,MURRAYVILLE,VIC,Delivery Area,Updated 6-Feb-2020,-35.262222,141.183333,21502139814,Murrayville,215021398,Mildura Surrounds,Mildura,24780
3512,PANITYA,VIC,Delivery Area,Updated 6-Feb-2020,-35.238,140.991,21502139814,Murrayville,215021398,Mildura Surrounds,Mildura,24780
3515,MARONG,VIC,Delivery Area,Updated 6-Feb-2020,-36.733333,144.133333,20203103306,Woodstock West,202031033,Loddon,Mount Alexander,25430
3515,SHELBOURNE,VIC,Delivery Area,Updated 6-Feb-2020,-36.847,144.073,20203103306,Woodstock West,202031033,Loddon,Mount Alexander,25430
3515,WILSONS HILL,VIC,Delivery Area,Updated 6-Feb-2020,-36.7284144,144.1077024,20203103306,Woodstock West,202031033,Loddon,Mount Alexander,25430
3516,BRIDGEWATER,VIC,Delivery Area,Updated 6-Feb-2020,-36.6047192,143.9405609,20203103303,Yarraberb,202031033,Loddon,Greater Bendigo,22620
3516,BRIDGEWATER NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-36.5547664,143.9983577,20203103303,Yarraberb,202031033,Loddon,Greater Bendigo,22620
3516,BRIDGEWATER ON LODDON,VIC,Delivery Area,Updated 6-Feb-2020,-36.6047192,143.9405609,20203103303,Yarraberb,202031033,Loddon,Greater Bendigo,22620
3516,DERBY,VIC,Delivery Area,Updated 6-Feb-2020,-36.6593499,144.0078813,20203103303,Yarraberb,202031033,Loddon,Greater Bendigo,22620
3516,LEICHARDT,VIC,Delivery Area,Updated 6-Feb-2020,-36.6812208,144.1144787,20203103303,Yarraberb,202031033,Loddon,Greater Bendigo,22620
3516,YARRABERB,VIC,Delivery Area,Updated 6-Feb-2020,-36.6048366,144.0383058,20203103303,Yarraberb,202031033,Loddon,Greater Bendigo,22620
3517,BEARS LAGOON,VIC,Delivery Area,Updated 6-Feb-2020,-36.3439954,143.9748939,20203103322,Inglewood (Vic.),202031033,Loddon,Loddon,23940
3517,BRENANAH,VIC,Delivery Area,Updated 6-Feb-2020,-36.5576225,143.6992998,20203103322,Inglewood (Vic.),202031033,Loddon,Loddon,23940
3517,BULLABUL,VIC,Delivery Area,Updated 6-Feb-2020,-36.616,143.893,20203103322,Inglewood (Vic.),202031033,Loddon,Loddon,23940
3517,GLENALBYN,VIC,Delivery Area,Updated 6-Feb-2020,-36.4886713,143.7189525,20203103322,Inglewood (Vic.),202031033,Loddon,Loddon,23940
3517,INGLEWOOD,VIC,Delivery Area,Updated 6-Feb-2020,-36.576389,143.868889,20203103322,Inglewood (Vic.),202031033,Loddon,Loddon,23940
3517,JARKLIN,VIC,Delivery Area,Updated 6-Feb-2020,-36.2391629,143.9708139,20203103322,Inglewood (Vic.),202031033,Loddon,Loddon,23940
3517,KINGOWER,VIC,Delivery Area,Updated 6-Feb-2020,-36.602269,143.7785224,20203103322,Inglewood (Vic.),202031033,Loddon,Loddon,23940
3517,KURTING,VIC,Delivery Area,Updated 6-Feb-2020,-36.5381593,143.8257746,20203103322,Inglewood (Vic.),202031033,Loddon,Loddon,23940
3517,POWLETT PLAINS,VIC,Delivery Area,Updated 6-Feb-2020,-36.4730372,143.845799,20203103322,Inglewood (Vic.),202031033,Loddon,Loddon,23940
3517,RHEOLA,VIC,Delivery Area,Updated 6-Feb-2020,-36.6464456,143.7013326,20203103322,Inglewood (Vic.),202031033,Loddon,Loddon,23940
3517,SALISBURY WEST,VIC,Delivery Area,Updated 6-Feb-2020,-36.5024066,143.969794,20203103322,Inglewood (Vic.),202031033,Loddon,Loddon,23940
3517,SERPENTINE,VIC,Delivery Area,Updated 6-Feb-2020,-36.4113541,143.9793141,20203103322,Inglewood (Vic.),202031033,Loddon,Loddon,23940
3518,BERRIMAL,VIC,Delivery Area,Updated 6-Feb-2020,-36.4821643,143.5022376,21503140009,Yeungroon East,215031400,Buloke,Buloke,21270
3518,BORUNG,VIC,Delivery Area,Updated 6-Feb-2020,-36.308012,143.8037198,21503140009,Yeungroon East,215031400,Buloke,Buloke,21270
3518,FENTONS CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-36.5562359,143.5647819,21503140009,Yeungroon East,215031400,Buloke,Buloke,21270
3518,FERNIHURST,VIC,Delivery Area,Updated 6-Feb-2020,-36.245004,143.8736382,21503140009,Yeungroon East,215031400,Buloke,Buloke,21270
3518,FIERY FLAT,VIC,Delivery Area,Updated 6-Feb-2020,-36.3982072,143.7901508,21503140009,Yeungroon East,215031400,Buloke,Buloke,21270
3518,KURRACA,VIC,Delivery Area,Updated 6-Feb-2020,-36.5035155,143.6173553,21503140009,Yeungroon East,215031400,Buloke,Buloke,21270
3518,KURRACA WEST,VIC,Delivery Area,Updated 6-Feb-2020,-36.5202438,143.5598436,21503140009,Yeungroon East,215031400,Buloke,Buloke,21270
3518,MYSIA,VIC,Delivery Area,Updated 6-Feb-2020,-36.2033155,143.7708834,21503140009,Yeungroon East,215031400,Buloke,Buloke,21270
3518,NINE MILE,VIC,Delivery Area,Updated 6-Feb-2020,-36.4612141,143.4179432,21503140009,Yeungroon East,215031400,Buloke,Buloke,21270
3518,RICHMOND PLAINS,VIC,Delivery Area,Updated 6-Feb-2020,-36.3866606,143.5331803,21503140009,Yeungroon East,215031400,Buloke,Buloke,21270
3518,SKINNERS FLAT,VIC,Delivery Area,Updated 6-Feb-2020,-36.3593165,143.5970521,21503140009,Yeungroon East,215031400,Buloke,Buloke,21270
3518,WEDDERBURN,VIC,Delivery Area,Updated 6-Feb-2020,-36.416667,143.616667,21503140009,Yeungroon East,215031400,Buloke,Buloke,21270
3518,WEDDERBURN JUNCTION,VIC,Delivery Area,Updated 6-Feb-2020,-36.435249,143.6891367,21503140009,Yeungroon East,215031400,Buloke,Buloke,21270
3518,WEHLA,VIC,Delivery Area,Updated 6-Feb-2020,-36.601821,143.6454503,21503140009,Yeungroon East,215031400,Buloke,Buloke,21270
3518,WOOLSHED FLAT,VIC,Delivery Area,Updated 6-Feb-2020,-36.3116753,143.6781281,21503140009,Yeungroon East,215031400,Buloke,Buloke,21270
3518,WOOSANG,VIC,Delivery Area,Updated 6-Feb-2020,-36.3056843,143.4505249,21503140009,Yeungroon East,215031400,Buloke,Buloke,21270
3520,KINYPANIAL,VIC,Delivery Area,Updated 6-Feb-2020,-36.353301,143.7520153,20203103311,Wedderburn Junction,202031033,Loddon,Loddon,23940
3520,KORONG VALE,VIC,Delivery Area,Updated 6-Feb-2020,-36.3557749,143.695912,20203103311,Wedderburn Junction,202031033,Loddon,Loddon,23940
3520,SOUTH KINYPANIAL,VIC,Delivery Area,Updated 6-Feb-2020,-36.3533,143.752,20203103311,Wedderburn Junction,202031033,Loddon,Loddon,23940
3521,PYALONG,VIC,Delivery Area,Updated 6-Feb-2020,-37.0989702,144.851121,20401106009,Pyalong,204011060,Seymour Surrounds,Mitchell,24850
3522,EMU FLAT,VIC,Delivery Area,Updated 6-Feb-2020,-37.122134,144.752773,20401106010,Tooborac,204011060,Seymour Surrounds,Mitchell,24850
3522,GLENHOPE EAST,VIC,Delivery Area,Updated 6-Feb-2020,-37.0704,144.706,20401106010,Tooborac,204011060,Seymour Surrounds,Mitchell,24850
3522,TOOBORAC,VIC,Delivery Area,Updated 6-Feb-2020,-37.0884579,144.7554106,20401106010,Tooborac,204011060,Seymour Surrounds,Mitchell,24850
3523,ARGYLE,VIC,Delivery Area,Updated 6-Feb-2020,-36.9470859,144.7227565,21601141003,Toolleen,216011410,Rushworth,Mitchell,24850
3523,COSTERFIELD,VIC,Delivery Area,Updated 6-Feb-2020,-36.866095,144.7817187,21601141003,Toolleen,216011410,Rushworth,Mitchell,24850
3523,DERRINAL,VIC,Delivery Area,Updated 6-Feb-2020,-36.9051176,144.557682,21601141003,Toolleen,216011410,Rushworth,Mitchell,24850
3523,HEATHCOTE,VIC,Delivery Area,Updated 6-Feb-2020,-36.916667,144.7,21601141003,Toolleen,216011410,Rushworth,Mitchell,24850
3523,HEATHCOTE SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.0221951,144.7082568,21601141003,Toolleen,216011410,Rushworth,Mitchell,24850
3523,KNOWSLEY,VIC,Delivery Area,Updated 6-Feb-2020,-36.8255256,144.5849219,21601141003,Toolleen,216011410,Rushworth,Mitchell,24850
3523,LADYS PASS,VIC,Delivery Area,Updated 6-Feb-2020,-36.8260392,144.6862995,21601141003,Toolleen,216011410,Rushworth,Mitchell,24850
3523,MOORMBOOL WEST,VIC,Delivery Area,Updated 6-Feb-2020,-36.8382977,144.8610895,21601141003,Toolleen,216011410,Rushworth,Mitchell,24850
3523,MOUNT CAMEL,VIC,Delivery Area,Updated 6-Feb-2020,-36.8311507,144.7309063,21601141003,Toolleen,216011410,Rushworth,Mitchell,24850
3523,REDCASTLE,VIC,Delivery Area,Updated 6-Feb-2020,-36.7704954,144.7611153,21601141003,Toolleen,216011410,Rushworth,Mitchell,24850
3525,BARRAKEE,VIC,Delivery Area,Updated 6-Feb-2020,-36.2914398,143.4666497,21503140012,Charlton (Vic.),215031400,Buloke,Loddon,23940
3525,BUCKRABANYULE,VIC,Delivery Area,Updated 6-Feb-2020,-36.3391603,143.5965629,21503140012,Charlton (Vic.),215031400,Buloke,Loddon,23940
3525,CHARLTON,VIC,Delivery Area,Updated 6-Feb-2020,-36.2678624,143.3510486,21503140012,Charlton (Vic.),215031400,Buloke,Loddon,23940
3525,CHIRRIP,VIC,Delivery Area,Updated 6-Feb-2020,-36.1675,143.157,21503140012,Charlton (Vic.),215031400,Buloke,Loddon,23940
3525,GRANITE FLAT,VIC,Delivery Area,Updated 6-Feb-2020,-36.1945016,143.1342358,21503140012,Charlton (Vic.),215031400,Buloke,Loddon,23940
3525,JEFFCOTT,VIC,Delivery Area,Updated 6-Feb-2020,-36.2742,143.14,21503140012,Charlton (Vic.),215031400,Buloke,Loddon,23940
3525,JEFFCOTT NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-36.2506,143.091,21503140012,Charlton (Vic.),215031400,Buloke,Loddon,23940
3525,LAKE MARMAL,VIC,Delivery Area,Updated 6-Feb-2020,-36.0761482,143.5395558,21503140012,Charlton (Vic.),215031400,Buloke,Loddon,23940
3525,NAREEWILLOCK,VIC,Delivery Area,Updated 6-Feb-2020,-36.1840109,143.4206435,21503140012,Charlton (Vic.),215031400,Buloke,Loddon,23940
3525,TEDDYWADDY,VIC,Delivery Area,Updated 6-Feb-2020,-36.1986681,143.3390004,21503140012,Charlton (Vic.),215031400,Buloke,Loddon,23940
3525,TEDDYWADDY WEST,VIC,Delivery Area,Updated 6-Feb-2020,-36.1914693,143.2074942,21503140012,Charlton (Vic.),215031400,Buloke,Loddon,23940
3525,TERRAPPEE,VIC,Delivery Area,Updated 6-Feb-2020,-36.1575077,143.5747227,21503140012,Charlton (Vic.),215031400,Buloke,Loddon,23940
3525,WOOROONOOK,VIC,Delivery Area,Updated 6-Feb-2020,-36.2633328,143.1997051,21503140012,Charlton (Vic.),215031400,Buloke,Loddon,23940
3525,WYCHITELLA,VIC,Delivery Area,Updated 6-Feb-2020,-36.2468803,143.5503753,21503140012,Charlton (Vic.),215031400,Buloke,Loddon,23940
3525,WYCHITELLA NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-36.2050299,143.6297904,21503140012,Charlton (Vic.),215031400,Buloke,Loddon,23940
3525,YEUNGROON,VIC,Delivery Area,Updated 6-Feb-2020,-36.3796429,143.2924834,21503140012,Charlton (Vic.),215031400,Buloke,Loddon,23940
3525,YEUNGROON EAST,VIC,Delivery Area,Updated 6-Feb-2020,-36.3294282,143.4213853,21503140012,Charlton (Vic.),215031400,Buloke,Loddon,23940
3527,BUNGULUKE,VIC,Delivery Area,Updated 6-Feb-2020,-36.067963,143.3808229,21503140109,Quambatook,215031401,Gannawarra,Loddon,23940
3527,DUMOSA,VIC,Delivery Area,Updated 6-Feb-2020,-35.9439979,143.2331487,21503140109,Quambatook,215031401,Gannawarra,Loddon,23940
3527,GLENLOTH,VIC,Delivery Area,Updated 6-Feb-2020,-36.141508,143.3403702,21503140109,Quambatook,215031401,Gannawarra,Loddon,23940
3527,GLENLOTH EAST,VIC,Delivery Area,Updated 6-Feb-2020,-36.0633484,143.4479313,21503140109,Quambatook,215031401,Gannawarra,Loddon,23940
3527,JERUK,VIC,Delivery Area,Updated 6-Feb-2020,-36.0138,143.426,21503140109,Quambatook,215031401,Gannawarra,Loddon,23940
3527,NINYEUNOOK,VIC,Delivery Area,Updated 6-Feb-2020,-35.9574,143.421,21503140109,Quambatook,215031401,Gannawarra,Loddon,23940
3527,TEDDYWADDY,VIC,Delivery Area,Updated 6-Feb-2020,-36.1987,143.339,21503140109,Quambatook,215031401,Gannawarra,Loddon,23940
3527,TEDDYWADDY WEST,VIC,Delivery Area,Updated 6-Feb-2020,-36.1915,143.207,21503140109,Quambatook,215031401,Gannawarra,Loddon,23940
3527,THALIA,VIC,Delivery Area,Updated 6-Feb-2020,-36.0917817,143.1322198,21503140109,Quambatook,215031401,Gannawarra,Loddon,23940
3527,TOWANINNY,VIC,Delivery Area,Updated 6-Feb-2020,-35.8695891,143.3196996,21503140109,Quambatook,215031401,Gannawarra,Loddon,23940
3527,TOWANINNY SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-35.9138937,143.3591023,21503140109,Quambatook,215031401,Gannawarra,Loddon,23940
3527,WYCHEPROOF,VIC,Delivery Area,Updated 6-Feb-2020,-36.077645,143.2271185,21503140109,Quambatook,215031401,Gannawarra,Loddon,23940
3527,WYCHEPROOF SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-36.1381074,143.1797045,21503140109,Quambatook,215031401,Gannawarra,Loddon,23940
3529,KALPIENUNG,VIC,Delivery Area,Updated 6-Feb-2020,-35.8374233,143.2631343,21503140019,Warne,215031400,Buloke,Buloke,21270
3529,NULLAWIL,VIC,Delivery Area,Updated 6-Feb-2020,-35.8508477,143.1747947,21503140019,Warne,215031400,Buloke,Buloke,21270
3530,CULGOA,VIC,Delivery Area,Updated 6-Feb-2020,-35.7178452,143.1040248,21503140019,Warne,215031400,Buloke,Buloke,21270
3530,SUTTON,VIC,Delivery Area,Updated 6-Feb-2020,-35.7329,142.974,21503140019,Warne,215031400,Buloke,Buloke,21270
3530,WANGIE,VIC,Delivery Area,Updated 6-Feb-2020,-35.6918,143.261,21503140019,Warne,215031400,Buloke,Buloke,21270
3530,WARNE,VIC,Delivery Area,Updated 6-Feb-2020,-35.7767774,143.1063157,21503140019,Warne,215031400,Buloke,Buloke,21270
3531,BERRIWILLOCK,VIC,Delivery Area,Updated 6-Feb-2020,-35.6392202,142.9909246,21503140017,Willangie,215031400,Buloke,Buloke,21270
3531,BOIGBEAT,VIC,Delivery Area,Updated 6-Feb-2020,-35.5622958,142.9364681,21503140017,Willangie,215031400,Buloke,Buloke,21270
3531,SPRINGFIELD,VIC,Delivery Area,Updated 6-Feb-2020,-35.6512854,142.9170407,21503140017,Willangie,215031400,Buloke,Buloke,21270
3533,BIMBOURIE,VIC,Delivery Area,Updated 6-Feb-2020,-35.3120424,142.7691482,21503140015,Sea Lake,215031400,Buloke,Swan Hill,26610
3533,LAKE TYRRELL,VIC,Delivery Area,Updated 6-Feb-2020,-35.3479943,142.8321695,21503140015,Sea Lake,215031400,Buloke,Swan Hill,26610
3533,MITTYACK,VIC,Delivery Area,Updated 6-Feb-2020,-35.1564547,142.6579563,21503140015,Sea Lake,215031400,Buloke,Swan Hill,26610
3533,MYALL,VIC,Delivery Area,Updated 6-Feb-2020,-35.5365,142.756,21503140015,Sea Lake,215031400,Buloke,Swan Hill,26610
3533,NANDALY,VIC,Delivery Area,Updated 6-Feb-2020,-35.309015,142.7003871,21503140015,Sea Lake,215031400,Buloke,Swan Hill,26610
3533,NINDA,VIC,Delivery Area,Updated 6-Feb-2020,-35.4422222,142.7246975,21503140015,Sea Lake,215031400,Buloke,Swan Hill,26610
3533,NYARRIN,VIC,Delivery Area,Updated 6-Feb-2020,-35.38806,142.6858801,21503140015,Sea Lake,215031400,Buloke,Swan Hill,26610
3533,PIER MILAN,VIC,Delivery Area,Updated 6-Feb-2020,-35.2373,142.692,21503140015,Sea Lake,215031400,Buloke,Swan Hill,26610
3533,SEA LAKE,VIC,Delivery Area,Updated 6-Feb-2020,-35.5055413,142.8526896,21503140015,Sea Lake,215031400,Buloke,Swan Hill,26610
3533,STRATEN,VIC,Delivery Area,Updated 6-Feb-2020,-35.3797,142.576,21503140015,Sea Lake,215031400,Buloke,Swan Hill,26610
3533,TYENNA,VIC,Delivery Area,Updated 6-Feb-2020,-35.3047,142.615,21503140015,Sea Lake,215031400,Buloke,Swan Hill,26610
3533,TYRRELL,VIC,Delivery Area,Updated 6-Feb-2020,-35.454687,142.9628175,21503140015,Sea Lake,215031400,Buloke,Swan Hill,26610
3533,TYRRELL DOWNS,VIC,Delivery Area,Updated 6-Feb-2020,-35.3215442,142.9405394,21503140015,Sea Lake,215031400,Buloke,Swan Hill,26610
3537,BARRAPORT,VIC,Delivery Area,Updated 6-Feb-2020,-36.0307362,143.6965895,21503140109,Quambatook,215031401,Gannawarra,Gannawarra,22250
3537,BARRAPORT WEST,VIC,Delivery Area,Updated 6-Feb-2020,-36.0175961,143.5344625,21503140109,Quambatook,215031401,Gannawarra,Gannawarra,22250
3537,BOORT,VIC,Delivery Area,Updated 6-Feb-2020,-36.1169559,143.7250526,21503140109,Quambatook,215031401,Gannawarra,Gannawarra,22250
3537,CANARY ISLAND,VIC,Delivery Area,Updated 6-Feb-2020,-36.0104707,143.8733361,21503140109,Quambatook,215031401,Gannawarra,Gannawarra,22250
3537,CATUMNAL,VIC,Delivery Area,Updated 6-Feb-2020,-36.076324,143.6183305,21503140109,Quambatook,215031401,Gannawarra,Gannawarra,22250
3537,GREDGWIN,VIC,Delivery Area,Updated 6-Feb-2020,-35.9728747,143.6244804,21503140109,Quambatook,215031401,Gannawarra,Gannawarra,22250
3537,LEAGHUR,VIC,Delivery Area,Updated 6-Feb-2020,-35.9833393,143.7948997,21503140109,Quambatook,215031401,Gannawarra,Gannawarra,22250
3537,MINMINDIE,VIC,Delivery Area,Updated 6-Feb-2020,-36.0297692,143.7462434,21503140109,Quambatook,215031401,Gannawarra,Gannawarra,22250
3537,YANDO,VIC,Delivery Area,Updated 6-Feb-2020,-36.0888202,143.8003273,21503140109,Quambatook,215031401,Gannawarra,Gannawarra,22250
3540,CANNIE,VIC,Delivery Area,Updated 6-Feb-2020,-35.7545959,143.4441754,21503140109,Quambatook,215031401,Gannawarra,Gannawarra,22250
3540,NINYEUNOOK,VIC,Delivery Area,Updated 6-Feb-2020,-35.9573887,143.421335,21503140109,Quambatook,215031401,Gannawarra,Gannawarra,22250
3540,OAKVALE,VIC,Delivery Area,Updated 6-Feb-2020,-35.9300673,143.5432638,21503140109,Quambatook,215031401,Gannawarra,Gannawarra,22250
3540,QUAMBATOOK,VIC,Delivery Area,Updated 6-Feb-2020,-35.849937,143.5233295,21503140109,Quambatook,215031401,Gannawarra,Gannawarra,22250
3542,COKUM,VIC,Delivery Area,Updated 6-Feb-2020,-35.7546836,143.2568631,21503140108,Tittybong,215031401,Gannawarra,Buloke,21270
3542,LALBERT,VIC,Delivery Area,Updated 6-Feb-2020,-35.6732662,143.3740654,21503140108,Tittybong,215031401,Gannawarra,Buloke,21270
3542,TITTYBONG,VIC,Delivery Area,Updated 6-Feb-2020,-35.7527,143.363,21503140108,Tittybong,215031401,Gannawarra,Buloke,21270
3542,TITYBONG,VIC,Delivery Area,Updated 6-Feb-2020,-35.7527007,143.3634186,21503140108,Tittybong,215031401,Gannawarra,Buloke,21270
3544,CHINANGIN,VIC,Delivery Area,Updated 6-Feb-2020,-35.5235843,143.1831744,21503140506,Ultima East,215031405,Swan Hill Surrounds,Buloke,21270
3544,GOWANFORD,VIC,Delivery Area,Updated 6-Feb-2020,-35.4191942,143.1922414,21503140506,Ultima East,215031405,Swan Hill Surrounds,Buloke,21270
3544,MURNUNGIN,VIC,Delivery Area,Updated 6-Feb-2020,-35.6506681,143.2859904,21503140506,Ultima East,215031405,Swan Hill Surrounds,Buloke,21270
3544,SPRINGFIELD,VIC,Delivery Area,Updated 6-Feb-2020,-35.5747,143.114,21503140506,Ultima East,215031405,Swan Hill Surrounds,Buloke,21270
3544,ULTIMA,VIC,Delivery Area,Updated 6-Feb-2020,-35.4743019,143.2608146,21503140506,Ultima East,215031405,Swan Hill Surrounds,Buloke,21270
3544,ULTIMA EAST,VIC,Delivery Area,Updated 6-Feb-2020,-35.4398974,143.4032942,21503140506,Ultima East,215031405,Swan Hill Surrounds,Buloke,21270
3544,WAITCHIE,VIC,Delivery Area,Updated 6-Feb-2020,-35.3723473,143.1291611,21503140506,Ultima East,215031405,Swan Hill Surrounds,Buloke,21270
3546,BOLTON,VIC,Delivery Area,Updated 6-Feb-2020,-34.967947,142.8799207,21503140513,Manangatang,215031405,Swan Hill Surrounds,Swan Hill,26610
3546,CHINKAPOOK,VIC,Delivery Area,Updated 6-Feb-2020,-35.1909919,142.9480585,21503140513,Manangatang,215031405,Swan Hill Surrounds,Swan Hill,26610
