postcode,locality,state,type,status,lat,lng,sa1_code_2021,sa1_name_2021,sa2_code_2021,sa2_name_2021,lga_name,lga_code
3242,BIRREGURRA,VIC,Delivery Area,Updated 6-Feb-2020,-38.3300725,143.8128803,21703147315,Whoorel,217031473,Colac Surrounds,Surf Coast,26490
3243,BARWON DOWNS,VIC,Delivery Area,Updated 6-Feb-2020,-38.4705238,143.767428,21703147608,Wye River,217031476,Otway,Colac Otway,21750
3243,GERANGAMETE,VIC,Delivery Area,Updated 6-Feb-2020,-38.454364,143.7253915,21703147608,Wye River,217031476,Otway,Colac Otway,21750
3243,MURROON,VIC,Delivery Area,Updated 6-Feb-2020,-38.4205099,143.8040591,21703147608,Wye River,217031476,Otway,Colac Otway,21750
3243,WARNCOORT,VIC,Delivery Area,Updated 6-Feb-2020,-38.3502737,143.7037043,21703147608,Wye River,217031476,Otway,Colac Otway,21750
3243,WHOOREL,VIC,Delivery Area,Updated 6-Feb-2020,-38.3695991,143.8313244,21703147608,Wye River,217031476,Otway,Colac Otway,21750
3249,ALVIE,VIC,Delivery Area,Updated 6-Feb-2020,-38.244444,143.515556,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,BALINTORE,VIC,Delivery Area,Updated 6-Feb-2020,-38.2842302,143.5689749,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,BARONGAROOK,VIC,Delivery Area,Updated 6-Feb-2020,-38.4255405,143.6176937,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,BARONGAROOK WEST,VIC,Delivery Area,Updated 6-Feb-2020,-38.4388581,143.5527423,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,BARRAMUNGA,VIC,Delivery Area,Updated 6-Feb-2020,-38.5770348,143.6874429,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,CORAGULAC,VIC,Delivery Area,Updated 6-Feb-2020,-38.263392,143.5365131,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,CORUNNUN,VIC,Delivery Area,Updated 6-Feb-2020,-38.2845425,143.4932523,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,DREEITE,VIC,Delivery Area,Updated 6-Feb-2020,-38.1805071,143.5135277,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,DREEITE SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-38.1980372,143.482441,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,GERANGAMETE,VIC,Delivery Area,Updated 6-Feb-2020,-38.4544,143.725,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,IRREWARRA,VIC,Delivery Area,Updated 6-Feb-2020,-38.3167164,143.6444066,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,IRREWILLIPE,VIC,Delivery Area,Updated 6-Feb-2020,-38.4192398,143.4189558,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,IRREWILLIPE EAST,VIC,Delivery Area,Updated 6-Feb-2020,-38.4178071,143.4783871,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,KAWARREN,VIC,Delivery Area,Updated 6-Feb-2020,-38.4922351,143.5837732,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,LARPENT,VIC,Delivery Area,Updated 6-Feb-2020,-38.3499891,143.5094722,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,NALANGIL,VIC,Delivery Area,Updated 6-Feb-2020,-38.3160787,143.4662269,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,ONDIT,VIC,Delivery Area,Updated 6-Feb-2020,-38.2420011,143.6176937,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,PIRRON YALLOCK,VIC,Delivery Area,Updated 6-Feb-2020,-38.3554705,143.4230064,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,POMBORNEIT EAST,VIC,Delivery Area,Updated 6-Feb-2020,-38.2907591,143.3889203,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,SWAN MARSH,VIC,Delivery Area,Updated 6-Feb-2020,-38.3543974,143.3529978,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,TANYBRYN,VIC,Delivery Area,Updated 6-Feb-2020,-38.665215,143.7142083,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,WARRION,VIC,Delivery Area,Updated 6-Feb-2020,-38.216667,143.566667,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,WOOL WOOL,VIC,Delivery Area,Updated 6-Feb-2020,-38.2316237,143.4466395,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,YEO,VIC,Delivery Area,Updated 6-Feb-2020,-38.244444,143.515556,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3249,YEODENE,VIC,Delivery Area,Updated 6-Feb-2020,-38.4082948,143.7023491,21703147610,Kawarren,217031476,Otway,Corangamite,21830
3250,COLAC,VIC,Delivery Area,Updated 6-Feb-2020,-38.3410186,143.5854622,21703147307,Yeo,217031473,Colac Surrounds,Colac Otway,21750
3250,COLAC EAST,VIC,Delivery Area,Updated 6-Feb-2020,-38.3325068,143.6204013,21703147307,Yeo,217031473,Colac Surrounds,Colac Otway,21750
3250,COLAC WEST,VIC,Delivery Area,Updated 6-Feb-2020,-38.3315126,143.5473322,21703147307,Yeo,217031473,Colac Surrounds,Colac Otway,21750
3250,ELLIMINYT,VIC,Delivery Area,Updated 6-Feb-2020,-38.3733285,143.5743866,21703147307,Yeo,217031473,Colac Surrounds,Colac Otway,21750
3251,BEEAC,VIC,Delivery Area,Updated 6-Feb-2020,-38.1772101,143.6420207,21703147405,Werneth,217031474,Corangamite - North,Corangamite,21830
3251,CUNDARE,VIC,Delivery Area,Updated 6-Feb-2020,-38.1345,143.594,21703147405,Werneth,217031474,Corangamite - North,Corangamite,21830
3251,CUNDARE NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-38.1099644,143.558644,21703147405,Werneth,217031474,Corangamite - North,Corangamite,21830
3251,EURACK,VIC,Delivery Area,Updated 6-Feb-2020,-38.151946,143.7260694,21703147405,Werneth,217031474,Corangamite - North,Corangamite,21830
3251,WEERING,VIC,Delivery Area,Updated 6-Feb-2020,-38.1231059,143.6354874,21703147405,Werneth,217031474,Corangamite - North,Corangamite,21830
3254,COROROOKE,VIC,Delivery Area,Updated 6-Feb-2020,-38.2962142,143.5256956,21703147312,Cororooke,217031473,Colac Surrounds,Colac Otway,21750
3260,BOOKAAR,VIC,Delivery Area,Updated 6-Feb-2020,-38.1501749,143.1309121,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3260,BOSTOCKS CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-38.3019538,143.1164553,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3260,BUNGADOR,VIC,Delivery Area,Updated 6-Feb-2020,-38.4117481,143.3364551,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3260,CAMPERDOWN,VIC,Delivery Area,Updated 6-Feb-2020,-38.2355272,143.1426455,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3260,CARPENDEIT,VIC,Delivery Area,Updated 6-Feb-2020,-38.3774194,143.2672147,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3260,CHOCOLYN,VIC,Delivery Area,Updated 6-Feb-2020,-38.1923272,143.2042487,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3260,GNOTUK,VIC,Delivery Area,Updated 6-Feb-2020,-38.2027638,143.0663826,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3260,KARIAH,VIC,Delivery Area,Updated 6-Feb-2020,-38.1340766,143.2308428,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3260,KOALLAH,VIC,Delivery Area,Updated 6-Feb-2020,-38.2972927,143.2450824,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3260,LESLIE MANOR,VIC,Delivery Area,Updated 6-Feb-2020,-38.0685783,143.3423723,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3260,POMBORNEIT,VIC,Delivery Area,Updated 6-Feb-2020,-38.2837243,143.2984298,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3260,POMBORNEIT NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-38.2477049,143.3197833,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3260,SKIBO,VIC,Delivery Area,Updated 6-Feb-2020,-38.2066949,143.1265412,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3260,SOUTH PURRUMBETE,VIC,Delivery Area,Updated 6-Feb-2020,-38.3515777,143.2016004,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3260,STONYFORD,VIC,Delivery Area,Updated 6-Feb-2020,-38.3297056,143.2806903,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3260,TANDAROOK,VIC,Delivery Area,Updated 6-Feb-2020,-38.2952728,143.200883,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3260,TESBURY,VIC,Delivery Area,Updated 6-Feb-2020,-38.29657,143.167652,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3260,WEERITE,VIC,Delivery Area,Updated 6-Feb-2020,-38.2556751,143.2470059,21703147525,Tesbury,217031475,Corangamite - South,Colac Otway,21750
3264,TERANG,VIC,Delivery Area,Updated 6-Feb-2020,-38.2273268,142.8955875,21703147415,Terang,217031474,Corangamite - North,Moyne,25490
3265,BOORCAN,VIC,Delivery Area,Updated 2-Dec-2022,-38.218356,143.0448854,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3265,CUDGEE,VIC,Delivery Area,Updated 2-Dec-2022,-38.342961,142.6227692,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3265,DIXIE,VIC,Delivery Area,Updated 2-Dec-2022,-38.3014611,142.9287756,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3265,ECKLIN SOUTH,VIC,Delivery Area,Updated 2-Dec-2022,-38.3854255,142.8989392,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3265,ELLERSLIE,VIC,Delivery Area,Updated 2-Dec-2022,-38.1201405,142.7171702,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3265,FRAMLINGHAM,VIC,Delivery Area,Updated 2-Dec-2022,-38.2557597,142.6844137,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3265,FRAMLINGHAM EAST,VIC,Delivery Area,Updated 2-Dec-2022,-38.1995625,142.7004558,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3265,GARVOC,VIC,Delivery Area,Updated 2-Dec-2022,-38.3220322,142.8479255,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3265,GLENORMISTON,VIC,Delivery Area,Updated 6-Sep-2025,-38.218356,143.0448854,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3265,GLENORMISTON NORTH,VIC,Delivery Area,Updated 2-Dec-2022,-38.1325919,142.9941905,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3265,GLENORMISTON SOUTH,VIC,Delivery Area,Updated 2-Dec-2022,-38.1660705,142.9653336,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3265,KOLORA,VIC,Delivery Area,Updated 2-Dec-2022,-38.1370979,142.9284403,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3265,LAANG,VIC,Delivery Area,Updated 2-Dec-2022,-38.3630117,142.7980853,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3265,NOORAT,VIC,Delivery Area,Updated 2-Dec-2022,-38.2006511,142.9364881,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3265,NOORAT EAST,VIC,Delivery Area,Updated 2-Dec-2022,-38.1974508,142.9760697,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3265,PANMURE,VIC,Delivery Area,Updated 2-Dec-2022,-38.3367162,142.7352451,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3265,TAROON,VIC,Delivery Area,Updated 2-Dec-2022,-38.3237196,142.8664846,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3265,THE SISTERS,VIC,Delivery Area,Updated 2-Dec-2022,-38.1985692,142.7757012,21704147724,Framlingham,217041477,Moyne - East,Corangamite,21830
3266,BULLAHARRE,VIC,Delivery Area,Updated 6-Feb-2020,-38.347841,143.137301,21703147604,Yuulong,217031476,Otway,Colac Otway,21750
3266,COBDEN,VIC,Delivery Area,Updated 6-Feb-2020,-38.320519,143.0828766,21703147604,Yuulong,217031476,Otway,Colac Otway,21750
3266,COBRICO,VIC,Delivery Area,Updated 6-Feb-2020,-38.2814403,143.0220515,21703147604,Yuulong,217031476,Otway,Colac Otway,21750
3266,ELINGAMITE,VIC,Delivery Area,Updated 6-Feb-2020,-38.3730317,143.0274236,21703147604,Yuulong,217031476,Otway,Colac Otway,21750
3266,ELINGAMITE NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-38.3334069,142.9878141,21703147604,Yuulong,217031476,Otway,Colac Otway,21750
3266,GLENFYNE,VIC,Delivery Area,Updated 6-Feb-2020,-38.4003782,142.9861362,21703147604,Yuulong,217031476,Otway,Colac Otway,21750
3266,JANCOURT,VIC,Delivery Area,Updated 6-Feb-2020,-38.3686742,143.0942712,21703147604,Yuulong,217031476,Otway,Colac Otway,21750
3266,JANCOURT EAST,VIC,Delivery Area,Updated 6-Feb-2020,-38.3938486,143.1366284,21703147604,Yuulong,217031476,Otway,Colac Otway,21750
3266,NAROGHID,VIC,Delivery Area,Updated 6-Feb-2020,-38.2563491,143.0620155,21703147604,Yuulong,217031476,Otway,Colac Otway,21750
3266,SIMPSON,VIC,Delivery Area,Updated 6-Feb-2020,-38.4987977,143.2429647,21703147604,Yuulong,217031476,Otway,Colac Otway,21750
3267,SCOTTS CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-38.467729,143.0781416,21703147522,Scotts Creek (Vic.),217031475,Corangamite - South,Corangamite,21830
3268,AYRFORD,VIC,Delivery Area,Updated 6-Feb-2020,-38.4208758,142.8409151,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,BRUCKNELL,VIC,Delivery Area,Updated 6-Feb-2020,-38.4659878,142.9043021,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,COORIEMUNGLE,VIC,Delivery Area,Updated 6-Feb-2020,-38.5459508,143.1120852,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,COWLEYS CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-38.5076961,143.0347708,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,CURDIE VALE,VIC,Delivery Area,Updated 6-Feb-2020,-38.5083,142.899,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,CURDIES RIVER,VIC,Delivery Area,Updated 6-Feb-2020,-38.4503739,142.9438661,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,CURDIEVALE,VIC,Delivery Area,Updated 6-Feb-2020,-38.5083135,142.8994409,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,HEYTESBURY LOWER,VIC,Delivery Area,Updated 6-Feb-2020,-38.5769004,142.9417963,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,NEWFIELD,VIC,Delivery Area,Updated 6-Feb-2020,-38.5591501,143.0103947,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,NIRRANDA,VIC,Delivery Area,Updated 6-Feb-2020,-38.502099,142.7829978,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,NIRRANDA EAST,VIC,Delivery Area,Updated 6-Feb-2020,-38.4825115,142.8580598,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,NIRRANDA SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-38.5251704,142.7904251,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,NULLAWARRE,VIC,Delivery Area,Updated 6-Feb-2020,-38.4756101,142.8131861,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,NULLAWARRE EAST,VIC,Delivery Area,Updated 6-Feb-2020,-38.4756,142.813,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,NULLAWARRE NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-38.4413,142.782,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,PAARATTE,VIC,Delivery Area,Updated 6-Feb-2020,-38.538399,142.9942663,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,THE COVE,VIC,Delivery Area,Updated 6-Feb-2020,-38.4867398,142.6974476,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,TIMBOON,VIC,Delivery Area,Updated 6-Feb-2020,-38.478525,142.9734629,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3268,TIMBOON WEST,VIC,Delivery Area,Updated 6-Feb-2020,-38.5501291,142.928105,21704147722,Nullawarre North,217041477,Moyne - East,Moyne,25490
3269,PORT CAMPBELL,VIC,Delivery Area,Updated 6-Feb-2020,-38.6191008,142.9961352,21703147508,Port Campbell,217031475,Corangamite - South,Corangamite,21830
3269,PRINCETOWN,VIC,Delivery Area,Updated 6-Feb-2020,-38.6724766,143.1756455,21703147508,Port Campbell,217031475,Corangamite - South,Corangamite,21830
3269,WAARRE,VIC,Delivery Area,Updated 6-Feb-2020,-38.5769405,143.0405196,21703147508,Port Campbell,217031475,Corangamite - South,Corangamite,21830
3270,PETERBOROUGH,VIC,Delivery Area,Updated 6-Feb-2020,-38.5949819,142.8793838,21704147712,Peterborough (Vic.),217041477,Moyne - East,Corangamite,21830
3271,DARLINGTON,VIC,Delivery Area,Updated 6-Feb-2020,-38.0042786,143.0129871,21704147706,Woorndoo,217041477,Moyne - East,Ararat,20260
3271,DUNDONNELL,VIC,Delivery Area,Updated 6-Feb-2020,-37.989819,142.966989,21704147706,Woorndoo,217041477,Moyne - East,Ararat,20260
3271,PURA PURA,VIC,Delivery Area,Updated 6-Feb-2020,-37.8157187,143.0778056,21704147706,Woorndoo,217041477,Moyne - East,Ararat,20260
3272,MORTLAKE,VIC,Delivery Area,Updated 6-Feb-2020,-38.0755216,142.8100364,21704147715,Mortlake (Vic.),217041477,Moyne - East,Ararat,20260
3272,WOORNDOO,VIC,Delivery Area,Updated 6-Feb-2020,-37.8974068,142.7953267,21704147715,Mortlake (Vic.),217041477,Moyne - East,Ararat,20260
3273,HEXHAM,VIC,Delivery Area,Updated 6-Feb-2020,-37.9654484,142.6814062,21704147719,Hexham (Vic.),217041477,Moyne - East,Moyne,25490
3274,CARAMUT,VIC,Delivery Area,Updated 6-Feb-2020,-37.9386771,142.5105224,21704147716,Purdeet,217041477,Moyne - East,Southern Grampians,26260
3275,MAILER FLAT,VIC,Delivery Area,Updated 6-Feb-2020,-38.2902,142.463,21704147802,Yarpturk,217041478,Moyne - West,Moyne,25490
3275,MAILORS FLAT,VIC,Delivery Area,Updated 6-Feb-2020,-38.2901504,142.4625357,21704147802,Yarpturk,217041478,Moyne - West,Moyne,25490
3276,MINJAH,VIC,Delivery Area,Updated 6-Feb-2020,-38.068626,142.4523603,21704147711,Woolsthorpe,217041477,Moyne - East,Moyne,25490
3276,WOOLSTHORPE,VIC,Delivery Area,Updated 6-Feb-2020,-38.1432273,142.4249023,21704147711,Woolsthorpe,217041477,Moyne - East,Moyne,25490
3277,ALLANSFORD,VIC,Delivery Area,Updated 6-Feb-2020,-38.386111,142.593056,21704148031,Allansford,217041480,Warrnambool - South,Moyne,25490
3277,MEPUNGA,VIC,Delivery Area,Updated 6-Feb-2020,-38.4865907,142.676394,21704148031,Allansford,217041480,Warrnambool - South,Moyne,25490
3277,MEPUNGA EAST,VIC,Delivery Area,Updated 6-Feb-2020,-38.4436937,142.7185075,21704148031,Allansford,217041480,Warrnambool - South,Moyne,25490
3277,MEPUNGA WEST,VIC,Delivery Area,Updated 6-Feb-2020,-38.4165115,142.6483321,21704148031,Allansford,217041480,Warrnambool - South,Moyne,25490
3277,NARINGAL,VIC,Delivery Area,Updated 6-Feb-2020,-38.3968573,142.716985,21704148031,Allansford,217041480,Warrnambool - South,Moyne,25490
3277,NARINGAL EAST,VIC,Delivery Area,Updated 6-Feb-2020,-38.3945862,142.7840666,21704148031,Allansford,217041480,Warrnambool - South,Moyne,25490
3278,PURNIM,VIC,Delivery Area,Updated 6-Feb-2020,-38.2910882,142.5953418,21704147713,Purnim West,217041477,Moyne - East,Moyne,25490
3278,PURNIM WEST,VIC,Delivery Area,Updated 6-Feb-2020,-38.2986695,142.5585419,21704147713,Purnim West,217041477,Moyne - East,Moyne,25490
3279,BALLANGEICH,VIC,Delivery Area,Updated 6-Feb-2020,-38.1660521,142.575836,21704147710,Framlingham East,217041477,Moyne - East,Moyne,25490
3279,WANGOOM,VIC,Delivery Area,Updated 6-Feb-2020,-38.333333,142.583333,21704147710,Framlingham East,217041477,Moyne - East,Moyne,25490
3280,DENNINGTON,VIC,Delivery Area,Updated 6-Feb-2020,-38.355833,142.441389,21704148035,Warrnambool,217041480,Warrnambool - South,Moyne,25490
3280,MINJAH,VIC,Delivery Area,Updated 6-Feb-2020,-38.0686,142.452,21704148035,Warrnambool,217041480,Warrnambool - South,Moyne,25490
3280,WARRNAMBOOL,VIC,Delivery Area,Updated 6-Feb-2020,-38.3686779,142.4982086,21704148035,Warrnambool,217041480,Warrnambool - South,Moyne,25490
3280,WARRNAMBOOL EAST,VIC,Delivery Area,Updated 6-Feb-2020,-38.3686779,142.4982086,21704148035,Warrnambool,217041480,Warrnambool - South,Moyne,25490
3280,WARRNAMBOOL WEST,VIC,Delivery Area,Updated 6-Feb-2020,-38.3663341,142.466221,21704148035,Warrnambool,217041480,Warrnambool - South,Moyne,25490
3281,BUSHFIELD,VIC,Delivery Area,Updated 6-Feb-2020,-38.3282508,142.5158563,21704147915,Bushfield,217041479,Warrnambool - North,Moyne,25490
3281,GRASSMERE,VIC,Delivery Area,Updated 6-Feb-2020,-38.2773243,142.5058556,21704147915,Bushfield,217041479,Warrnambool - North,Moyne,25490
3281,WINSLOW,VIC,Delivery Area,Updated 6-Feb-2020,-38.2301849,142.4618694,21704147915,Bushfield,217041479,Warrnambool - North,Moyne,25490
3281,WOODFORD,VIC,Delivery Area,Updated 6-Feb-2020,-38.316667,142.466667,21704147915,Bushfield,217041479,Warrnambool - North,Moyne,25490
3282,ILLOWA,VIC,Delivery Area,Updated 6-Feb-2020,-38.3240971,142.3940586,21704147827,Southern Cross (Vic.),217041478,Moyne - West,Warrnambool,26730
3282,KOROIT,VIC,Delivery Area,Updated 6-Feb-2020,-38.2960425,142.3553505,21704147827,Southern Cross (Vic.),217041478,Moyne - West,Warrnambool,26730
3283,CROSSLEY,VIC,Delivery Area,Updated 6-Feb-2020,-38.3042515,142.321598,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Warrnambool,26730
3283,KILLARNEY,VIC,Delivery Area,Updated 6-Feb-2020,-38.3451308,142.308467,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Warrnambool,26730
3283,KIRKSTALL,VIC,Delivery Area,Updated 6-Feb-2020,-38.2794244,142.3071773,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Warrnambool,26730
3283,SOUTHERN CROSS,VIC,Delivery Area,Updated 6-Feb-2020,-38.2961052,142.3992869,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Warrnambool,26730
3283,TARRONE,VIC,Delivery Area,Updated 6-Feb-2020,-38.2718851,142.2028458,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Warrnambool,26730
3283,TOWER HILL,VIC,Delivery Area,Updated 6-Feb-2020,-38.3332266,142.3537074,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Warrnambool,26730
3283,WARRONG,VIC,Delivery Area,Updated 6-Feb-2020,-38.1836014,142.310129,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Warrnambool,26730
3283,WILLATOOK,VIC,Delivery Area,Updated 6-Feb-2020,-38.1318966,142.1998589,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Warrnambool,26730
3283,YANGERY,VIC,Delivery Area,Updated 6-Feb-2020,-38.3185532,142.4412187,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Warrnambool,26730
3283,YARPTURK,VIC,Delivery Area,Updated 6-Feb-2020,-38.2872903,142.4305627,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Warrnambool,26730
3284,ORFORD,VIC,Delivery Area,Updated 6-Feb-2020,-38.1985238,142.1295373,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Moyne,25490
3284,PORT FAIRY,VIC,Delivery Area,Updated 6-Feb-2020,-38.3810122,142.2292907,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Moyne,25490
3285,CODRINGTON,VIC,Delivery Area,Updated 6-Feb-2020,-38.2561037,141.9397094,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Moyne,25490
3285,NARRAWONG,VIC,Delivery Area,Updated 6-Feb-2020,-38.2173608,141.7053755,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Moyne,25490
3285,ROSEBROOK,VIC,Delivery Area,Updated 6-Feb-2020,-38.3437695,142.2664028,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Moyne,25490
3285,ST HELENS,VIC,Delivery Area,Updated 6-Feb-2020,-38.241239,142.0602812,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Moyne,25490
3285,TOOLONG,VIC,Delivery Area,Updated 6-Feb-2020,-38.3103547,142.2303981,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Moyne,25490
3285,TYRENDARRA,VIC,Delivery Area,Updated 6-Feb-2020,-38.216667,141.783333,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Moyne,25490
3285,TYRENDARRA EAST,VIC,Delivery Area,Updated 6-Feb-2020,-38.243369,141.8726405,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Moyne,25490
3285,YAMBUK,VIC,Delivery Area,Updated 6-Feb-2020,-38.3080678,142.0413404,21704147828,Rosebrook (Vic.),217041478,Moyne - West,Moyne,25490
3286,CONDAH SWAMP,VIC,Delivery Area,Updated 6-Feb-2020,-37.9720069,141.8364257,21704147826,Macarthur (Vic.),217041478,Moyne - West,Moyne,25490
3286,KNEBSWORTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.9930783,141.8451677,21704147826,Macarthur (Vic.),217041478,Moyne - West,Moyne,25490
3286,MACARTHUR,VIC,Delivery Area,Updated 6-Feb-2020,-38.027044,142.0046427,21704147826,Macarthur (Vic.),217041478,Moyne - West,Moyne,25490
3286,RIPPONHURST,VIC,Delivery Area,Updated 6-Feb-2020,-37.984035,142.1085079,21704147826,Macarthur (Vic.),217041478,Moyne - West,Moyne,25490
3286,WARRABKOOK,VIC,Delivery Area,Updated 6-Feb-2020,-37.9850408,142.0317312,21704147826,Macarthur (Vic.),217041478,Moyne - West,Moyne,25490
3287,HAWKESDALE,VIC,Delivery Area,Updated 6-Feb-2020,-38.0541239,142.3048108,21704147807,Minhamite,217041478,Moyne - West,Moyne,25490
3287,MINHAMITE,VIC,Delivery Area,Updated 6-Feb-2020,-38.0073258,142.3167774,21704147807,Minhamite,217041478,Moyne - West,Moyne,25490
3289,GAZETTE,VIC,Delivery Area,Updated 6-Feb-2020,-37.9197764,142.149764,21704147809,Warrabkook,217041478,Moyne - West,Moyne,25490
3289,GERRIGERRUP,VIC,Delivery Area,Updated 6-Feb-2020,-37.9906017,142.2154135,21704147809,Warrabkook,217041478,Moyne - West,Moyne,25490
3289,PENSHURST,VIC,Delivery Area,Updated 6-Feb-2020,-37.883333,142.283333,21704147809,Warrabkook,217041478,Moyne - West,Moyne,25490
