sa2_code_2021,total_population,median_age,median_household_income_weekly,median_personal_income_weekly,median_family_income_weekly,median_rent_weekly,median_mortgage_monthly,average_household_size,age_0_14_count,age_15_24_count,age_25_34_count,age_65_plus_count,age_0_14_pct,age_15_24_pct,age_25_34_pct,age_65_plus_pct,born_overseas_count,language_other_than_english_count,born_overseas_pct,language_other_than_english_pct,need_for_assistance_count,need_for_assistance_pct,couple_family_with_children_count,one_parent_family_count,other_family_count,total_families,couple_family_with_children_pct,one_parent_family_pct,family_households_count,non_family_households_count,total_households,family_households_pct,non_family_households_pct,lone_person_households_count,group_households_count,lone_person_households_pct,group_households_pct,no_car_households_count,one_car_households_count,two_car_households_count,three_plus_car_households_count,car_households_total,no_car_households_pct,two_plus_car_households_pct,owned_outright_count,owned_with_mortgage_count,rented_count,tenure_total,owned_outright_pct,owned_with_mortgage_pct,renters_pct,owner_occupied_pct,train_to_work_count,bus_to_work_count,tram_to_work_count,car_driver_to_work_count,walk_to_work_count,worked_from_home_count,travel_to_work_total,public_transport_to_work_pct,car_to_work_pct,walk_to_work_pct,worked_from_home_pct,rent_to_income_ratio
208021174,24896,40,2240,970,2863,491,2500,2.6,4594,3159,2857,3949,18.45,12.69,11.48,15.86,9169,7809,36.83,31.37,1173,4.71,9218,2422,201,6814,135.28,35.54,6729,2512,9239,72.83,27.19,2229,281,24.13,3.04,669,3773,3538,1170,9239,7.24,50.96,3096,3151,2669,9239,33.51,34.11,28.89,67.62,450,60,8,4706,222,5204,12971,3.99,36.28,1.71,40.12,0.2192
208021176,18534,36,1873,1011,2537,395,2025,2.2,2550,2129,4072,2818,13.76,11.49,21.97,15.2,8046,7117,43.41,38.4,882,4.76,5354,1244,267,4802,111.5,25.91,4739,3400,8143,58.2,41.75,2888,511,35.47,6.28,1024,4147,2252,616,8143,12.58,35.22,2109,2365,3460,8143,25.9,29.04,42.49,54.94,535,77,54,3634,201,4211,10602,6.28,34.28,1.9,39.72,0.2109
208021177,22362,35,2184,1110,3012,426,2500,2.4,3957,2924,3963,3959,17.7,13.08,17.72,17.7,7815,5741,34.95,25.67,984,4.4,7434,1354,175,5487,135.48,24.68,5425,3255,8679,62.51,37.5,2669,578,30.75,6.66,881,3820,2952,914,8679,10.15,44.54,2673,2295,3446,8679,30.8,26.44,39.71,57.24,303,51,154,4154,304,4705,11672,4.35,35.59,2.6,40.31,0.1951
208021178,18075,41,2289,1044,2988,483,2798,2.5,3128,2002,2236,3806,17.31,11.08,12.37,21.06,6865,4840,37.98,26.78,1138,6.3,6208,1367,142,4857,127.82,28.14,4801,1941,6741,71.22,28.79,1673,268,24.82,3.98,409,2562,2814,888,6741,6.07,54.92,2492,2210,1873,6741,36.97,32.78,27.79,69.75,177,19,98,3470,126,3783,9268,3.17,37.44,1.36,40.82,0.211
208021179,11904,38,2171,1193,3216,426,2447,2.3,2026,1291,2003,1921,17.02,10.85,16.83,16.14,3516,2349,29.54,19.73,525,4.41,3987,850,99,3037,131.28,27.99,3017,1969,4986,60.51,39.49,1723,249,34.56,4.99,504,2419,1578,428,4986,10.11,40.23,1512,1388,1957,4986,30.32,27.84,39.25,58.16,261,27,34,2061,196,2956,6622,4.86,31.12,2.96,44.64,0.1962
208021180,7563,38,2057,935,2540,416,2167,2.5,1181,966,1261,1117,15.62,12.77,16.67,14.77,2960,3058,39.14,40.43,446,5.9,2405,663,120,2072,116.07,32,2038,896,2936,69.41,30.52,745,158,25.37,5.38,284,1270,1017,339,2936,9.67,46.19,918,930,1019,2936,31.27,31.68,34.71,62.94,196,50,0,1546,99,1529,4189,5.87,36.91,2.36,36.5,0.2022
208021181,9369,38,2089,1023,2798,390,2200,2.4,1546,1105,1548,1350,16.5,11.79,16.52,14.41,3177,2890,33.91,30.85,435,4.64,3181,673,100,2527,125.88,26.63,2498,1246,3741,66.77,33.31,1103,138,29.48,3.69,341,1617,1307,439,3741,9.12,46.67,1140,1199,1321,3741,30.47,32.05,35.31,62.52,237,45,5,1906,94,2055,5274,5.44,36.14,1.78,38.96,0.1867
208021182,13128,36,1978,1013,2670,391,2153,2.3,2006,1639,2605,1721,15.28,12.48,19.84,13.11,5581,4893,42.51,37.27,511,3.89,4217,1095,136,3433,122.84,31.9,3394,2067,5461,62.15,37.85,1744,322,31.94,5.9,632,2709,1564,488,5461,11.57,37.58,1440,1686,2220,5461,26.37,30.87,40.65,57.24,410,44,37,2513,144,2956,7493,6.55,33.54,1.92,39.45,0.1977
208021426,16583,39,2250,919,2656,508,2500,2.8,3548,2048,1615,2311,21.4,12.35,9.74,13.94,6183,6208,37.29,37.44,756,4.56,6972,1825,146,4633,150.49,39.39,4545,1270,5809,78.24,21.86,1137,126,19.57,2.17,260,2079,2543,882,5809,4.48,58.96,1956,2287,1464,5809,33.67,39.37,25.2,73.04,103,47,3,3545,103,3113,8462,1.81,41.89,1.22,36.79,0.2258
208021427,14057,40,2173,934,2627,490,2512,2.6,2716,1501,1533,2396,19.32,10.68,10.91,17.04,4689,4208,33.36,29.94,759,5.4,5509,1388,111,3993,137.97,34.76,3931,1241,5169,76.05,24.01,1126,116,21.78,2.24,254,1757,2275,840,5169,4.91,60.26,1852,2031,1178,5169,35.83,39.29,22.79,75.12,90,43,0,3200,80,2628,7268,1.83,44.03,1.1,36.16,0.2255
208031183,8853,42,2348,846,2549,510,2115,3,1607,1315,687,1369,18.15,14.85,7.76,15.46,3107,2800,35.1,31.63,413,4.67,3409,720,41,2522,135.17,28.55,2448,416,2863,85.5,14.53,399,22,13.94,0.77,67,671,1290,826,2863,2.34,73.91,1060,1373,305,2863,37.02,47.96,10.65,84.98,51,17,0,2471,38,1297,4735,1.44,52.19,0.8,27.39,0.2172
208031184,31,56,933,900,2250,504,1998,1.3,0,0,10,3,0,0,32.26,9.68,13,3,41.94,9.68,0,0,0,0,0,4,0,0,7,12,15,46.67,80,12,0,80,0,0,10,3,0,15,0,20,0,3,5,15,0,20,33.33,20,0,0,0,8,4,3,22,0,36.36,18.18,13.64,0.5402
208031185,12032,44,1853,890,2370,420,2100,2.4,1992,1189,1299,2403,16.56,9.88,10.8,19.97,2991,1881,24.86,15.63,573,4.76,3690,1437,54,3443,107.17,41.74,3379,1494,4877,69.28,30.63,1388,108,28.46,2.21,286,1662,1992,855,4877,5.86,58.38,1745,1914,1015,4877,35.78,39.25,20.81,75.03,96,10,0,3421,51,1614,6312,1.68,54.2,0.81,25.57,0.2267
208031186,15204,41,1718,962,2411,381,2065,2.2,2596,1184,2159,2965,17.07,7.79,14.2,19.5,3613,1996,23.76,13.13,1013,6.66,4787,1588,127,4042,118.43,39.29,4010,2443,6453,62.14,37.86,2247,193,34.82,2.99,469,2857,2428,615,6453,7.27,47.16,1899,2407,1970,6453,29.43,37.3,30.53,66.73,114,19,7,3786,95,2340,7755,1.81,48.82,1.23,30.17,0.2218
208031187,5393,40,1867,805,2313,412,2001,2.6,1054,587,534,995,19.54,10.88,9.9,18.45,1359,896,25.2,16.61,278,5.15,2036,589,35,1517,134.21,38.83,1487,498,1987,74.84,25.06,465,32,23.4,1.61,75,653,872,360,1987,3.77,62,782,897,256,1987,39.36,45.14,12.88,84.5,18,9,0,1468,12,652,2676,1.01,54.86,0.45,24.36,0.2207
208031188,24085,40,1853,925,2470,421,2167,2.3,4109,2333,3325,4609,17.06,9.69,13.81,19.14,7599,6223,31.55,25.84,1622,6.73,8037,2464,238,6608,121.63,37.29,6526,3269,9791,66.65,33.39,3006,264,30.7,2.7,694,4307,3595,1095,9791,7.09,47.9,3215,3599,2688,9791,32.84,36.76,27.45,69.59,273,88,0,5353,266,4203,12413,2.91,43.12,2.14,33.86,0.2272
208031189,13563,40,2223,1022,2706,440,2200,2.6,2713,1455,1479,2088,20,10.73,10.9,15.39,2633,1405,19.41,10.36,602,4.44,5273,1408,96,3795,138.95,37.1,3748,1330,5074,73.87,26.21,1219,110,24.02,2.17,228,1773,2243,790,5074,4.49,59.78,1804,2110,1076,5074,35.55,41.58,21.21,77.14,159,19,0,3247,85,2415,7189,2.48,45.17,1.18,33.59,0.1979
208031190,13197,42,1889,981,2604,392,2167,2.3,2075,1306,1708,2591,15.72,9.9,12.94,19.63,3804,2614,28.82,19.81,733,5.55,3978,1352,100,3700,107.51,36.54,3654,1984,5642,64.76,35.16,1865,121,33.06,2.14,421,2493,2026,655,5642,7.46,47.52,1790,1913,1816,5642,31.73,33.91,32.19,65.63,161,46,0,3058,154,2486,7104,2.91,43.05,2.17,34.99,0.2075
208031191,9116,40,2046,924,2513,440,2300,2.6,1747,951,1102,1469,19.16,10.43,12.09,16.11,3201,2642,35.11,28.98,478,5.24,3562,902,79,2492,142.94,36.2,2445,936,3385,72.23,27.65,815,118,24.08,3.49,205,1237,1414,476,3385,6.06,55.83,1001,1329,954,3385,29.57,39.26,28.18,68.83,105,26,0,2089,97,1551,4690,2.79,44.54,2.07,33.07,0.2151
208031192,26,22,0,0,0,486,0,3,0,20,3,0,0,76.92,11.54,0,20,20,76.92,76.92,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,6,0,0,3,0,200,0,0,
208031193,21199,42,2090,977,2807,400,2253,2.5,3842,2454,2247,3598,18.12,11.58,10.6,16.97,5183,3218,24.45,15.18,1070,5.05,7660,2027,144,5783,132.46,35.05,5723,2532,8252,69.35,30.68,2361,169,28.61,2.05,515,3165,3271,1239,8252,6.24,54.65,2767,3231,2086,8252,33.53,39.15,25.28,72.69,229,35,0,5023,193,3911,11376,2.32,44.15,1.7,34.38,0.1914
208041194,20239,40,2364,1264,3488,410,2800,2.3,2979,2603,2974,4002,14.72,12.86,14.69,19.77,5379,3886,26.58,19.2,841,4.16,5969,1565,227,5248,113.74,29.82,5209,3128,8338,62.47,37.51,2789,341,33.45,4.09,680,3798,2758,981,8338,8.16,44.84,2985,2458,2649,8338,35.8,29.48,31.77,65.28,359,14,194,3640,319,4715,11054,5.13,32.93,2.89,42.65,0.1734
208041195,21923,38,2386,1057,3292,421,2944,2.5,3497,3168,3231,3716,15.95,14.45,14.74,16.95,6514,5586,29.71,25.48,1030,4.7,6977,1511,233,5595,124.7,27.01,5535,2629,8167,67.77,32.19,2143,480,26.24,5.88,684,3182,3027,1177,8167,8.38,51.48,2886,2558,2540,8167,35.34,31.32,31.1,66.66,432,65,43,4086,238,4793,11747,4.6,34.78,2.03,40.8,0.1764
209011196,9831,39,1705,706,1966,385,2013,2.7,1625,1284,1364,1966,16.53,13.06,13.87,20,3040,3366,30.92,34.24,671,6.83,3155,1129,109,2671,118.12,42.27,2615,898,3507,74.57,25.61,719,174,20.5,4.96,189,1158,1409,708,3507,5.39,60.36,1498,1137,794,3507,42.71,32.42,22.64,75.14,59,49,46,2478,52,1036,4667,3.3,53.1,1.11,22.2,0.2258
209011197,20807,42,2078,907,2477,400,2167,2.6,3824,2156,2217,4205,18.38,10.36,10.66,20.21,4159,3096,19.99,14.88,1171,5.63,7514,1944,124,5951,126.26,32.67,5871,1787,7662,76.62,23.32,1666,131,21.74,1.71,328,2461,3340,1463,7662,4.28,62.69,2974,3132,1385,7662,38.81,40.88,18.08,79.69,220,54,0,4881,107,3352,10530,2.6,46.35,1.02,31.83,0.1925
209011198,16039,40,2102,1030,2772,401,2300,2.4,2884,1554,2172,3071,17.98,9.69,13.54,19.15,4369,3775,27.24,23.54,1016,6.33,5676,1223,119,4266,133.05,28.67,4223,1999,6219,67.9,32.14,1795,208,28.86,3.34,456,2727,2266,709,6219,7.33,47.84,2148,1931,1958,6219,34.54,31.05,31.48,65.59,288,50,3,2921,362,3215,8299,4.11,35.2,4.36,38.74,0.1908
209011199,14852,35,1618,782,2139,353,2059,2.3,2451,1700,3105,1911,16.5,11.45,20.91,12.87,4542,4701,30.58,31.65,1106,7.45,4241,2033,241,3688,114.99,55.12,3623,2360,5981,60.58,39.46,1943,415,32.49,6.94,667,2559,2041,619,5981,11.15,44.47,1228,1767,2818,5981,20.53,29.54,47.12,50.08,87,131,0,3340,193,2031,7246,3.01,46.09,2.66,28.03,0.2182
209011200,12458,41,2280,1080,3041,440,2500,2.4,1914,1499,1696,2288,15.36,12.03,13.61,18.37,3328,2878,26.71,23.1,703,5.64,3841,999,107,3388,113.37,29.49,3349,1529,4874,68.71,31.37,1370,159,28.11,3.26,359,2018,1781,675,4874,7.37,50.39,1769,1479,1505,4874,36.29,30.34,30.88,66.64,187,46,0,2380,194,2777,6758,3.45,35.22,2.87,41.09,0.193
209011201,7740,45,2914,1167,3549,451,3000,2.7,1215,1058,697,1625,15.7,13.67,9.01,20.99,1700,1509,21.96,19.5,262,3.39,2595,491,38,2220,116.89,22.12,2187,598,2782,78.61,21.5,541,54,19.45,1.94,100,848,1185,637,2782,3.59,65.49,1297,878,546,2782,46.62,31.56,19.63,78.18,108,5,0,1537,97,1644,4135,2.73,37.17,2.35,39.76,0.1548
209011202,16539,42,2068,957,2549,415,2167,2.5,3173,1595,1661,3386,19.18,9.64,10.04,20.47,2797,1733,16.91,10.48,785,4.75,6010,1708,127,4763,126.18,35.86,4695,1630,6323,74.25,25.78,1539,97,24.34,1.53,175,2239,2700,1160,6323,2.77,61.05,2551,2571,1092,6323,40.34,40.66,17.27,81.01,126,38,0,3792,94,2794,8381,1.96,45.25,1.12,33.34,0.2007
209011203,18733,40,2025,900,2487,400,2200,2.6,3645,2092,2030,3625,19.46,11.17,10.84,19.35,4984,4697,26.61,25.07,1109,5.92,7236,1868,99,5213,138.81,35.83,5125,1673,6799,75.38,24.61,1535,140,22.58,2.06,288,2458,2901,1094,6799,4.24,58.76,2692,2512,1383,6799,39.59,36.95,20.34,76.54,227,29,0,3868,276,3106,9232,2.77,41.9,2.99,33.64,0.1975
209011204,9236,39,1961,871,2410,390,2037,2.6,1707,914,1302,1691,18.48,9.9,14.1,18.31,1986,1798,21.5,19.47,607,6.57,3209,1050,88,2637,121.69,39.82,2590,919,3506,73.87,26.21,811,110,23.13,3.14,221,1238,1455,560,3506,6.3,57.47,1324,1320,799,3506,37.76,37.65,22.79,75.41,152,18,4,2172,44,1391,4675,3.72,46.46,0.94,29.75,0.1989
209021205,10408,34,1727,691,2091,369,2000,2.6,1314,2089,1881,1419,12.62,20.07,18.07,13.63,4321,4412,41.52,42.39,586,5.63,2663,835,136,2547,104.55,32.78,2481,1180,3663,67.73,32.21,890,287,24.3,7.84,343,1324,1299,643,3663,9.36,53.02,1138,1112,1285,3663,31.07,30.36,35.08,61.43,97,59,91,2539,80,1350,5320,4.64,47.73,1.5,25.38,0.2137
209021428,20711,36,1787,863,2287,391,2000,2.3,2851,2149,4528,2661,13.77,10.38,21.86,12.85,7008,7294,33.84,35.22,1410,6.81,5438,2056,413,5227,104.04,39.33,5125,3465,8594,59.63,40.32,2702,764,31.44,8.89,1205,4156,2308,818,8594,14.02,36.37,2094,2562,3733,8594,24.37,29.81,43.44,54.18,332,116,179,4134,275,3884,11381,5.51,36.32,2.42,34.13,0.2188
209021429,12696,38,1970,902,2455,400,2144,2.5,2157,1264,2071,1791,16.99,9.96,16.31,14.11,3798,3981,29.91,31.36,702,5.53,4254,1185,155,3323,128.02,35.66,3255,1632,4887,66.61,33.39,1288,340,26.36,6.96,500,2227,1535,567,4887,10.23,43.01,1591,1511,1648,4887,32.56,30.92,33.72,63.47,125,41,188,2324,95,2557,6746,5.25,34.45,1.41,37.9,0.203
209021523,14795,36,1544,772,1978,358,1863,2.3,2191,1457,3271,2270,14.81,9.85,22.11,15.34,5622,6106,38,41.27,1270,8.58,4040,1732,252,3872,104.34,44.73,3797,2270,6060,62.66,37.46,1932,336,31.88,5.54,642,2779,1900,639,6060,10.59,41.9,1604,1938,2353,6060,26.47,31.98,38.83,58.45,333,81,5,3369,51,1982,7330,5.72,45.96,0.7,27.04,0.2319
209021524,9801,43,1442,580,1701,371,2000,2.6,1474,1092,1231,2484,15.04,11.14,12.56,25.34,3746,4912,38.22,50.12,1061,10.83,2812,1126,131,2673,105.2,42.12,2602,924,3520,73.92,26.25,803,118,22.81,3.35,286,1223,1265,682,3520,8.12,55.31,1728,954,706,3520,49.09,27.1,20.06,76.19,106,26,3,2164,34,868,4015,3.36,53.9,0.85,21.62,0.2573
209021525,12799,38,1401,688,1910,349,1967,2.3,1873,1426,2409,2321,14.63,11.14,18.82,18.13,4454,4943,34.8,38.62,1002,7.83,3385,1509,216,3095,109.37,48.76,3026,2154,5181,58.41,41.57,1831,324,35.34,6.25,740,2369,1369,575,5181,14.28,37.52,1458,1332,2117,5181,28.14,25.71,40.86,53.85,111,55,94,2685,56,1654,5926,4.39,45.31,0.94,27.91,0.2491
209021526,14090,37,1743,865,2211,361,2020,2.4,2478,1295,2628,1813,17.59,9.19,18.65,12.87,4483,4923,31.82,34.94,873,6.2,4721,1506,201,3699,127.63,40.71,3629,2032,5657,64.15,35.92,1732,301,30.62,5.32,602,2685,1697,589,5657,10.64,40.41,1503,1705,2290,5657,26.57,30.14,40.48,56.71,315,56,51,3014,72,2290,7284,5.79,41.38,0.99,31.44,0.2071
209031209,23444,43,2464,984,2843,446,2297,2.8,4436,2949,1896,4154,18.92,12.58,8.09,17.72,4306,2457,18.37,10.48,877,3.74,8924,1973,97,6790,131.43,29.06,6665,1370,8037,82.93,17.05,1300,69,16.18,0.86,156,2045,3742,2055,8037,1.94,72.13,3404,3636,856,8037,42.35,45.24,10.65,87.59,167,44,0,5380,96,4428,12320,1.71,43.67,0.78,35.94,0.181
209031210,3554,41,2168,898,2402,420,2000,2.8,709,440,353,553,19.95,12.38,9.93,15.56,425,142,11.96,4,132,3.71,1410,353,11,1022,137.96,34.54,998,222,1224,81.54,18.14,212,15,17.32,1.23,27,297,486,404,1224,2.21,72.71,437,642,128,1224,35.7,52.45,10.46,88.15,35,0,0,984,16,511,1912,1.83,51.46,0.84,26.73,0.1937
209031211,4204,42,1809,782,2077,306,1811,2.7,758,480,444,592,18.03,11.42,10.56,14.08,414,180,9.85,4.28,188,4.47,1373,368,16,1148,119.6,32.06,1109,310,1421,78.04,21.82,274,33,19.28,2.32,7,276,557,554,1421,0.49,78.18,508,783,74,1421,35.75,55.1,5.21,90.85,6,4,0,1209,37,404,2070,0.48,58.41,1.79,19.52,0.1692
209031212,5091,48,2254,876,2483,300,2200,2.9,796,668,364,1029,15.64,13.12,7.15,20.21,621,198,12.2,3.89,142,2.79,1582,405,13,1467,107.84,27.61,1414,274,1685,83.92,16.26,235,41,13.95,2.43,16,235,591,820,1685,0.95,83.74,790,735,109,1685,46.88,43.62,6.47,90.5,5,0,0,1366,44,745,2664,0.19,51.28,1.65,27.97,0.1331
209031213,9454,43,2554,950,2802,480,2272,3,1676,1316,814,1639,17.73,13.92,8.61,17.34,1840,1610,19.46,17.03,495,5.24,3533,613,56,2673,132.17,22.93,2611,413,3025,86.31,13.65,385,28,12.73,0.93,46,543,1309,1097,3025,1.52,79.54,1288,1459,194,3025,42.58,48.23,6.41,90.81,49,13,0,2605,31,1429,5032,1.23,51.77,0.62,28.4,0.1879
209031214,6935,43,2831,1019,3053,462,2500,3,1310,970,525,1084,18.89,13.99,7.57,15.63,1005,442,14.49,6.37,224,3.23,2593,471,26,1944,133.38,24.23,1876,304,2184,85.9,13.92,268,36,12.27,1.65,27,344,987,810,2184,1.24,82.28,915,1095,137,2184,41.9,50.14,6.27,92.03,31,13,0,1650,44,1309,3741,1.18,44.11,1.18,34.99,0.1632
209031215,14417,39,2496,961,2734,429,2167,2.9,2740,2059,1622,1971,19.01,14.28,11.25,13.67,2099,1194,14.56,8.28,653,4.53,5476,1345,67,4124,132.78,32.61,4031,725,4761,84.67,15.23,681,45,14.3,0.95,83,951,2128,1561,4761,1.74,77.48,1720,2514,440,4761,36.13,52.8,9.24,88.93,117,12,0,4197,81,2172,8099,1.59,51.82,1,26.82,0.1719
209041216,7350,37,1833,733,2256,381,2000,2.7,1083,1272,1121,1012,14.73,17.31,15.25,13.77,2765,3242,37.62,44.11,463,6.3,2188,648,81,1865,117.32,34.75,1805,772,2578,70.02,29.95,616,155,23.89,6.01,158,886,942,560,2578,6.13,58.26,757,956,714,2578,29.36,37.08,27.7,66.45,41,25,29,1945,32,915,3757,2.53,51.77,0.85,24.35,0.2079
209041217,6186,40,1423,638,1689,380,1900,2.4,827,698,1035,1423,13.37,11.28,16.73,23,2682,2895,43.36,46.8,511,8.26,1541,731,76,1682,91.62,43.46,1626,776,2405,67.61,32.27,631,146,26.24,6.07,188,925,849,406,2405,7.82,52.18,984,652,690,2405,40.91,27.11,28.69,68.02,30,27,18,1622,31,553,2850,2.63,56.91,1.09,19.4,0.267
209041220,17470,40,1798,731,2053,365,1764,2.8,2674,2308,2452,2730,15.31,13.21,14.04,15.63,6190,7371,35.43,42.19,1211,6.93,5141,1983,125,4946,103.94,40.09,4793,1285,6079,78.85,21.14,1132,154,18.62,2.53,215,1867,2327,1600,6079,3.54,64.6,2355,2240,1352,6079,38.74,36.85,22.24,75.59,150,49,4,5083,59,1846,8878,2.29,57.25,0.66,20.79,0.203
209041221,11240,39,1647,691,1888,369,1733,2.7,1770,1339,1709,1847,15.75,11.91,15.2,16.43,4181,4682,37.2,41.65,765,6.81,3329,1440,127,3205,103.87,44.93,3106,875,3983,77.98,21.97,760,109,19.08,2.74,153,1247,1592,922,3983,3.84,63.12,1548,1380,936,3983,38.87,34.65,23.5,73.51,76,35,12,3249,26,1012,5390,2.28,60.28,0.48,18.78,0.224
209041223,19998,39,1225,502,1387,350,1700,2.6,3118,2306,3181,4372,15.59,11.53,15.91,21.86,10324,13102,51.63,65.52,2140,10.7,5790,2932,313,5522,104.85,53.1,5277,2000,7278,72.51,27.48,1779,223,24.44,3.06,664,2888,2441,1183,7278,9.12,49.79,3107,1829,2087,7278,42.69,25.13,28.68,67.82,277,56,0,4583,77,1122,7747,4.3,59.16,0.99,14.48,0.2857
209041224,22627,33,2002,862,2127,361,1800,3,5590,2589,3741,2087,24.7,11.44,16.53,9.22,4273,4064,18.88,17.96,1048,4.63,10037,2611,125,6219,161.39,41.98,6002,1225,7227,83.05,16.95,1101,123,15.23,1.7,99,1633,3195,2184,7227,1.37,74.43,1478,4239,1324,7227,20.45,58.66,18.32,79.11,116,11,0,7037,101,1760,11098,1.14,63.41,0.91,15.86,0.1803
209041225,10661,37,1855,780,2131,375,2000,2.8,2104,1309,1538,1795,19.74,12.28,14.43,16.84,1997,1771,18.73,16.61,658,6.17,3963,1098,75,2866,138.28,38.31,2754,745,3503,78.62,21.27,690,60,19.7,1.71,83,888,1396,1087,3503,2.37,70.88,1150,1706,558,3503,32.83,48.7,15.93,81.53,54,6,0,2991,65,930,5044,1.19,59.3,1.29,18.44,0.2022
209041431,13144,37,1675,693,1832,360,1708,2.9,2453,1609,1972,1998,18.66,12.24,15,15.2,4476,5525,34.05,42.03,802,6.1,4534,1669,117,3403,133.24,49.04,3278,853,4133,79.31,20.64,762,96,18.44,2.32,159,1281,1677,960,4133,3.85,63.8,1190,1799,1033,4133,28.79,43.53,24.99,72.32,88,54,0,3549,30,963,5816,2.44,61.02,0.52,16.56,0.2149
209041432,8204,38,1443,635,1599,350,1500,2.7,1304,1009,1315,1442,15.89,12.3,16.03,17.58,3425,3977,41.75,48.48,775,9.45,2330,1236,101,2195,106.15,56.31,2109,741,2853,73.92,25.97,650,90,22.78,3.15,202,1130,992,474,2853,7.08,51.38,955,841,977,2853,33.47,29.48,34.24,62.95,152,54,0,2051,46,540,3555,5.79,57.69,1.29,15.19,0.2426
209041433,12143,32,1848,783,1954,381,1820,3.2,3207,1431,1955,752,26.41,11.78,16.1,6.19,5484,7190,45.16,59.21,532,4.38,6066,1473,104,3177,190.93,46.36,3050,668,3716,82.08,17.98,563,102,15.15,2.74,101,1166,1683,705,3716,2.72,64.26,616,1849,1134,3716,16.58,49.76,30.52,66.33,103,31,0,3405,32,1050,5665,2.37,60.11,0.56,18.53,0.2062
209041435,12595,35,2242,866,2346,400,1950,3.2,2952,1830,1489,889,23.44,14.53,11.82,7.06,3915,4822,31.08,38.29,518,4.11,5994,1324,69,3452,173.64,38.35,3353,507,3862,86.82,13.13,447,59,11.57,1.53,56,951,1758,1052,3862,1.45,72.76,801,2237,734,3862,20.74,57.92,19.01,78.66,133,29,0,3807,16,1457,6680,2.43,56.99,0.24,21.81,0.1784
209041436,12392,37,1899,781,2147,380,1787,2.8,2259,1666,1805,1814,18.23,13.44,14.57,14.64,3966,4407,32,35.56,878,7.09,4524,1442,103,3354,134.88,42.99,3255,913,4169,78.08,21.9,816,96,19.57,2.3,146,1316,1692,967,4169,3.5,63.78,1091,1963,914,4169,26.17,47.09,21.92,73.25,125,52,0,3641,29,1237,6262,2.83,58.14,0.46,19.75,0.2001
209041437,24407,30,1979,843,2027,391,2000,3.3,7108,2433,5190,1155,29.12,9.97,21.26,4.73,12195,15708,49.97,64.36,797,3.27,14216,2198,194,6501,218.67,33.81,6215,1045,7257,85.64,14.4,875,166,12.06,2.29,136,2091,3684,1224,7257,1.87,67.63,810,4542,1706,7257,11.16,62.59,23.51,73.75,189,86,3,6961,42,1925,11246,2.47,61.9,0.37,17.12,0.1976
209041527,16299,34,2173,898,2342,400,2000,3.1,4351,2065,1851,1482,26.69,12.67,11.36,9.09,2853,2475,17.5,15.18,645,3.96,8236,1870,69,4461,184.62,41.92,4379,787,5167,84.75,15.23,719,69,13.92,1.34,73,1372,2481,1185,5167,1.41,70.95,1112,2924,1052,5167,21.52,56.59,20.36,78.11,112,16,0,4523,49,1915,8181,1.56,55.29,0.6,23.41,0.1841
209041528,10471,32,2120,967,2261,386,2000,2.9,2887,1056,1878,700,27.57,10.08,17.94,6.69,2514,2530,24.01,24.16,427,4.08,5298,1373,71,2971,178.32,46.21,2914,571,3487,83.57,16.38,517,56,14.83,1.61,54,963,1814,618,3487,1.55,69.74,483,2155,804,3487,13.85,61.8,23.06,75.65,105,15,0,3098,11,1213,5424,2.21,57.12,0.2,22.36,0.1821
209041529,9947,38,1224,521,1391,350,1663,2.6,1610,1164,1568,2019,16.19,11.7,15.76,20.3,4954,6091,49.8,61.23,1047,10.53,3037,1418,156,2658,114.26,53.35,2544,1059,3598,70.71,29.43,901,161,25.04,4.47,369,1461,1157,555,3598,10.26,47.58,1422,873,1181,3598,39.52,24.26,32.82,63.79,173,46,0,2240,22,538,3837,5.71,58.38,0.57,14.02,0.2859
209041530,13513,37,1450,558,1593,366,1876,2.9,2687,1621,1965,2309,19.88,12,14.54,17.09,6193,8523,45.83,63.07,1256,9.29,4963,1908,146,3615,137.29,52.78,3450,916,4370,78.95,20.96,817,102,18.7,2.33,301,1435,1667,893,4370,6.89,58.58,1690,1542,1001,4370,38.67,35.29,22.91,73.96,165,28,0,3129,23,932,5298,3.64,59.06,0.43,17.59,0.2524
209041531,11427,34,1897,855,2103,378,1900,2.9,2993,1132,1813,1145,26.19,9.91,15.87,10.02,3940,4233,34.48,37.04,505,4.42,5568,1435,73,3170,175.65,45.27,3090,770,3854,80.18,19.98,699,70,18.14,1.82,109,1396,1715,612,3854,2.83,60.38,614,2000,1063,3854,15.93,51.89,27.58,67.83,138,23,0,3128,33,1130,5462,2.95,57.27,0.6,20.69,0.1993
209041532,11940,32,2109,902,2173,390,1950,3.2,3301,1340,2039,632,27.65,11.22,17.08,5.29,4275,4899,35.8,41.03,471,3.94,6371,1395,94,3290,193.65,42.4,3169,499,3677,86.18,13.57,434,65,11.8,1.77,49,1060,1821,702,3677,1.33,68.62,462,2151,992,3677,12.56,58.5,26.98,71.06,142,16,0,3449,23,1208,5960,2.65,57.87,0.39,20.27,0.1849
