sa2_code_2021,total_population,median_age,median_household_income_weekly,median_personal_income_weekly,median_family_income_weekly,median_rent_weekly,median_mortgage_monthly,average_household_size,age_0_14_count,age_15_24_count,age_25_34_count,age_65_plus_count,age_0_14_pct,age_15_24_pct,age_25_34_pct,age_65_plus_pct,born_overseas_count,language_other_than_english_count,born_overseas_pct,language_other_than_english_pct,need_for_assistance_count,need_for_assistance_pct,couple_family_with_children_count,one_parent_family_count,other_family_count,total_families,couple_family_with_children_pct,one_parent_family_pct,family_households_count,non_family_households_count,total_households,family_households_pct,non_family_households_pct,lone_person_households_count,group_households_count,lone_person_households_pct,group_households_pct,no_car_households_count,one_car_households_count,two_car_households_count,three_plus_car_households_count,car_households_total,no_car_households_pct,two_plus_car_households_pct,owned_outright_count,owned_with_mortgage_count,rented_count,tenure_total,owned_outright_pct,owned_with_mortgage_pct,renters_pct,owner_occupied_pct,train_to_work_count,bus_to_work_count,tram_to_work_count,car_driver_to_work_count,walk_to_work_count,worked_from_home_count,travel_to_work_total,public_transport_to_work_pct,car_to_work_pct,walk_to_work_pct,worked_from_home_pct,rent_to_income_ratio
211051274,10005,40,2253,907,2478,400,1950,2.8,1901,1229,1008,1478,19,12.28,10.07,14.77,1720,653,17.19,6.53,416,4.16,3738,1012,49,2879,129.84,35.15,2783,633,3418,81.42,18.52,552,82,16.15,2.4,64,797,1458,1069,3418,1.87,73.93,1198,1902,253,3418,35.05,55.65,7.4,90.7,62,20,0,2561,67,1587,5368,1.53,47.71,1.25,29.56,0.1775
211051275,11779,38,2084,852,2316,443,2167,2.8,2307,1419,1536,2030,19.59,12.05,13.04,17.23,2533,1643,21.5,13.95,567,4.81,4414,1247,61,3382,130.51,36.87,3286,782,4071,80.72,19.21,712,71,17.49,1.74,92,1051,1863,1036,4071,2.26,71.21,1486,1911,605,4071,36.5,46.94,14.86,83.44,45,23,0,3421,44,1367,6136,1.11,55.75,0.72,22.28,0.2126
211051276,14065,45,1594,737,1971,350,1733,2.5,2402,1422,1510,3177,17.08,10.11,10.74,22.59,2001,560,14.23,3.98,887,6.31,4309,1484,79,3931,109.62,37.75,3850,1366,5217,73.8,26.18,1263,103,24.21,1.97,138,1523,2063,1442,5217,2.65,67.18,2108,2233,740,5217,40.41,42.8,14.18,83.21,7,12,0,3774,164,1352,6719,0.28,56.17,2.44,20.12,0.2196
211051277,9916,38,1654,796,2050,396,1970,2.5,1851,1030,1521,1963,18.67,10.39,15.34,19.8,2082,1252,21,12.63,660,6.66,3318,1326,96,2771,119.74,47.85,2708,1156,3865,70.06,29.91,1060,101,27.43,2.61,174,1354,1551,756,3865,4.5,59.69,1256,1668,762,3865,32.5,43.16,19.72,75.65,31,24,0,2905,37,966,4908,1.12,59.19,0.75,19.68,0.2394
211051278,19599,40,1784,803,2189,369,1950,2.6,3420,2422,2613,3573,17.45,12.36,13.33,18.23,3254,1491,16.6,7.61,1177,6.01,6320,2103,133,5521,114.47,38.09,5395,1913,7308,73.82,26.18,1764,150,24.14,2.05,303,2226,2863,1852,7308,4.15,64.52,2432,3284,1341,7308,33.28,44.94,18.35,78.22,110,41,0,5711,103,2144,10140,1.49,56.32,1.02,21.14,0.2068
211051279,5816,43,1872,776,2179,360,2000,2.8,1081,700,567,1054,18.59,12.04,9.75,18.12,901,345,15.49,5.93,252,4.33,1989,531,33,1626,122.32,32.66,1570,434,2005,78.3,21.65,394,45,19.65,2.24,47,471,776,701,2005,2.34,73.67,806,884,247,2005,40.2,44.09,12.32,84.29,6,9,0,1624,100,654,2906,0.52,55.88,3.44,22.51,0.1923
211051280,6943,41,2094,858,2388,365,2000,2.8,1361,772,781,1346,19.6,11.12,11.25,19.39,1012,338,14.58,4.87,482,6.94,2685,535,30,1920,139.84,27.86,1853,483,2335,79.36,20.69,449,31,19.23,1.33,77,521,998,724,2335,3.3,73.75,848,1203,197,2335,36.32,51.52,8.44,87.84,16,8,0,1958,21,804,3494,0.69,56.04,0.6,23.01,0.1743
211051281,23146,37,1992,838,2245,400,2000,2.8,4593,2810,3374,3572,19.84,12.14,14.58,15.43,4969,3531,21.47,15.26,1249,5.4,8790,2647,171,6503,135.17,40.7,6348,1732,8080,78.56,21.44,1562,172,19.33,2.13,259,2318,3476,1976,8080,3.21,67.48,2560,3740,1642,8080,31.68,46.29,20.32,77.97,122,23,0,6758,67,2652,12003,1.21,56.3,0.56,22.09,0.2008
211051282,9706,45,2102,873,2432,400,2028,2.6,1692,985,812,1934,17.43,10.15,8.37,19.93,1792,660,18.46,6.8,416,4.29,3271,768,35,2823,115.87,27.21,2758,782,3541,77.89,22.08,714,68,20.16,1.92,53,911,1659,892,3541,1.5,72.04,1386,1796,289,3541,39.14,50.72,8.16,89.86,33,18,0,2314,74,1609,5020,1.02,46.1,1.47,32.05,0.1903
211051283,9799,38,2045,828,2263,365,2000,2.8,1964,1205,1304,1463,20.04,12.3,13.31,14.93,1242,416,12.67,4.25,502,5.12,3760,873,63,2776,135.45,31.45,2706,677,3378,80.11,20.04,612,66,18.12,1.95,63,784,1444,1056,3378,1.87,74.01,1066,1874,308,3378,31.56,55.48,9.12,87.03,16,21,0,3057,39,1109,5289,0.7,57.8,0.74,20.97,0.1785
211051284,9777,41,2148,902,2477,375,1950,2.7,1838,1116,1095,1422,18.8,11.41,11.2,14.54,1668,602,17.06,6.16,377,3.86,3709,1029,34,2825,131.29,36.42,2779,752,3527,78.79,21.32,681,72,19.31,2.04,85,935,1585,897,3527,2.41,70.37,1200,1887,380,3527,34.02,53.5,10.77,87.52,84,15,0,2638,62,1541,5392,1.84,48.92,1.15,28.58,0.1746
211051285,7902,39,2066,850,2230,360,1950,2.9,1503,1021,979,1211,19.02,12.92,12.39,15.33,916,343,11.59,4.34,357,4.52,2908,674,43,2292,126.88,29.41,2203,459,2663,82.73,17.24,416,36,15.62,1.35,41,476,1058,1040,2663,1.54,78.78,909,1409,263,2663,34.13,52.91,9.88,87.04,15,10,0,2531,102,839,4330,0.58,58.45,2.36,19.38,0.1742
211051286,16799,43,1439,681,1792,315,1690,2.5,3004,1893,1962,3198,17.88,11.27,11.68,19.04,2086,546,12.42,3.25,1061,6.32,5165,1982,107,4508,114.57,43.97,4359,1791,6144,70.95,29.15,1640,148,26.69,2.41,181,1767,2261,1852,6144,2.95,66.94,2237,2971,738,6144,36.41,48.36,12.01,84.77,7,33,0,4715,144,1264,7783,0.51,60.58,1.85,16.24,0.2189
212011289,18633,41,2176,870,2402,370,1980,2.9,3723,2271,1839,2899,19.98,12.19,9.87,15.56,2564,823,13.76,4.42,868,4.66,7078,1420,71,5125,138.11,27.71,4954,1086,6043,81.98,17.97,987,101,16.33,1.67,66,1089,2537,2280,6043,1.09,79.71,2086,3354,449,6043,34.52,55.5,7.43,90.02,19,20,0,5486,103,2173,9602,0.41,57.13,1.07,22.63,0.17
212011546,23632,33,2146,943,2322,391,2000,2.9,5463,3073,4157,2068,23.12,13,17.59,8.75,7151,6054,30.26,25.62,825,3.49,10648,2442,159,6557,162.39,37.24,6403,1476,7875,81.31,18.74,1320,159,16.76,2.02,142,2285,3617,1786,7875,1.8,68.61,1495,4263,1986,7875,18.98,54.13,25.22,73.12,224,15,0,7256,78,2850,12745,1.88,56.93,0.61,22.36,0.1822
212011547,9868,40,1897,767,2162,311,1950,2.8,1938,1232,1064,1702,19.64,12.48,10.78,17.25,976,287,9.89,2.91,423,4.29,3618,745,47,2646,136.73,28.16,2557,644,3198,79.96,20.14,592,54,18.51,1.69,55,621,1224,1247,3198,1.72,77.27,1149,1531,388,3198,35.93,47.87,12.13,83.8,26,12,0,2889,109,901,4891,0.78,59.07,2.23,18.42,0.1639
212011548,10069,35,1823,814,2104,320,1940,2.7,2105,1173,1665,1615,20.91,11.65,16.54,16.04,1302,698,12.93,6.93,546,5.42,3909,956,68,2776,140.81,34.44,2691,797,3490,77.11,22.84,733,63,21,1.81,85,826,1420,1118,3490,2.44,72.72,1031,1786,520,3490,29.54,51.17,14.9,80.72,12,6,0,3240,96,805,5102,0.35,63.5,1.88,15.78,0.1755
212011549,15441,32,1651,808,1879,346,1733,2.7,3706,1743,3042,1770,24,11.29,19.7,11.46,3594,2681,23.28,17.36,885,5.73,6138,2408,134,4143,148.15,58.12,4028,1378,5407,74.5,25.49,1222,154,22.6,2.85,173,1859,2235,1071,5407,3.2,61.14,968,2643,1608,5407,17.9,48.88,29.74,66.78,86,12,0,4667,41,1125,7330,1.34,63.67,0.56,15.35,0.2096
212011550,7479,32,1887,879,2054,366,1950,2.9,1930,849,1419,697,25.81,11.35,18.97,9.32,2165,1944,28.95,25.99,297,3.97,3496,931,55,2093,167.03,44.48,2031,458,2491,81.53,18.39,398,61,15.98,2.45,42,743,1209,474,2491,1.69,67.56,395,1293,714,2491,15.86,51.91,28.66,67.76,57,12,0,2331,33,694,3780,1.83,61.67,0.87,18.36,0.194
212011551,6439,35,1235,674,1509,335,1517,2.3,1152,733,1274,1206,17.89,11.38,19.79,18.73,1909,1457,29.65,22.63,401,6.23,1846,923,80,1691,109.17,54.58,1650,935,2581,63.93,36.23,845,86,32.74,3.33,176,1202,763,396,2581,6.82,44.91,566,749,1023,2581,21.93,29.02,39.64,50.95,77,8,0,1714,55,376,2783,3.05,61.59,1.98,13.51,0.2713
212011552,26783,33,1803,788,1959,369,1800,3,6768,3299,4154,2906,25.27,12.32,15.51,10.85,8145,7117,30.41,26.57,1484,5.54,11916,3678,200,7082,168.26,51.93,6791,1788,8582,79.13,20.83,1575,217,18.35,2.53,276,2753,3692,1751,8582,3.22,63.42,1619,4253,2425,8582,18.87,49.56,28.26,68.42,278,39,0,7571,99,2105,12563,2.52,60.26,0.79,16.76,0.2047
212021293,22963,43,1885,820,2311,380,2000,2.6,3819,2819,2392,4911,16.63,12.28,10.42,21.39,6469,4395,28.17,19.14,1403,6.11,7318,2182,134,6422,113.95,33.98,6283,2111,8396,74.83,25.14,1972,142,23.49,1.69,351,2660,3415,1856,8396,4.18,62.78,3195,3234,1533,8396,38.05,38.52,18.26,76.57,127,23,0,6213,83,2889,11307,1.33,54.95,0.73,25.55,0.2016
212021295,11889,34,1262,584,1391,320,1500,2.7,2325,1442,2272,1611,19.56,12.13,19.11,13.55,6504,6872,54.71,57.8,924,7.77,3973,1756,175,2757,144.11,63.69,2638,1400,4045,65.22,34.61,1093,312,27.02,7.71,378,1571,1359,625,4045,9.34,49.05,911,1260,1679,4045,22.52,31.15,41.51,53.67,56,82,0,2923,36,410,4381,3.15,66.72,0.82,9.36,0.2536
212021297,11472,36,1496,607,1633,361,1700,3,2260,1445,1753,1865,19.7,12.6,15.28,16.26,6132,6475,53.45,56.44,977,8.52,4209,1353,93,2877,146.3,47.03,2739,797,3541,77.35,22.51,684,112,19.32,3.16,154,1200,1337,798,3541,4.35,60.29,1011,1481,918,3541,28.55,41.82,25.92,70.38,76,47,0,2901,27,690,4617,2.66,62.83,0.58,14.94,0.2413
212021299,8241,43,2659,818,2640,400,2372,3.3,1464,1290,694,1450,17.76,15.65,8.42,17.59,2298,2151,27.88,26.1,498,6.04,3054,472,34,2234,136.71,21.13,2081,227,2308,90.16,9.84,196,30,8.49,1.3,16,231,832,1194,2308,0.69,87.78,997,1152,94,2308,43.2,49.91,4.07,93.11,20,4,0,2437,23,961,4126,0.58,59.06,0.56,23.29,0.1504
212021453,12086,39,1823,695,1992,369,1836,2.9,2065,1505,1623,1977,17.09,12.45,13.43,16.36,5711,5854,47.25,48.44,832,6.88,4099,1321,84,3326,123.24,39.72,3188,705,3890,81.95,18.12,604,101,15.53,2.6,116,982,1659,1085,3890,2.98,70.54,1396,1686,719,3890,35.89,43.34,18.48,79.23,43,25,0,3358,28,1121,5615,1.21,59.8,0.5,19.96,0.2024
212021454,13360,39,1733,676,1893,383,1918,2.9,2406,1557,1783,2309,18.01,11.65,13.35,17.28,6624,6919,49.58,51.79,900,6.74,4620,1476,100,3793,121.8,38.91,3631,768,4401,82.5,17.45,669,103,15.2,2.34,153,1139,1975,1091,4401,3.48,69.67,1690,1827,777,4401,38.4,41.51,17.66,79.91,46,30,0,3589,29,1288,6068,1.25,59.15,0.48,21.23,0.221
212021455,13504,36,1920,766,2083,370,1733,3,2607,2017,1845,1518,19.31,14.94,13.66,11.24,4830,4771,35.77,35.33,740,5.48,4970,1545,115,3714,133.82,41.6,3569,789,4358,81.9,18.1,702,88,16.11,2.02,116,1109,1863,1212,4358,2.66,70.56,1217,2110,917,4358,27.93,48.42,21.04,76.34,65,24,0,4139,30,1305,6825,1.3,60.64,0.44,19.12,0.1927
212021456,14758,35,1615,715,1809,360,1738,2.8,2882,1845,2650,1881,19.53,12.5,17.96,12.75,6158,6069,41.73,41.12,1000,6.78,5215,1942,172,3937,132.46,49.33,3781,1221,4995,75.7,24.44,1074,144,21.5,2.88,238,1642,2022,1019,4995,4.76,60.88,1177,2006,1695,4995,23.56,40.16,33.93,63.72,127,46,0,4173,38,1149,6773,2.55,61.61,0.56,16.96,0.2229
212021553,17760,35,2361,883,2456,430,2100,3.3,4219,2689,1750,1534,23.76,15.14,9.85,8.64,6747,6093,37.99,34.31,638,3.59,8584,1753,63,4807,178.57,36.47,4637,627,5268,88.02,11.9,551,77,10.46,1.46,73,1272,2484,1386,5268,1.39,73.46,1096,2964,1142,5268,20.8,56.26,21.68,77.07,117,11,5,4986,48,2342,9207,1.44,54.15,0.52,25.44,0.1821
212021554,11254,34,2175,880,2268,400,2000,3.1,2794,1463,1552,773,24.83,13,13.79,6.87,4599,4583,40.87,40.72,492,4.37,5548,1162,61,3076,180.36,37.78,2970,519,3488,85.15,14.88,434,82,12.44,2.35,59,914,1719,773,3488,1.69,71.44,556,1782,1100,3488,15.94,51.09,31.54,67.03,94,14,0,3214,23,1394,5748,1.88,55.92,0.4,24.25,0.1839
212031300,21281,35,1477,707,1685,342,1627,2.7,4302,2805,3494,2635,20.22,13.18,16.42,12.38,7135,6458,33.53,30.35,1445,6.79,7047,3264,275,5448,129.35,59.91,5188,2016,7204,72.02,27.98,1734,281,24.07,3.9,407,2525,2641,1487,7204,5.65,57.3,1664,2913,2435,7204,23.1,40.44,33.8,63.53,158,72,0,6090,89,1143,9510,2.42,64.04,0.94,12.02,0.2316
212031303,17400,32,2228,953,2314,408,2167,3,4230,1803,3498,1722,24.31,10.36,20.1,9.9,4678,4047,26.89,23.26,719,4.13,8175,1452,108,4912,166.43,29.56,4710,835,5550,84.86,15.05,712,123,12.83,2.22,77,1163,2684,1540,5550,1.39,76.11,1095,3407,862,5550,19.73,61.39,15.53,81.12,78,27,0,5669,63,1682,9240,1.14,61.35,0.68,18.2,0.1831
212031304,21535,32,1903,845,1984,380,1842,3.1,5714,2385,4086,1598,26.53,11.07,18.97,7.42,8910,9178,41.37,42.62,958,4.45,11009,2478,177,5764,191,42.99,5506,1133,6636,82.97,17.07,984,152,14.83,2.29,120,1845,3188,1401,6636,1.81,69.15,801,4193,1423,6636,12.07,63.19,21.44,75.26,121,44,0,6829,54,1445,10469,1.58,65.23,0.52,13.8,0.1997
212031306,18027,33,2330,864,2286,416,2080,3.5,4585,2298,2539,1294,25.43,12.75,14.08,7.18,9715,10373,53.89,57.54,825,4.58,9463,1427,113,4742,199.56,30.09,4433,500,4933,89.86,10.14,411,87,8.33,1.76,105,1143,2370,1248,4933,2.13,73.34,723,3113,997,4933,14.66,63.11,20.21,77.76,256,40,0,5118,41,1837,8847,3.35,57.85,0.46,20.76,0.1785
212031308,8024,40,1895,793,2126,370,1901,2.8,1532,957,951,1266,19.09,11.93,11.85,15.78,935,281,11.65,3.5,397,4.95,2876,703,78,2253,127.65,31.2,2162,527,2693,80.28,19.57,477,50,17.71,1.86,39,464,1077,1089,2693,1.45,80.43,917,1411,295,2693,34.05,52.4,10.95,86.45,5,0,0,2665,52,643,4139,0.12,64.39,1.26,15.54,0.1953
212031457,13152,36,2352,767,2350,430,2000,3.4,2729,2307,1291,1352,20.75,17.54,9.82,10.28,4697,4396,35.71,33.42,623,4.74,5685,1260,53,3561,159.65,35.38,3350,365,3717,90.13,9.82,322,43,8.66,1.16,46,617,1635,1387,3717,1.24,81.3,1107,2125,417,3717,29.78,57.17,11.22,86.95,71,10,0,3985,31,1358,6771,1.2,58.85,0.46,20.06,0.1828
212031458,16713,33,2011,722,2043,392,1820,3.4,3793,2739,2269,1379,22.69,16.39,13.58,8.25,7399,7608,44.27,45.52,862,5.16,7460,2041,114,4359,171.14,46.82,4120,605,4726,87.18,12.8,524,78,11.09,1.65,97,1059,2061,1452,4726,2.05,74.33,965,2701,959,4726,20.42,57.15,20.29,77.57,115,45,0,4844,28,1282,7892,2.03,61.38,0.35,16.24,0.1949
212031555,10535,32,2288,934,2357,421,2300,3.3,3103,1124,1579,690,29.45,10.67,14.99,6.55,5540,5685,52.59,53.96,263,2.5,6488,741,40,2841,228.37,26.08,2735,373,3107,88.03,12.01,336,33,10.81,1.06,25,757,1667,608,3107,0.8,73.22,404,1994,638,3107,13,64.18,20.53,77.18,87,7,0,2970,22,1231,5187,1.81,57.26,0.42,23.73,0.184
212031556,14802,29,2193,946,2191,410,2167,3.4,4384,1531,3544,413,29.62,10.34,23.94,2.79,7544,8345,50.97,56.38,336,2.27,9131,1031,103,4006,227.93,25.74,3828,438,4274,89.56,10.25,357,82,8.35,1.92,36,917,2424,849,4274,0.84,76.58,218,3153,821,4274,5.1,73.77,19.21,78.87,95,16,0,4917,21,1261,7620,1.46,64.53,0.28,16.55,0.187
212031557,23415,31,1931,792,1985,400,2000,3.3,6454,2944,3681,1996,27.56,12.57,15.72,8.52,10834,11122,46.27,47.5,1039,4.44,12750,2402,172,6132,207.93,39.17,5824,1036,6866,84.82,15.09,891,149,12.98,2.17,154,2008,3245,1368,6866,2.24,67.19,926,3823,1741,6866,13.49,55.68,25.36,69.17,157,64,0,6772,59,1563,10730,2.06,63.11,0.55,14.57,0.2071
212031558,12289,30,1958,855,2036,401,2000,3.1,3311,1438,2543,1051,26.94,11.7,20.69,8.55,5585,5717,45.45,46.52,515,4.19,6501,1246,90,3258,199.54,38.24,3100,670,3771,82.21,17.77,596,72,15.8,1.91,89,1207,1791,638,3771,2.36,64.41,470,2143,972,3771,12.46,56.83,25.78,69.29,87,27,0,3712,24,838,5848,1.95,63.47,0.41,14.33,0.2048
212031559,12772,30,2184,856,2183,401,2029,3.5,3749,1715,1820,603,29.35,13.43,14.25,4.72,6628,7113,51.89,55.69,416,3.26,7512,1368,89,3311,226.88,41.32,3167,370,3540,89.46,10.45,313,58,8.84,1.64,50,855,1822,775,3540,1.41,73.36,339,2156,980,3540,9.58,60.9,27.68,70.48,79,21,0,3682,30,1187,6066,1.65,60.7,0.49,19.57,0.1836
212031560,11910,34,1686,727,1819,355,1709,3,2713,1595,1832,1101,22.78,13.39,15.38,9.24,4345,4180,36.48,35.1,715,6,4825,1587,115,3129,154.2,50.72,2977,767,3742,79.56,20.5,668,100,17.85,2.67,100,1101,1555,951,3742,2.67,66.97,814,1940,901,3742,21.75,51.84,24.08,73.6,76,28,0,3519,34,772,5480,1.9,64.22,0.62,14.09,0.2106
212031561,12715,32,1623,681,1654,355,1600,3.2,2812,1863,2110,1143,22.12,14.65,16.59,8.99,6703,6738,52.72,52.99,672,5.29,5112,1686,118,3272,156.23,51.53,3083,671,3755,82.1,17.87,543,130,14.46,3.46,128,1041,1564,950,3755,3.41,66.95,855,1741,1030,3755,22.77,46.36,27.43,69.13,83,57,0,3583,20,652,5477,2.56,65.42,0.37,11.9,0.2187
212031562,13368,34,1462,655,1574,350,1550,3,2787,1871,2137,1526,20.85,14,15.99,11.42,7067,7107,52.87,53.16,807,6.04,5125,1852,155,3410,150.29,54.31,3237,928,4163,77.76,22.29,785,144,18.86,3.46,213,1336,1601,929,4163,5.12,60.77,991,1791,1244,4163,23.8,43.02,29.88,66.83,74,66,0,3660,38,651,5626,2.49,65.06,0.68,11.57,0.2394
212041309,11554,44,1659,655,1950,400,2010,2.7,1733,1156,1366,2837,15,10.01,11.82,24.55,5816,6280,50.34,54.35,1076,9.31,3415,1327,118,3254,104.95,40.78,3138,909,4047,77.54,22.46,803,105,19.84,2.59,246,1384,1554,810,4047,6.08,58.41,1812,1274,829,4047,44.77,31.48,20.48,76.25,95,44,0,2744,52,1255,5236,2.65,52.41,0.99,23.97,0.2411
212041310,13381,34,1630,685,1743,381,1997,2.7,1888,1762,3092,2077,14.11,13.17,23.11,15.52,8407,8976,62.83,67.08,873,6.52,3831,1473,234,3500,109.46,42.09,3340,1442,4783,69.83,30.15,1046,403,21.87,8.43,426,1996,1571,708,4783,8.91,47.65,1478,1259,1886,4783,30.9,26.32,39.43,57.22,288,67,6,3342,74,1373,6516,5.54,51.29,1.14,21.07,0.2337
212041312,22526,38,1436,604,1640,341,1733,2.8,3941,2696,3343,4148,17.5,11.97,14.84,18.41,11472,12571,50.93,55.81,1814,8.05,7413,2992,225,5877,126.14,50.91,5647,1880,7524,75.05,24.99,1604,282,21.32,3.75,433,2566,2829,1569,7524,5.75,58.45,2621,2544,2101,7524,34.84,33.81,27.92,68.65,94,134,0,5788,42,1492,9310,2.45,62.17,0.45,16.03,0.2375
212041313,10499,45,1981,798,2335,450,2058,2.7,1848,1207,843,2321,17.6,11.5,8.03,22.11,2761,2171,26.3,20.68,567,5.4,3706,985,65,3023,122.59,32.58,2957,817,3771,78.41,21.67,759,54,20.13,1.43,114,1031,1731,858,3771,3.02,68.66,1724,1551,397,3771,45.72,41.13,10.53,86.85,35,18,0,2894,59,1288,5259,1.01,55.03,1.12,24.49,0.2272
212041316,7456,40,1453,597,1722,351,1759,2.7,1262,891,999,1458,16.93,11.95,13.4,19.55,3815,4097,51.17,54.95,623,8.36,2405,966,133,2049,117.37,47.14,1972,647,2618,75.32,24.71,568,85,21.7,3.25,161,909,1028,492,2618,6.15,58.06,998,877,686,2618,38.12,33.5,26.2,71.62,43,24,0,1961,20,545,3177,2.11,61.72,0.63,17.15,0.2416
212041317,22248,36,1401,558,1470,356,1745,2.9,3221,2958,4544,3642,14.48,13.3,20.42,16.37,14760,16813,66.34,75.57,1663,7.47,6073,2901,500,5517,110.08,52.58,5131,2063,7197,71.29,28.66,1577,490,21.91,6.81,725,2737,2267,1299,7197,10.07,49.55,2279,1651,2834,7197,31.67,22.94,39.38,54.61,306,182,0,5481,195,1248,9421,5.18,58.18,2.07,13.25,0.2541
212041318,12621,38,1505,559,1498,355,1600,3.2,2074,1729,1937,2057,16.43,13.7,15.35,16.3,7593,9109,60.16,72.17,878,6.96,3897,2045,184,3263,119.43,62.67,3006,799,3801,79.08,21.02,658,139,17.31,3.66,221,1167,1394,955,3801,5.81,61.8,1450,1210,1022,3801,38.15,31.83,26.89,69.98,69,66,0,3564,32,613,5459,2.47,65.29,0.59,11.23,0.2359
212041459,12739,35,1359,687,1610,331,1600,2.5,2072,1461,2811,1773,16.27,11.47,22.07,13.92,7580,7942,59.5,62.34,928,7.28,3945,1461,211,3093,127.55,47.24,2978,1745,4722,63.07,36.95,1456,285,30.83,6.04,439,2133,1490,544,4722,9.3,43.07,1012,1382,2149,4722,21.43,29.27,45.51,50.7,229,63,0,3425,60,846,5851,4.99,58.54,1.03,14.46,0.2436
212041460,19591,36,1399,586,1501,346,1700,2.9,3197,2620,3606,3186,16.32,13.37,18.41,16.26,12031,12875,61.41,65.72,1448,7.39,5991,2938,341,4899,122.29,59.97,4601,1776,6375,72.17,27.86,1471,306,23.07,4.8,582,2437,2032,1202,6375,9.13,50.73,1975,1892,2310,6375,30.98,29.68,36.24,60.66,267,85,0,5084,66,1040,8398,4.19,60.54,0.79,12.38,0.2473
212041563,21487,35,1208,592,1399,310,1500,2.6,3671,2577,4457,3110,17.08,11.99,20.74,14.47,13175,13764,61.32,64.06,1844,8.58,6561,2692,314,4778,137.32,56.34,4630,2719,7342,63.06,37.03,2185,535,29.76,7.29,987,3305,1994,851,7342,13.44,38.75,1435,1610,3991,7342,19.55,21.93,54.36,41.47,231,263,0,4883,167,911,8158,6.06,59.86,2.05,11.17,0.2566
212041564,9350,32,1288,588,1414,341,1647,3,2043,1176,1807,1197,21.85,12.58,19.33,12.8,5300,6296,56.68,67.34,684,7.32,3697,1045,115,2143,172.52,48.76,1921,999,2920,65.79,34.21,794,210,27.19,7.19,302,1191,823,523,2920,10.34,46.1,800,712,1264,2920,27.4,24.38,43.29,51.78,84,83,0,2209,44,337,3452,4.84,63.99,1.27,9.76,0.2648
212041565,15096,40,1525,599,1610,381,1733,3,2532,1788,2096,3113,16.77,11.84,13.88,20.62,8119,8814,53.78,58.39,1043,6.91,4830,2136,180,4131,116.92,51.71,3853,985,4839,79.62,20.36,851,133,17.59,2.75,289,1399,1886,1197,4839,5.97,63.71,2042,1607,996,4839,42.2,33.21,20.58,75.41,66,57,0,4136,44,874,6454,1.91,64.08,0.68,13.54,0.2498
212041566,15093,34,2493,890,2455,520,2478,3.4,3384,2104,2189,1164,22.42,13.94,14.5,7.71,8169,9576,54.12,63.45,557,3.69,7190,1421,107,4152,173.17,34.22,3904,421,4328,90.2,9.73,336,87,7.76,2.01,54,850,2171,1228,4328,1.25,78.54,883,2661,714,4328,20.4,61.48,16.5,81.89,90,29,0,4706,32,1934,8026,1.48,58.63,0.4,24.1,0.2086
212051319,19507,36,2011,871,2449,415,2500,2.5,3227,2374,3519,2981,16.54,12.17,18.04,15.28,8449,8387,43.31,42.99,1299,6.66,6241,2010,255,5157,121.02,38.98,5036,2258,7294,69.04,30.96,1805,456,24.75,6.25,547,2792,2812,1040,7294,7.5,52.81,2016,2383,2712,7294,27.64,32.67,37.18,60.31,238,91,10,4180,82,3581,10010,3.39,41.76,0.82,35.77,0.2064
212051321,21603,42,1949,701,2180,500,2600,2.9,3640,2910,2164,4644,16.85,13.47,10.02,21.5,12305,12642,56.96,58.52,1063,4.92,7520,1964,140,6063,124.03,32.39,5820,1483,7305,79.67,20.3,1273,210,17.43,2.87,379,2405,3069,1371,7305,5.19,60.78,3259,2155,1631,7305,44.61,29.5,22.33,74.11,228,107,5,4304,132,3257,9664,3.52,44.54,1.37,33.7,0.2565
212051322,21036,39,1890,713,2136,462,2400,2.8,3434,2885,2799,3789,16.32,13.71,13.31,18.01,12731,13276,60.52,63.11,1127,5.36,7111,2031,209,5694,124.89,35.67,5485,1650,7141,76.81,23.11,1352,305,18.93,4.27,422,2679,2805,1148,7141,5.91,55.36,2673,1937,2279,7141,37.43,27.13,31.91,64.56,286,104,0,4277,214,3093,9622,4.05,44.45,2.22,32.15,0.2444
212051323,16073,40,2049,797,2353,485,2600,2.8,2704,2266,1873,2948,16.82,14.1,11.65,18.34,7946,8164,49.44,50.79,780,4.85,5688,1560,146,4548,125.07,34.3,4419,1261,5683,77.76,22.19,1067,195,18.78,3.43,212,1990,2475,957,5683,3.73,60.39,2389,1769,1380,5683,42.04,31.13,24.28,73.17,191,44,8,3221,55,2815,7724,3.15,41.7,0.71,36.44,0.2367
212051324,19265,40,2079,820,2408,470,2600,2.7,3291,2462,2418,3627,17.08,12.78,12.55,18.83,8923,9412,46.32,48.86,1086,5.64,7046,1676,192,5329,132.22,31.45,5195,1607,6797,76.43,23.64,1330,272,19.57,4,317,2409,2759,1245,6797,4.66,58.91,2841,2163,1646,6797,41.8,31.82,24.22,73.62,245,66,3,4035,94,3243,9297,3.38,43.4,1.01,34.88,0.2261
212051325,19889,40,1913,746,2134,430,2167,2.8,3518,2197,2704,3904,17.69,11.05,13.6,19.63,9231,10211,46.41,51.34,1224,6.15,7068,2038,233,5593,126.37,36.44,5412,1441,6856,78.94,21.02,1207,237,17.61,3.46,258,2032,3090,1376,6856,3.76,65.14,2604,2521,1530,6856,37.98,36.77,22.32,74.75,87,95,0,4993,75,2570,9479,1.92,52.67,0.79,27.11,0.2248
