poa_code_2021,total_population,median_age,median_household_income_weekly,median_personal_income_weekly,median_family_income_weekly,median_rent_weekly,median_mortgage_monthly,average_household_size,age_0_14_count,age_15_24_count,age_25_34_count,age_65_plus_count,age_0_14_pct,age_15_24_pct,age_25_34_pct,age_65_plus_pct,born_overseas_count,language_other_than_english_count,born_overseas_pct,language_other_than_english_pct,need_for_assistance_count,need_for_assistance_pct,couple_family_with_children_count,one_parent_family_count,other_family_count,total_families,couple_family_with_children_pct,one_parent_family_pct,family_households_count,non_family_households_count,total_households,family_households_pct,non_family_households_pct,lone_person_households_count,group_households_count,lone_person_households_pct,group_households_pct,no_car_households_count,one_car_households_count,two_car_households_count,three_plus_car_households_count,car_households_total,no_car_households_pct,two_plus_car_households_pct,owned_outright_count,owned_with_mortgage_count,rented_count,tenure_total,owned_outright_pct,owned_with_mortgage_pct,renters_pct,owner_occupied_pct,train_to_work_count,bus_to_work_count,tram_to_work_count,car_driver_to_work_count,walk_to_work_count,worked_from_home_count,travel_to_work_total,public_transport_to_work_pct,car_to_work_pct,walk_to_work_pct,worked_from_home_pct,rent_to_income_ratio
POA3763,1662,43,1737,788,2085,300,1733,2.6,290,190,185,225,17.45,11.43,11.13,13.54,154,49,9.27,2.95,81,4.87,522,143,7,457,114.22,31.29,448,164,608,73.68,26.97,144,16,23.68,2.63,9,150,241,208,608,1.48,73.85,209,350,31,608,34.38,57.57,5.1,91.94,0,4,0,510,3,157,848,0.47,60.14,0.35,18.51,0.1727
POA3764,10578,41,1597,749,1972,338,1690,2.6,1974,1274,1237,2121,18.66,12.04,11.69,20.05,1335,761,12.62,7.19,746,7.05,3452,1183,75,2868,120.36,41.25,2796,1019,3812,73.35,26.73,952,67,24.97,1.76,105,1208,1387,1054,3812,2.75,64.03,1264,1663,701,3812,33.16,43.63,18.39,76.78,38,3,0,3046,85,819,4875,0.84,62.48,1.74,16.8,0.2116
POA3765,6900,41,2088,855,2381,365,2000,2.8,1349,765,774,1345,19.55,11.09,11.22,19.49,1000,333,14.49,4.83,483,7,2653,535,30,1907,139.12,28.05,1841,479,2323,79.25,20.62,448,31,19.29,1.33,77,517,995,716,2323,3.31,73.65,843,1196,198,2323,36.29,51.49,8.52,87.77,16,8,0,1946,21,793,3473,0.69,56.03,0.6,22.83,0.1748
POA3766,1277,43,2087,958,2406,416,1950,2.6,250,114,121,210,19.58,8.93,9.48,16.44,228,98,17.85,7.67,44,3.45,486,73,0,354,137.29,20.62,350,115,468,74.79,24.57,101,11,21.58,2.35,7,121,218,108,468,1.5,69.66,169,261,27,468,36.11,55.77,5.77,91.88,3,3,0,321,0,208,664,0.9,48.34,0,31.33,0.1993
POA3767,1271,45,2055,858,2369,415,2167,2.6,217,131,113,277,17.07,10.31,8.89,21.79,242,71,19.04,5.59,58,4.56,415,109,8,358,115.92,30.45,352,113,459,76.69,24.62,99,14,21.57,3.05,5,131,221,101,459,1.09,70.15,187,229,42,459,40.74,49.89,9.15,90.63,0,4,0,323,6,191,640,0.62,50.47,0.94,29.84,0.2019
POA3770,3306,40,2014,839,2198,360,1950,2.8,620,423,405,569,18.75,12.79,12.25,17.21,382,127,11.55,3.84,144,4.36,1118,298,15,944,118.43,31.57,915,189,1100,83.18,17.18,169,13,15.36,1.18,12,207,406,473,1100,1.09,79.91,395,536,128,1100,35.91,48.73,11.64,84.64,4,3,0,999,45,373,1765,0.4,56.6,2.55,21.13,0.1787
POA3775,4080,44,1875,823,2177,380,2015,2.7,726,434,430,867,17.79,10.64,10.54,21.25,521,99,12.77,2.43,149,3.65,1394,330,26,1177,118.44,28.04,1149,286,1430,80.35,20,264,22,18.46,1.54,20,297,618,483,1430,1.4,76.99,588,652,156,1430,41.12,45.59,10.91,86.71,8,4,0,1196,45,455,2097,0.57,57.03,2.15,21.7,0.2027
POA3777,10922,46,1517,711,1921,350,1733,2.5,1807,1112,1158,2448,16.54,10.18,10.6,22.41,1598,484,14.63,4.43,763,6.99,3188,1246,59,3022,105.49,41.23,2966,1142,4105,72.25,27.82,1060,85,25.82,2.07,118,1268,1568,1104,4105,2.87,65.09,1649,1743,614,4105,40.17,42.46,14.96,82.63,4,7,0,2873,135,1006,5142,0.21,55.87,2.63,19.56,0.2307
POA3778,201,51,1542,790,2022,191,1472,2.2,33,11,24,48,16.42,5.47,11.94,23.88,33,12,16.42,5.97,0,0,40,21,6,55,72.73,38.18,55,24,84,65.48,28.57,24,0,28.57,0,0,15,27,37,84,0,76.19,40,31,5,84,47.62,36.9,5.95,84.52,0,0,0,56,4,31,117,0,47.86,3.42,26.5,0.1239
POA3779,501,59,1078,597,1390,300,1272,2,42,36,49,190,8.38,7.19,9.78,37.92,117,45,23.35,8.98,29,5.79,85,24,0,153,55.56,15.69,152,72,224,67.86,32.14,64,3,28.57,1.34,3,98,77,38,224,1.34,51.34,124,43,50,224,55.36,19.2,22.32,74.55,0,0,0,73,30,41,196,0,37.24,15.31,20.92,0.2783
POA3781,4638,36,1993,846,2205,370,1755,2.9,1031,533,624,507,22.23,11.49,13.45,10.93,561,184,12.1,3.97,216,4.66,1827,465,10,1241,147.22,37.47,1196,300,1501,79.68,19.99,269,33,17.92,2.2,17,312,636,514,1501,1.13,76.62,378,969,115,1501,25.18,64.56,7.66,89.74,0,0,0,1394,22,438,2321,0,60.06,0.95,18.87,0.1856
POA3782,7974,43,2133,850,2399,383,2000,2.8,1453,964,712,1445,18.22,12.09,8.93,18.12,1257,377,15.76,4.73,396,4.97,2854,624,21,2281,125.12,27.36,2215,518,2733,81.05,18.95,467,47,17.09,1.72,36,545,1169,976,2733,1.32,78.49,1057,1414,207,2733,38.68,51.74,7.57,90.41,11,11,0,2312,51,1001,4146,0.53,55.76,1.23,24.14,0.1796
POA3783,2559,41,2002,815,2276,360,1907,2.8,521,310,265,405,20.36,12.11,10.36,15.83,287,90,11.22,3.52,111,4.34,891,209,14,675,132,30.96,646,166,812,79.56,20.44,152,14,18.72,1.72,13,140,332,303,812,1.6,78.2,261,420,96,812,32.14,51.72,11.82,83.87,0,3,0,742,20,260,1255,0.24,59.12,1.59,20.72,0.1798
POA3785,69,39,2187,974,2374,401,2167,2.7,17,4,12,10,24.64,5.8,17.39,14.49,11,3,15.94,4.35,8,11.59,23,10,0,24,95.83,41.67,19,0,24,79.17,0,0,0,0,0,0,4,19,4,24,0,95.83,8,11,0,24,33.33,45.83,0,79.17,0,0,0,7,0,13,32,0,21.88,0,40.62,0.1834
POA3786,1524,45,2393,875,2792,400,2167,2.7,265,179,112,265,17.39,11.75,7.35,17.39,273,94,17.91,6.17,73,4.79,538,87,3,439,122.55,19.82,422,111,531,79.47,20.9,103,5,19.4,0.94,4,112,259,148,531,0.75,76.65,192,294,30,531,36.16,55.37,5.65,91.53,6,8,0,376,7,280,808,1.73,46.53,0.87,34.65,0.1672
POA3787,961,47,2153,891,2368,410,2032,2.6,143,115,86,185,14.88,11.97,8.95,19.25,190,70,19.77,7.28,34,3.54,284,109,10,304,93.42,35.86,295,60,354,83.33,16.95,59,9,16.67,2.54,3,98,147,95,354,0.85,68.36,150,169,34,354,42.37,47.74,9.6,90.11,7,0,0,229,6,166,527,1.33,43.45,1.14,31.5,0.1904
POA3788,1773,45,1995,859,2429,398,2000,2.5,317,167,154,338,17.88,9.42,8.69,19.06,330,126,18.61,7.11,83,4.68,580,159,7,494,117.41,32.19,480,165,644,74.53,25.62,148,10,22.98,1.55,10,171,310,148,644,1.55,71.12,243,306,77,644,37.73,47.52,11.96,85.25,4,4,0,382,24,276,892,0.9,42.83,2.69,30.94,0.1995
POA3789,294,47,2408,949,2821,355,2500,2.7,54,29,27,60,18.37,9.86,9.18,20.41,59,27,20.07,9.18,18,6.12,104,22,0,82,126.83,26.83,81,22,106,76.42,20.75,19,3,17.92,2.83,5,29,52,25,106,4.72,72.64,48,47,9,106,45.28,44.34,8.49,89.62,0,0,0,71,3,41,137,0,51.82,2.19,29.93,0.1474
POA3791,1418,47,2003,821,2308,347,2028,2.5,211,140,105,320,14.88,9.87,7.4,22.57,258,90,18.19,6.35,54,3.81,416,110,7,430,96.74,25.58,420,136,554,75.81,24.55,125,9,22.56,1.62,3,146,244,146,554,0.54,70.4,226,270,49,554,40.79,48.74,8.84,89.53,3,0,0,350,11,238,744,0.4,47.04,1.48,31.99,0.1732
POA3792,1046,46,2092,874,2355,415,2085,2.7,204,92,81,221,19.5,8.8,7.74,21.13,189,68,18.07,6.5,47,4.49,393,82,4,317,123.97,25.87,314,63,370,84.86,17.03,53,5,14.32,1.35,6,84,177,98,370,1.62,74.32,150,193,25,370,40.54,52.16,6.76,92.7,0,0,0,234,11,195,543,0,43.09,2.03,35.91,0.1984
POA3793,3651,41,1722,759,2036,369,1915,2.7,706,440,364,661,19.34,12.05,9.97,18.1,575,201,15.75,5.51,163,4.46,1275,408,28,1026,124.27,39.77,998,302,1301,76.71,23.21,272,30,20.91,2.31,33,349,537,372,1301,2.54,69.87,488,582,186,1301,37.51,44.73,14.3,82.24,10,9,0,992,58,373,1763,1.08,56.27,3.29,21.16,0.2143
POA3795,1323,41,2158,805,2329,350,2167,3,255,150,152,234,19.27,11.34,11.49,17.69,202,125,15.27,9.45,59,4.46,467,77,10,361,129.36,21.33,340,74,416,81.73,17.79,67,10,16.11,2.4,11,72,125,198,416,2.64,77.64,178,166,42,416,42.79,39.9,10.1,82.69,0,0,0,382,38,158,691,0,55.28,5.5,22.87,0.1622
POA3796,9799,38,2045,828,2263,365,2000,2.8,1964,1205,1304,1463,20.04,12.3,13.31,14.93,1242,416,12.67,4.25,502,5.12,3760,873,63,2776,135.45,31.45,2706,677,3378,80.11,20.04,612,66,18.12,1.95,63,784,1444,1056,3378,1.87,74.01,1066,1874,308,3378,31.56,55.48,9.12,87.03,16,21,0,3057,39,1109,5289,0.7,57.8,0.74,20.97,0.1785
POA3797,3764,44,1335,619,1764,300,1797,2.5,673,416,392,860,17.88,11.05,10.41,22.85,453,116,12.04,3.08,302,8.02,1151,401,20,971,118.54,41.3,938,410,1349,69.53,30.39,387,30,28.69,2.22,58,400,474,401,1349,4.3,64.86,519,568,212,1349,38.47,42.11,15.72,80.58,0,3,0,956,55,271,1655,0.18,57.76,3.32,16.37,0.2247
POA3799,5951,46,1226,625,1567,300,1412,2.3,941,623,610,1188,15.81,10.47,10.25,19.96,819,237,13.76,3.98,390,6.55,1415,838,51,1508,93.83,55.57,1475,838,2315,63.71,36.2,767,72,33.13,3.11,83,844,822,529,2315,3.59,58.36,875,1041,302,2315,37.8,44.97,13.05,82.76,6,17,0,1488,32,431,2482,0.93,59.95,1.29,17.37,0.2447
POA3802,24455,39,1740,677,1906,375,1848,2.9,4310,2913,3327,4160,17.62,11.91,13.6,17.01,12030,12534,49.19,51.25,1699,6.95,8368,2754,178,6842,122.3,40.25,6558,1457,8016,81.81,18.18,1262,199,15.74,2.48,264,2102,3528,2028,8016,3.29,69.31,2964,3370,1490,8016,36.98,42.04,18.59,79.02,84,56,0,6657,51,2252,11135,1.26,59.78,0.46,20.22,0.2155
POA3803,11355,36,1489,602,1623,361,1700,3,2228,1437,1722,1835,19.62,12.66,15.17,16.16,6039,6360,53.18,56.01,938,8.26,4145,1346,93,2857,145.08,47.11,2724,806,3530,77.17,22.83,685,116,19.41,3.29,154,1199,1328,798,3530,4.36,60.23,1028,1461,916,3530,29.12,41.39,25.95,70.51,70,48,0,2872,32,674,4572,2.58,62.82,0.7,14.74,0.2424
POA3804,8466,42,2630,803,2599,450,2250,3.4,1479,1342,779,1406,17.47,15.85,9.2,16.61,2518,2424,29.74,28.63,516,6.09,3171,473,37,2303,137.69,20.54,2140,216,2358,90.75,9.16,189,26,8.02,1.1,20,238,846,1229,2358,0.85,88,973,1216,99,2358,41.26,51.57,4.2,92.83,21,3,0,2532,22,978,4277,0.56,59.2,0.51,22.87,0.1711
POA3805,58600,35,1942,745,2051,380,1837,3.1,12165,8952,8166,6129,20.76,15.28,13.94,10.46,23415,23244,39.96,39.67,3250,5.55,23672,6838,454,15687,150.9,43.59,14930,2989,17929,83.27,16.67,2633,357,14.69,1.99,500,4469,7671,5057,17929,2.79,70.99,4455,9024,4057,17929,24.85,50.33,22.63,75.18,377,129,0,17220,127,5171,28461,1.78,60.5,0.45,18.17,0.1957
POA3806,51308,38,2122,855,2354,400,2000,2.9,10654,6870,5510,7279,20.76,13.39,10.74,14.19,17335,14496,33.79,28.25,2512,4.9,21060,4987,244,14118,149.17,35.32,13717,3231,16948,80.94,19.06,2939,295,17.34,1.74,476,4768,7499,4023,16948,2.81,67.98,4893,7822,3681,16948,28.87,46.15,21.72,75.02,332,44,5,14219,163,6537,25882,1.47,54.94,0.63,25.26,0.1885
POA3807,7655,39,2303,889,2628,390,2037,2.9,1473,1201,729,1006,19.24,15.69,9.52,13.14,1529,853,19.97,11.14,310,4.05,2999,604,42,2101,142.74,28.75,2046,470,2524,81.06,18.62,437,38,17.31,1.51,74,566,1021,843,2524,2.93,73.85,832,1251,399,2524,32.96,49.56,15.81,82.53,53,7,0,2329,32,1001,4210,1.43,55.32,0.76,23.78,0.1693
POA3808,3147,42,2731,991,2834,350,2230,3.1,637,416,210,520,20.24,13.22,6.67,16.52,403,131,12.81,4.16,132,4.19,1312,125,18,843,155.63,14.83,822,109,925,88.86,11.78,102,7,11.03,0.76,3,94,394,432,925,0.32,89.3,365,496,37,925,39.46,53.62,4,93.08,5,0,0,912,13,431,1680,0.3,54.29,0.77,25.65,0.1282
POA3809,19662,31,2123,973,2265,396,2000,2.9,4890,2276,4161,1476,24.87,11.58,21.16,7.51,6756,6181,34.36,31.44,626,3.18,9396,2154,138,5507,170.62,39.11,5375,1219,6593,81.53,18.49,1079,141,16.37,2.14,85,2084,3183,1191,6593,1.29,66.34,940,3769,1748,6593,14.26,57.17,26.51,71.42,202,7,0,6064,56,2317,10526,1.99,57.61,0.53,22.01,0.1865
POA3810,55588,33,1677,784,1894,351,1733,2.8,13275,6583,9651,6684,23.88,11.84,17.36,12.02,15353,12678,27.62,22.81,3082,5.54,22876,7818,463,14845,154.1,52.66,14336,4580,18914,75.8,24.21,4056,524,21.44,2.77,663,6470,7740,3775,18914,3.51,60.88,3642,8749,5711,18914,19.26,46.26,30.19,65.51,478,59,0,16123,232,4224,26180,2.05,61.59,0.89,16.13,0.2093
POA3812,2488,42,2014,777,2197,305,2079,2.9,452,319,258,387,18.17,12.82,10.37,15.55,281,92,11.29,3.7,90,3.62,871,197,19,674,129.23,29.23,635,142,783,81.1,18.14,130,12,16.6,1.53,13,127,269,363,783,1.66,80.72,283,359,109,783,36.14,45.85,13.92,81.99,7,0,0,761,22,244,1291,0.54,58.95,1.7,18.9,0.1514
POA3813,963,43,2111,776,2327,293,1965,2.9,152,149,111,145,15.78,15.47,11.53,15.06,99,19,10.28,1.97,34,3.53,254,103,3,250,101.6,41.2,242,65,311,77.81,20.9,62,5,19.94,1.61,7,51,110,138,311,2.25,79.74,107,138,44,311,34.41,44.37,14.15,78.78,3,0,0,267,14,121,495,0.61,53.94,2.83,24.44,0.1388
POA3814,2604,40,1681,746,2005,330,1853,2.8,526,305,302,493,20.2,11.71,11.6,18.93,261,93,10.02,3.57,114,4.38,995,171,8,705,141.13,24.26,687,177,864,79.51,20.49,164,20,18.98,2.31,7,188,370,285,864,0.81,75.81,326,407,97,864,37.73,47.11,11.23,84.84,7,7,0,768,36,210,1273,1.1,60.33,2.83,16.5,0.1963
POA3815,3693,39,1928,772,2214,311,1971,2.8,790,455,389,659,21.39,12.32,10.53,17.84,327,81,8.85,2.19,168,4.55,1461,274,21,994,146.98,27.57,966,245,1210,79.83,20.25,228,17,18.84,1.4,26,250,467,443,1210,2.15,75.21,416,604,130,1210,34.38,49.92,10.74,84.3,8,4,0,1057,25,310,1779,0.67,59.42,1.41,17.43,0.1613
POA3816,3227,37,1491,728,1869,330,1517,2.6,704,317,466,500,21.82,9.82,14.44,15.49,310,124,9.61,3.84,192,5.95,1078,409,24,843,127.88,48.52,817,308,1133,72.11,27.18,290,24,25.6,2.12,25,335,437,315,1133,2.21,66.37,328,531,220,1133,28.95,46.87,19.42,75.82,16,0,0,932,15,210,1462,1.09,63.75,1.03,14.36,0.2213
POA3818,17313,40,1456,702,1797,330,1649,2.5,3475,1784,2281,3721,20.07,10.3,13.18,21.49,2187,817,12.63,4.72,1226,7.08,5762,1970,112,4835,119.17,40.74,4722,1721,6450,73.21,26.68,1597,125,24.76,1.94,184,2063,2574,1544,6450,2.85,63.84,2378,2573,1296,6450,36.87,39.89,20.09,76.76,51,8,0,4959,130,1148,7785,0.76,63.7,1.67,14.75,0.2266
POA3820,20054,40,1566,755,1984,321,1625,2.5,3674,2226,2708,4320,18.32,11.1,13.5,21.54,2794,1358,13.93,6.77,1474,7.35,6291,2243,138,5459,115.24,41.09,5380,2180,7559,71.17,28.84,2009,174,26.58,2.3,361,2552,2994,1566,7559,4.78,60.33,2829,2821,1694,7559,37.43,37.32,22.41,74.75,38,21,0,5943,181,1355,9342,0.63,63.62,1.94,14.5,0.205
POA3821,3142,44,1834,768,2157,280,1733,2.7,602,338,301,609,19.16,10.76,9.58,19.38,233,48,7.42,1.53,100,3.18,1039,197,16,860,120.81,22.91,843,209,1047,80.52,19.96,194,12,18.53,1.15,3,152,380,495,1047,0.29,83.57,502,417,83,1047,47.95,39.83,7.93,87.77,0,0,0,909,58,363,1657,0,54.86,3.5,21.91,0.1527
POA3822,1001,41,1790,807,1972,300,1517,2.8,199,116,99,159,19.88,11.59,9.89,15.88,71,12,7.09,1.2,52,5.19,356,81,11,276,128.99,29.35,272,61,330,82.42,18.48,52,9,15.76,2.73,0,39,132,152,330,0,86.06,143,151,27,330,43.33,45.76,8.18,89.09,0,6,0,314,10,90,508,1.18,61.81,1.97,17.72,0.1676
POA3823,2117,45,1375,721,1787,320,1517,2.4,365,210,258,505,17.24,9.92,12.19,23.85,260,60,12.28,2.83,114,5.38,630,204,15,627,100.48,32.54,605,239,849,71.26,28.15,226,13,26.62,1.53,20,240,348,216,849,2.36,66.43,375,322,114,849,44.17,37.93,13.43,82.1,5,0,0,602,28,188,991,0.5,60.75,2.83,18.97,0.2327
POA3824,5438,43,1482,729,1888,300,1500,2.4,1037,568,567,1262,19.07,10.45,10.43,23.21,549,232,10.1,4.27,328,6.03,1738,648,39,1491,116.57,43.46,1467,596,2067,70.97,28.83,554,45,26.8,2.18,56,625,841,509,2067,2.71,65.31,852,758,376,2067,41.22,36.67,18.19,77.89,11,3,0,1607,76,322,2488,0.56,64.59,3.05,12.94,0.2024
POA3825,21078,45,1073,597,1483,215,1083,2.2,3454,2255,2537,4979,16.39,10.7,12.04,23.62,2612,1115,12.39,5.29,2103,9.98,4887,3051,168,5392,90.63,56.58,5295,3452,8743,60.56,39.48,3219,228,36.82,2.61,778,3183,2708,1846,8743,8.9,52.09,3383,2685,2290,8743,38.69,30.71,26.19,69.4,29,33,6,5503,149,843,8196,0.83,67.14,1.82,10.29,0.2004
POA3831,2012,48,1391,684,1565,250,1610,2.5,356,206,182,513,17.69,10.24,9.05,25.5,210,54,10.44,2.68,103,5.12,562,153,10,547,102.74,27.97,539,179,713,75.6,25.11,168,9,23.56,1.26,6,175,282,236,713,0.84,72.65,331,278,78,713,46.42,38.99,10.94,85.41,3,0,0,526,30,172,882,0.34,59.64,3.4,19.5,0.1797
POA3832,245,53,1208,645,1402,250,1334,2.2,40,29,19,74,16.33,11.84,7.76,30.2,27,0,11.02,0,20,8.16,56,32,0,77,72.73,41.56,73,35,112,65.18,31.25,32,0,28.57,0,0,36,39,36,112,0,66.96,60,38,9,112,53.57,33.93,8.04,87.5,0,0,0,59,8,27,124,0,47.58,6.45,21.77,0.207
POA3833,340,56,954,483,1292,250,1083,2,33,20,22,97,9.71,5.88,6.47,28.53,57,32,16.76,9.41,28,8.24,49,15,4,78,62.82,19.23,75,51,128,58.59,39.84,50,5,39.06,3.91,0,44,46,36,128,0,64.06,77,37,10,128,60.16,28.91,7.81,89.06,0,0,0,60,13,32,128,0,46.88,10.16,25,0.2621
POA3835,475,46,1220,613,1525,250,1300,2.4,87,52,50,102,18.32,10.95,10.53,21.47,43,23,9.05,4.84,30,6.32,116,63,0,139,83.45,45.32,137,46,185,74.05,24.86,43,0,23.24,0,6,37,69,70,185,3.24,75.14,88,63,18,185,47.57,34.05,9.73,81.62,0,0,0,121,15,45,231,0,52.38,6.49,19.48,0.2049
POA3840,17225,44,1038,560,1386,215,1083,2.2,3010,1894,2025,3817,17.47,11,11.76,22.16,2586,1633,15.01,9.48,1724,10.01,3941,2630,164,4361,90.37,60.31,4279,2529,6805,62.88,37.16,2334,198,34.3,2.91,598,2616,2198,1224,6805,8.79,50.29,2638,1897,1998,6805,38.77,27.88,29.36,66.64,12,53,0,4058,114,629,6068,1.07,66.88,1.88,10.37,0.2071
POA3842,4924,38,1109,577,1347,230,997,2.3,932,638,637,960,18.93,12.96,12.94,19.5,597,239,12.12,4.85,414,8.41,1215,855,47,1326,91.63,64.48,1309,615,1925,68,31.95,550,62,28.57,3.22,98,728,722,340,1925,5.09,55.17,728,585,568,1925,37.82,30.39,29.51,68.21,4,10,0,1256,13,204,1816,0.77,69.16,0.72,11.23,0.2074
POA3844,31179,40,1551,774,2007,277,1324,2.4,5750,3533,4209,6104,18.44,11.33,13.5,19.58,3877,2101,12.43,6.74,2107,6.76,9439,3832,214,8336,113.23,45.97,8204,3888,12098,67.81,32.14,3557,333,29.4,2.75,638,4141,4640,2501,12098,5.27,59.03,4289,4606,2843,12098,35.45,38.07,23.5,73.52,16,66,0,9680,245,1718,14599,0.56,66.31,1.68,11.77,0.1786
POA3847,2278,43,1302,630,1660,250,1235,2.4,386,221,289,487,16.94,9.7,12.69,21.38,203,75,8.91,3.29,159,6.98,629,228,16,612,102.78,37.25,601,258,857,70.13,30.11,229,21,26.72,2.45,20,221,316,269,857,2.33,68.26,341,335,125,857,39.79,39.09,14.59,78.88,0,6,0,607,34,135,960,0.62,63.23,3.54,14.06,0.192
POA3850,15472,42,1339,704,1787,280,1300,2.3,2830,1708,1885,3395,18.29,11.04,12.18,21.94,1959,967,12.66,6.25,1299,8.4,4399,1982,136,4065,108.22,48.76,4012,2185,6200,64.71,35.24,2019,163,32.56,2.63,427,2414,2290,970,6200,6.89,52.58,2192,1860,1982,6200,35.35,30,31.97,65.35,3,20,0,4366,288,620,6654,0.35,65.61,4.33,9.32,0.2091
POA3851,6231,47,1120,571,1521,205,1300,2.3,832,517,718,1394,13.35,8.3,11.52,22.37,940,178,15.09,2.86,337,5.41,1393,371,42,1488,93.62,24.93,1461,689,2155,67.8,31.97,640,52,29.7,2.41,49,619,828,628,2155,2.27,67.56,1141,717,178,2155,52.95,33.27,8.26,86.22,0,4,0,1348,71,368,2267,0.18,59.46,3.13,16.23,0.183
POA3852,210,24,1625,1533,4250,75,737,2.1,5,112,64,0,2.38,53.33,30.48,0,23,7,10.95,3.33,0,0,10,0,0,4,250,0,6,7,8,75,87.5,7,0,87.5,0,0,0,5,0,8,0,62.5,5,3,0,8,62.5,37.5,0,100,4,0,0,25,114,8,192,2.08,13.02,59.38,4.17,0.0462
POA3854,1478,41,1967,809,2229,260,1517,2.8,290,177,169,239,19.62,11.98,11.43,16.17,77,28,5.21,1.89,70,4.74,548,95,0,423,129.55,22.46,411,97,509,80.75,19.06,86,6,16.9,1.18,0,91,200,212,509,0,80.94,223,219,44,509,43.81,43.03,8.64,86.84,0,0,0,482,9,101,768,0,62.76,1.17,13.15,0.1322
POA3856,1085,39,1732,782,2036,270,1400,2.7,227,115,128,161,20.92,10.6,11.8,14.84,52,8,4.79,0.74,40,3.69,364,96,0,304,119.74,31.58,293,82,371,78.98,22.1,76,5,20.49,1.35,9,67,135,167,371,2.43,81.4,143,198,13,371,38.54,53.37,3.5,91.91,0,5,0,360,12,48,511,0.98,70.45,2.35,9.39,0.1559
POA3857,389,47,1571,684,1784,215,1262,2.7,60,47,43,87,15.42,12.08,11.05,22.37,29,3,7.46,0.77,25,6.43,83,36,3,110,75.45,32.73,110,24,129,85.27,18.6,17,3,13.18,2.33,9,21,38,70,129,6.98,83.72,71,43,11,129,55.04,33.33,8.53,88.37,0,0,0,121,4,20,182,0,66.48,2.2,10.99,0.1369
POA3858,3125,46,1193,595,1568,216,1127,2.4,529,334,322,791,16.93,10.69,10.3,25.31,287,103,9.18,3.3,214,6.85,844,284,33,795,106.16,35.72,783,358,1142,68.56,31.35,336,23,29.42,2.01,42,322,402,356,1142,3.68,66.37,501,386,188,1142,43.87,33.8,16.46,77.67,0,0,0,821,54,147,1290,0,63.64,4.19,11.4,0.1811
POA3859,945,42,1579,751,1800,250,1394,2.5,185,106,109,195,19.58,11.22,11.53,20.63,80,44,8.47,4.66,45,4.76,320,62,7,248,129.03,25,240,88,332,72.29,26.51,77,11,23.19,3.31,7,62,120,130,332,2.11,75.3,131,111,60,332,39.46,33.43,18.07,72.89,0,0,0,257,35,89,458,0,56.11,7.64,19.43,0.1583
POA3860,7455,43,1311,679,1735,250,1300,2.3,1392,780,810,1728,18.67,10.46,10.87,23.18,626,199,8.4,2.67,500,6.71,2186,776,46,2018,108.33,38.45,1999,913,2912,68.65,31.35,858,55,29.46,1.89,105,879,1117,759,2912,3.61,64.42,1183,1059,548,2912,40.62,36.37,18.82,76.99,0,7,0,2107,85,350,3225,0.22,65.33,2.64,10.85,0.1907
POA3862,3547,42,1388,701,1726,280,1300,2.5,673,373,437,779,18.97,10.52,12.32,21.96,271,64,7.64,1.8,184,5.19,1163,290,24,998,116.53,29.06,981,371,1350,72.67,27.48,350,27,25.93,2,20,326,572,412,1350,1.48,72.89,577,566,158,1350,42.74,41.93,11.7,84.67,0,3,0,1091,30,199,1619,0.19,67.39,1.85,12.29,0.2017
POA3864,241,48,1274,575,1583,190,1218,2.5,35,21,25,53,14.52,8.71,10.37,21.99,19,0,7.88,0,10,4.15,63,22,0,73,86.3,30.14,63,22,92,68.48,23.91,22,0,23.91,0,0,16,37,43,92,0,86.96,47,35,4,92,51.09,38.04,4.35,89.13,0,0,0,65,0,25,103,0,63.11,0,24.27,0.1491
POA3865,527,43,1292,702,1449,260,1149,2.5,81,49,77,124,15.37,9.3,14.61,23.53,95,62,18.03,11.76,43,8.16,129,36,0,140,92.14,25.71,138,53,188,73.4,28.19,48,6,25.53,3.19,4,57,71,54,188,2.13,66.49,83,76,26,188,44.15,40.43,13.83,84.57,0,0,0,171,12,17,252,0,67.86,4.76,6.75,0.2012
POA3869,1738,43,1676,744,1995,250,1419,2.5,303,180,213,331,17.43,10.36,12.26,19.04,168,43,9.67,2.47,97,5.58,548,153,0,510,107.45,30,501,161,661,75.79,24.36,154,7,23.3,1.06,19,150,269,210,661,2.87,72.47,280,287,78,661,42.36,43.42,11.8,85.78,0,0,0,575,9,100,871,0,66.02,1.03,11.48,0.1492
POA3870,1319,50,1219,599,1461,213,1100,2.3,199,120,127,295,15.09,9.1,9.63,22.37,154,48,11.68,3.64,76,5.76,337,105,10,350,96.29,30,346,169,511,67.71,33.07,158,7,30.92,1.37,11,136,196,160,511,2.15,69.67,248,202,49,511,48.53,39.53,9.59,88.06,0,0,0,336,14,114,560,0,60,2.5,20.36,0.1747
POA3871,3039,48,1272,648,1652,258,1387,2.4,543,262,246,772,17.87,8.62,8.09,25.4,370,111,12.18,3.65,248,8.16,882,299,14,811,108.75,36.87,792,377,1159,68.33,32.53,357,16,30.8,1.38,30,359,437,309,1159,2.59,64.37,564,429,136,1159,48.66,37.01,11.73,85.68,0,6,0,738,47,255,1306,0.46,56.51,3.6,19.53,0.2028
