poa_code_2021,total_population,median_age,median_household_income_weekly,median_personal_income_weekly,median_family_income_weekly,median_rent_weekly,median_mortgage_monthly,average_household_size,age_0_14_count,age_15_24_count,age_25_34_count,age_65_plus_count,age_0_14_pct,age_15_24_pct,age_25_34_pct,age_65_plus_pct,born_overseas_count,language_other_than_english_count,born_overseas_pct,language_other_than_english_pct,need_for_assistance_count,need_for_assistance_pct,couple_family_with_children_count,one_parent_family_count,other_family_count,total_families,couple_family_with_children_pct,one_parent_family_pct,family_households_count,non_family_households_count,total_households,family_households_pct,non_family_households_pct,lone_person_households_count,group_households_count,lone_person_households_pct,group_households_pct,no_car_households_count,one_car_households_count,two_car_households_count,three_plus_car_households_count,car_households_total,no_car_households_pct,two_plus_car_households_pct,owned_outright_count,owned_with_mortgage_count,rented_count,tenure_total,owned_outright_pct,owned_with_mortgage_pct,renters_pct,owner_occupied_pct,train_to_work_count,bus_to_work_count,tram_to_work_count,car_driver_to_work_count,walk_to_work_count,worked_from_home_count,travel_to_work_total,public_transport_to_work_pct,car_to_work_pct,walk_to_work_pct,worked_from_home_pct,rent_to_income_ratio
POA3000,43084,28,1306,768,1857,370,1733,1.7,1464,12553,17665,1352,3.4,29.14,41,3.14,29660,26009,68.84,60.37,502,1.17,2653,1286,1591,7582,34.99,16.96,7534,14211,21750,34.64,65.34,10393,3823,47.78,17.58,15272,5385,529,97,21750,70.22,2.88,2244,2416,16357,21750,10.32,11.11,75.2,21.43,1774,342,3238,1894,4191,8241,25902,20.67,7.31,16.18,31.82,0.2833
POA3002,4896,42,2345,1532,3733,480,2383,1.8,286,367,1144,1094,5.84,7.5,23.37,22.34,1348,689,27.53,14.07,187,3.82,537,176,62,1199,44.79,14.68,1195,1202,2396,49.87,50.17,1035,170,43.2,7.1,452,1263,539,115,2396,18.86,27.3,645,428,1264,2396,26.92,17.86,52.75,44.78,44,15,121,558,359,1501,3078,5.85,18.13,11.66,48.77,0.2047
POA3003,8025,31,1788,1058,2406,388,2106,1.9,586,1325,3248,351,7.3,16.51,40.47,4.37,4294,3610,53.51,44.98,127,1.58,1245,347,149,1848,67.37,18.78,1836,2015,3853,47.65,52.3,1504,512,39.03,13.29,1383,1943,401,74,3853,35.89,12.33,453,795,2511,3853,11.76,20.63,65.17,32.39,270,38,311,860,608,2021,5262,11.76,16.34,11.55,38.41,0.217
POA3004,11482,37,2090,1343,2727,451,2000,1.7,810,916,3363,1943,7.05,7.98,29.29,16.92,5366,3809,46.73,33.17,326,2.84,1556,594,176,2785,55.87,21.33,2773,2958,5728,48.41,51.64,2566,384,44.8,6.7,1178,3533,835,120,5728,20.57,16.67,1246,1195,3143,5728,21.75,20.86,54.87,42.62,55,15,583,1488,549,2996,6939,9.41,21.44,7.91,43.18,0.2158
POA3006,22699,31,1927,1171,2450,411,1900,1.8,1359,3319,9434,1291,5.99,14.62,41.56,5.69,13883,11068,61.16,48.76,310,1.37,2634,1054,517,5311,49.6,19.85,5284,6643,11920,44.33,55.73,5113,1520,42.89,12.75,4766,5947,941,111,11920,39.98,8.83,1500,2114,7984,11920,12.58,17.73,66.98,30.32,458,65,1310,2360,2014,6327,15613,11.74,15.12,12.9,40.52,0.2133
POA3008,15495,32,1957,1182,2461,411,2000,1.8,1208,1812,6036,944,7.8,11.69,38.95,6.09,9536,8256,61.54,53.28,213,1.37,2601,613,280,3899,66.71,15.72,3880,3665,7540,51.46,48.61,2973,689,39.43,9.14,3044,3514,765,132,7540,40.37,11.9,930,1359,5059,7540,12.33,18.02,67.1,30.36,209,27,1012,1543,707,4309,9443,13.22,16.34,7.49,45.63,0.21
POA3011,22278,34,1896,981,2474,369,2000,2.1,2731,2305,6195,2333,12.26,10.35,27.81,10.47,8512,7779,38.21,34.92,1325,5.95,5151,1790,460,5297,97.24,33.79,5246,4206,9450,55.51,44.51,3300,906,34.92,9.59,1787,5110,1949,470,9450,18.91,25.6,1525,2739,4945,9450,16.14,28.98,52.33,45.12,797,216,39,3670,375,5013,12913,8.15,28.42,2.9,38.82,0.1946
POA3012,27023,35,1987,976,2513,370,2100,2.4,4580,2630,6061,2877,16.95,9.73,22.43,10.65,9930,9931,36.75,36.75,1530,5.66,8660,2679,413,6868,126.09,39.01,6744,3807,10550,63.92,36.09,3051,758,28.92,7.18,1115,4899,3378,1002,10550,10.57,41.52,2220,3751,4289,10550,21.04,35.55,40.65,56.6,378,169,18,5657,228,5142,14603,3.87,38.74,1.56,35.21,0.1862
POA3013,15636,37,2485,1246,3216,462,2500,2.5,2996,1409,2654,1681,19.16,9.01,16.97,10.75,3851,3129,24.63,20.01,709,4.53,5869,1272,178,4245,138.26,29.96,4199,1859,6060,69.29,30.68,1543,317,25.46,5.23,569,2732,2134,572,6060,9.39,44.65,1608,2323,2011,6060,26.53,38.33,33.18,64.87,383,31,0,2850,190,3920,8999,4.6,31.67,2.11,43.56,0.1859
POA3015,18634,38,2556,1241,3214,460,2500,2.6,4020,1670,2472,2089,21.57,8.96,13.27,11.21,4377,3449,23.49,18.51,816,4.38,7912,1656,187,5133,154.14,32.26,5081,1818,6897,73.67,26.36,1591,227,23.07,3.29,376,2847,2810,804,6897,5.45,52.4,1887,2798,2087,6897,27.36,40.57,30.26,67.93,302,25,5,3632,116,4307,10185,3.26,35.66,1.14,42.29,0.18
POA3016,16025,45,2382,1089,3234,450,2600,2.5,2815,1898,1297,2920,17.57,11.84,8.09,18.22,3665,2406,22.87,15.01,747,4.66,5544,1336,118,4430,125.15,30.16,4387,1733,6118,71.71,28.33,1631,102,26.66,1.67,513,2409,2262,866,6118,8.39,51.13,2352,2052,1570,6118,38.44,33.54,25.66,71.98,198,14,0,2900,217,3426,8257,2.57,35.12,2.63,41.49,0.1889
POA3018,13556,42,1861,945,2475,390,2200,2.3,2382,1105,1569,2655,17.57,8.15,11.57,19.59,3784,2619,27.91,19.32,818,6.03,4490,1330,130,3814,117.72,34.87,3755,1839,5591,67.16,32.89,1709,133,30.57,2.38,451,2377,2008,701,5591,8.07,48.45,2080,1694,1662,5591,37.2,30.3,29.73,67.5,185,24,0,2834,103,2373,6710,3.11,42.24,1.54,35.37,0.2096
POA3019,9682,34,1451,622,1600,312,1859,2.7,1508,1256,2222,1192,15.58,12.97,22.95,12.31,5330,6224,55.05,64.28,606,6.26,2613,1643,215,2380,109.79,69.03,2271,1145,3412,66.56,33.56,876,272,25.67,7.97,425,1399,1052,450,3412,12.46,44.02,641,1010,1620,3412,18.79,29.6,47.48,48.39,92,89,3,2207,47,868,4341,4.24,50.84,1.08,20,0.215
POA3020,44372,37,1428,608,1592,340,1733,2.7,7254,5279,8090,7266,16.35,11.9,18.23,16.38,22629,26879,51,60.58,3609,8.13,12683,6750,744,11142,113.83,60.58,10637,4568,15211,69.93,30.03,3703,871,24.34,5.73,1524,5951,4900,2521,15211,10.02,48.79,5224,4353,5011,15211,34.34,28.62,32.94,62.96,672,272,8,10031,209,3634,18907,5.04,53.05,1.11,19.22,0.2381
POA3021,55112,37,1238,494,1343,325,1500,2.8,9358,6994,9237,9756,16.98,12.69,16.76,17.7,30810,36924,55.9,67,4610,8.36,15593,9442,936,14007,111.32,67.41,13235,4701,17935,73.79,26.21,3911,786,21.81,4.38,1583,6675,5978,3293,17935,8.83,51.69,6477,4983,5674,17935,36.11,27.78,31.64,63.9,901,122,8,12059,157,2533,20252,5.09,59.54,0.78,12.51,0.2625
POA3022,3170,37,1452,698,1734,340,1700,2.4,544,279,605,514,17.16,8.8,19.09,16.21,1371,1515,43.25,47.79,284,8.96,874,457,63,748,116.84,61.1,722,420,1143,63.17,36.75,366,57,32.02,4.99,99,489,356,172,1143,8.66,46.19,342,372,393,1143,29.92,32.55,34.38,62.47,34,11,0,738,16,297,1355,3.32,54.46,1.18,21.92,0.2342
POA3023,67146,35,1905,719,2017,381,1869,3.2,14271,9067,9573,7022,21.25,13.5,14.26,10.46,30747,35634,45.79,53.07,3657,5.45,27378,8269,621,17074,160.35,48.43,16242,3457,19696,82.46,17.55,3009,449,15.28,2.28,727,5674,8340,4664,19696,3.69,66.02,5300,9397,4291,19696,26.91,47.71,21.79,74.62,479,161,5,16642,161,6129,29670,2.17,56.09,0.54,20.66,0.2
POA3024,34004,31,1995,842,2077,350,1800,3.1,9180,4087,6238,2085,27,12.02,18.34,6.13,14888,14936,43.78,43.92,1603,4.71,16765,4563,257,9101,184.21,50.14,8729,1764,10489,83.22,16.82,1454,315,13.86,3,353,4130,4188,1669,10489,3.37,55.84,1443,5717,3086,10489,13.76,54.5,29.42,68.26,612,80,0,7702,93,4108,15772,4.39,48.83,0.59,26.05,0.1754
POA3025,12962,37,1695,753,2137,400,2167,2.6,2624,1149,2047,2522,20.24,8.86,15.79,19.46,4526,5497,34.92,42.41,1221,9.42,4660,1591,173,3385,137.67,47,3313,1385,4697,70.53,29.49,1255,130,26.72,2.77,471,1765,1711,662,4697,10.03,50.52,1674,1429,1443,4697,35.64,30.42,30.72,66.06,61,62,0,2636,51,1665,5482,2.24,48.08,0.93,30.37,0.236
POA3026,8770,32,2242,848,2212,397,1976,3.5,2439,1057,1181,457,27.81,12.05,13.47,5.21,4202,5094,47.91,58.08,357,4.07,4704,1004,57,2196,214.21,45.72,2061,302,2368,87.04,12.75,243,56,10.26,2.36,62,519,1160,593,2368,2.62,74.03,384,1384,535,2368,16.22,58.45,22.59,74.66,80,14,4,2361,18,821,4046,2.42,58.35,0.44,20.29,0.1771
POA3027,9448,31,2582,1006,2592,420,2167,3.2,2299,1127,1965,364,24.33,11.93,20.8,3.85,5537,5888,58.6,62.32,224,2.37,4793,696,107,2458,195,28.32,2339,484,2823,82.86,17.14,321,164,11.37,5.81,77,996,1238,461,2823,2.73,60.18,278,1365,1108,2823,9.85,48.35,39.25,58.2,204,19,0,2056,34,1724,4976,4.48,41.32,0.68,34.65,0.1627
POA3028,28191,38,1634,746,1947,341,1733,2.5,4823,3029,4471,4320,17.11,10.74,15.86,15.32,10468,10125,37.13,35.92,2089,7.41,8775,3661,323,7677,114.3,47.69,7483,3035,10524,71.1,28.84,2663,375,25.3,3.56,633,4125,3855,1745,10524,6.01,53.21,3639,3567,3069,10524,34.58,33.89,29.16,68.47,437,62,3,6887,102,3090,13291,3.78,51.82,0.77,23.25,0.2087
POA3029,129888,31,1960,812,2018,371,1900,3.2,33993,15305,24770,8852,26.17,11.78,19.07,6.82,67546,74599,52,57.43,4638,3.57,65537,12322,1296,32901,199.19,37.45,31480,6493,37971,82.91,17.1,5122,1372,13.49,3.61,1183,12747,16257,7109,37971,3.12,61.54,6596,19206,10926,37971,17.37,50.58,28.77,67.95,1601,315,12,31614,347,12584,58728,3.28,53.83,0.59,21.43,0.1893
POA3030,119201,34,2057,863,2242,371,2000,2.9,28860,13569,18359,10982,24.21,11.38,15.4,9.21,52710,50665,44.22,42.5,5616,4.71,54844,13191,1087,31863,172.12,41.4,30796,7914,38707,79.56,20.45,6786,1124,17.53,2.9,1650,13705,16233,6595,38707,4.26,58.98,7835,17227,12577,38707,20.24,44.51,32.49,64.75,1214,223,6,27872,465,16075,56670,2.55,49.18,0.82,28.37,0.1804
POA3031,17772,35,1947,1106,2750,361,2119,2.1,2563,1907,4272,1933,14.42,10.73,24.04,10.88,5780,4974,32.52,27.99,900,5.06,4438,1747,297,4270,103.93,40.91,4241,3603,7842,54.08,45.94,2967,637,37.83,8.12,1495,4167,1692,359,7842,19.06,26.15,1318,2138,4214,7842,16.81,27.26,53.74,44.07,488,59,137,2459,340,4491,10189,6.71,24.13,3.34,44.08,0.1854
POA3032,29874,36,2057,1027,2643,381,2167,2.3,4586,3486,6047,3538,15.35,11.67,20.24,11.84,10594,10659,35.46,35.68,1237,4.14,8787,2574,429,7797,112.7,33.01,7663,4416,12080,63.44,36.56,3667,756,30.36,6.26,1235,5740,3691,1254,12080,10.22,40.94,3085,3944,4755,12080,25.54,32.65,39.36,58.19,310,54,381,6273,296,6140,16835,4.43,37.26,1.76,36.47,0.1852
POA3033,15078,43,1911,759,2257,406,2167,2.6,2646,1613,1642,3444,17.55,10.7,10.89,22.84,4373,5026,29,33.33,1232,8.17,5065,1703,124,4320,117.25,39.42,4235,1215,5447,77.75,22.31,1107,112,20.32,2.06,260,1751,2369,1009,5447,4.77,62.02,2505,1769,1022,5447,45.99,32.48,18.76,78.47,69,28,0,3486,48,2000,6984,1.39,49.91,0.69,28.64,0.2125
POA3034,12388,45,1587,666,2039,400,2167,2.6,1979,1172,1376,3311,15.98,9.46,11.11,26.73,4929,5822,39.79,47,1375,11.1,3863,1383,143,3456,111.78,40.02,3357,1138,4491,74.75,25.34,1044,93,23.25,2.07,298,1580,1743,798,4491,6.64,56.58,2115,1291,887,4491,47.09,28.75,19.75,75.84,53,31,12,2726,51,1456,5368,1.79,50.78,0.95,27.12,0.252
POA3036,5974,46,2043,820,2474,400,2167,2.7,948,726,560,1446,15.87,12.15,9.37,24.2,1323,1337,22.15,22.38,371,6.21,1889,571,19,1732,109.06,32.97,1695,464,2156,78.62,21.52,442,24,20.5,1.11,97,520,937,560,2156,4.5,69.43,1036,778,196,2156,48.05,36.09,9.09,84.14,13,5,0,1600,15,768,2947,0.61,54.29,0.51,26.06,0.1958
POA3037,51402,36,2047,749,2176,370,1838,3.1,10293,7577,6622,5680,20.02,14.74,12.88,11.05,19108,22775,37.17,44.31,3181,6.19,20349,6069,374,13854,146.88,43.81,13221,2575,15793,83.71,16.3,2335,240,14.79,1.52,499,4106,6346,4633,15793,3.16,69.52,4749,7687,2881,15793,30.07,48.67,18.24,78.74,560,72,3,14355,111,5262,25376,2.5,56.57,0.44,20.74,0.1808
POA3038,26703,44,1922,697,2141,381,1800,2.9,3877,3623,3127,5071,14.52,13.57,11.71,18.99,9523,11201,35.66,41.95,1938,7.26,7421,3081,158,7759,95.64,39.71,7446,1490,8933,83.35,16.68,1357,121,15.19,1.35,320,2182,3497,2810,8933,3.58,70.6,4425,3035,1170,8933,49.54,33.98,13.1,83.51,196,23,0,7498,59,2878,13144,1.67,57.05,0.45,21.9,0.1982
POA3039,16224,38,2111,1113,2926,400,2167,2.2,2251,1827,3138,2528,13.87,11.26,19.34,15.58,4576,3972,28.21,24.48,894,5.51,4540,1096,218,4165,109,26.31,4128,2733,6862,60.16,39.83,2364,373,34.45,5.44,1042,3146,1930,651,6862,15.19,37.61,2058,1986,2648,6862,29.99,28.94,38.59,58.93,374,35,196,3053,272,3642,9434,6.41,32.36,2.88,38.61,0.1895
POA3040,26722,39,2199,1063,2974,385,2383,2.4,4093,3687,3835,4182,15.32,13.8,14.35,15.65,6308,6195,23.61,23.18,1221,4.57,8419,2081,256,6972,120.75,29.85,6904,3561,10466,65.97,34.02,3164,391,30.23,3.74,842,4386,3480,1672,10466,8.05,49.23,3507,3246,3473,10466,33.51,31.01,33.18,64.52,397,56,177,6045,245,5203,14985,4.2,40.34,1.63,34.72,0.1751
POA3041,13111,40,2191,1005,2823,391,2383,2.6,2334,1755,1468,2160,17.8,13.39,11.2,16.47,2893,3019,22.07,23.03,587,4.48,4719,1111,110,3549,132.97,31.3,3499,1320,4811,72.73,27.44,1202,110,24.98,2.29,266,1710,1912,875,4811,5.53,57.93,1816,1699,1202,4811,37.75,35.31,24.98,73.06,119,24,59,3158,80,2278,7002,2.88,45.1,1.14,32.53,0.1785
POA3042,16763,40,1853,862,2347,410,2113,2.4,2896,1715,2288,3207,17.28,10.23,13.65,19.13,4082,4246,24.35,25.33,1135,6.77,5570,1957,231,4719,118.03,41.47,4654,2017,6668,69.8,30.25,1848,166,27.71,2.49,388,2527,2614,1073,6668,5.82,55.29,2630,2240,1646,6668,39.44,33.59,24.69,73.04,87,31,46,4246,94,2365,8531,1.92,49.77,1.1,27.72,0.2213
POA3043,17912,41,1505,700,1881,375,1900,2.5,2993,1859,2572,3799,16.71,10.38,14.36,21.21,5815,6023,32.46,33.63,1415,7.9,5545,2436,203,5020,110.46,48.53,4899,1961,6857,71.45,28.6,1819,141,26.53,2.06,364,2579,2654,1174,6857,5.31,55.83,2494,2382,1694,6857,36.37,34.74,24.7,71.11,57,64,21,4561,69,1679,8026,1.77,56.83,0.86,20.92,0.2492
POA3044,28701,37,2095,970,2568,401,2167,2.5,5110,3132,4833,4055,17.8,10.91,16.84,14.13,7999,9127,27.87,31.8,1851,6.45,10204,2660,315,7727,132.06,34.42,7622,3306,10928,69.75,30.25,2822,484,25.82,4.43,807,4582,3955,1459,10928,7.38,49.54,3418,3864,3389,10928,31.28,35.36,31.01,66.64,431,51,114,6432,122,5283,15393,3.87,41.79,0.79,34.32,0.1914
POA3045,64,37,0,262,0,0,1700,2,7,9,8,4,10.94,14.06,12.5,6.25,13,6,20.31,9.38,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,3,0,0,0,0,
POA3046,36772,35,1727,791,2053,371,2000,2.5,6463,4266,7631,5279,17.58,11.6,20.75,14.36,14572,16556,39.63,45.02,2749,7.48,12174,3926,539,9461,128.68,41.5,9267,4275,13545,68.42,31.56,3646,628,26.92,4.64,1259,5931,4425,1715,13545,9.29,45.33,3983,4499,4692,13545,29.41,33.22,34.64,62.62,1017,87,22,7881,186,4725,17533,6.42,44.95,1.06,26.95,0.2148
POA3047,21478,32,1159,470,1268,330,1449,3,4615,3001,3932,2545,21.49,13.97,18.31,11.85,10154,13228,47.28,61.59,2031,9.46,7505,3400,322,4914,152.73,69.19,4692,1840,6533,71.82,28.16,1520,318,23.27,4.87,794,2569,1959,1050,6533,12.15,46.06,1631,1838,2777,6533,24.97,28.13,42.51,53.1,309,104,3,3750,93,747,6531,6.37,57.42,1.42,11.44,0.2847
POA3048,18081,34,1225,442,1320,341,1443,3.2,3816,2611,2718,2355,21.11,14.44,15.03,13.02,8326,11983,46.05,66.27,1987,10.99,6279,3203,219,4458,140.85,71.85,4250,1034,5283,80.45,19.57,878,153,16.62,2.9,345,1776,1878,1148,5283,6.53,57.28,1498,1932,1602,5283,28.36,36.57,30.32,64.93,133,43,0,3427,25,661,5313,3.31,64.5,0.47,12.44,0.2784
POA3049,9812,40,1741,738,2123,360,1820,2.6,1651,1204,1329,1651,16.83,12.27,13.54,16.83,2630,2850,26.8,29.05,717,7.31,3059,1325,66,2706,113.05,48.97,2661,872,3535,75.28,24.67,808,65,22.86,1.84,154,1048,1459,814,3535,4.36,64.3,1269,1486,703,3535,35.9,42.04,19.89,77.93,50,12,0,2781,26,963,4710,1.32,59.04,0.55,20.45,0.2068
POA3051,14953,31,1717,943,2478,381,2035,2,1734,2770,4283,1238,11.6,18.52,28.64,8.28,6306,5631,42.17,37.66,494,3.3,2801,1282,259,3115,89.92,41.16,3094,3395,6486,47.7,52.34,2600,798,40.09,12.3,2095,3249,879,169,6486,32.3,16.16,858,1286,4134,6486,13.23,19.83,63.74,33.06,151,40,478,1534,1009,3247,8321,8.04,18.44,12.13,39.02,0.2219
POA3052,7297,26,1885,588,2567,396,2000,2.1,487,2767,1696,742,6.67,37.92,23.24,10.17,2698,2076,36.97,28.45,304,4.17,856,287,83,1032,82.95,27.81,1025,1120,2148,47.72,52.14,776,343,36.13,15.97,381,1203,431,112,2148,17.74,25.28,391,308,1377,2148,18.2,14.34,64.11,32.54,45,21,244,845,366,1360,3980,7.79,21.23,9.2,34.17,0.2101
POA3053,16034,27,1291,658,2064,365,1875,1.8,865,4910,5417,1348,5.39,30.62,33.78,8.41,8802,7643,54.9,47.67,587,3.66,1395,889,434,2533,55.07,35.1,2521,4403,6915,36.46,63.67,3139,1260,45.39,18.22,3294,2708,624,149,6915,47.64,11.18,922,696,5002,6915,13.33,10.07,72.34,23.4,190,84,686,1217,1137,3044,8499,11.3,14.32,13.38,35.82,0.2827
POA3054,8186,34,2355,1197,3081,541,2600,2.3,898,1101,2148,1264,10.97,13.45,26.24,15.44,1853,1166,22.64,14.24,240,2.93,1716,519,127,1951,87.95,26.6,1937,1524,3461,55.97,44.03,980,542,28.32,15.66,555,1745,892,237,3461,16.04,32.62,1030,647,1664,3461,29.76,18.69,48.08,48.45,18,26,252,1021,285,2399,5130,5.77,19.9,5.56,46.76,0.2297
POA3055,14746,34,1797,1004,2539,366,2000,2.1,1885,1767,3734,1796,12.78,11.98,25.32,12.18,4423,4071,29.99,27.61,836,5.67,3725,1065,220,3495,106.58,30.47,3461,3151,6612,52.34,47.66,2524,625,38.17,9.45,992,3457,1585,500,6612,15,31.53,1552,1763,3152,6612,23.47,26.66,47.67,50.14,68,63,394,2796,199,3300,8863,5.92,31.55,2.25,37.23,0.2037
POA3056,24912,34,2095,1086,2807,441,2156,2.1,2554,2995,7280,2788,10.25,12.02,29.22,11.19,7621,5936,30.59,23.83,1263,5.07,5016,1508,380,5780,86.78,26.09,5717,5337,11056,51.71,48.27,3784,1554,34.23,14.06,2339,5708,2203,697,11056,21.16,26.23,2616,2897,5307,11056,23.66,26.2,48,49.86,333,55,742,3344,591,7054,15877,7.12,21.06,3.72,44.43,0.2105
POA3057,13262,33,2088,1251,2838,421,2000,2,1251,1433,4445,1142,9.43,10.81,33.52,8.61,3997,3023,30.14,22.79,482,3.63,2445,852,199,3108,78.67,27.41,3093,3263,6351,48.7,51.38,2460,799,38.73,12.58,1191,3633,1142,336,6351,18.75,23.27,1143,1687,3391,6351,18,26.56,53.39,44.56,28,37,561,1872,260,4187,8945,7,20.93,2.91,46.81,0.2016
POA3058,34906,37,2046,891,2490,421,2167,2.5,5527,3832,6388,4963,15.83,10.98,18.3,14.22,10458,11105,29.96,31.81,2464,7.06,11030,3204,441,8990,122.69,35.64,8840,4464,13302,66.46,33.56,3346,1118,25.15,8.4,1645,6064,3912,1515,13302,12.37,40.8,4210,4417,4338,13302,31.65,33.21,32.61,64.85,417,97,500,6091,330,7094,18787,5.4,32.42,1.76,37.76,0.2058
POA3059,21274,35,2262,796,2323,430,2167,3.2,4523,2900,3128,2233,21.26,13.63,14.7,10.5,7183,9742,33.76,45.79,1085,5.1,9153,1981,113,5923,154.53,33.45,5710,635,6346,89.98,10.01,585,50,9.22,0.79,94,1188,2860,2114,6346,1.48,78.38,2015,3412,775,6346,31.75,53.77,12.21,85.52,102,28,4,6025,27,2343,10419,1.29,57.83,0.26,22.49,0.1901
POA3060,14274,35,1428,592,1677,376,1876,2.8,3021,1731,2371,2250,21.16,12.13,16.61,15.76,6451,8300,45.19,58.15,1272,8.91,5581,1583,161,3459,161.35,45.76,3338,1363,4704,70.96,28.98,1150,212,24.45,4.51,478,1929,1485,727,4704,10.16,47.02,1706,1392,1451,4704,36.27,29.59,30.85,65.86,236,31,11,2841,73,1244,5645,4.92,50.33,1.29,22.04,0.2633
POA3061,4977,38,1110,444,1270,320,1600,2.9,998,590,693,957,20.05,11.85,13.92,19.23,2338,3404,46.98,68.39,605,12.16,1803,688,56,1209,149.13,56.91,1134,460,1594,71.14,28.86,424,32,26.6,2.01,132,594,504,325,1594,8.28,52.01,630,480,419,1594,39.52,30.11,26.29,69.64,30,9,0,903,23,168,1451,2.69,62.23,1.59,11.58,0.2883
POA3062,6,52,1187,1042,1375,115,800,1.3,0,0,0,0,0,0,0,0,0,3,0,50,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,0,0,0,0,,,0,0,3,0,,,,,0,0,0,3,0,0,6,0,50,0,0,0.0969
POA3063,563,45,2410,825,2470,356,2167,3.1,81,89,40,94,14.39,15.81,7.1,16.7,88,83,15.63,14.74,33,5.86,194,45,6,152,127.63,29.61,144,24,169,85.21,14.2,21,0,12.43,0,0,19,47,95,169,0,84.02,78,71,19,169,46.15,42.01,11.24,88.17,0,0,0,165,5,59,284,0,58.1,1.76,20.77,0.1477
POA3064,114413,31,1822,688,1856,381,1900,3.4,29535,15211,21003,7285,25.81,13.29,18.36,6.37,55402,69535,48.42,60.78,6590,5.76,57845,12492,861,29309,197.36,42.62,27800,4735,32529,85.46,14.56,4015,714,12.34,2.19,952,9519,14254,7273,32529,2.93,66.18,4681,18513,8393,32529,14.39,56.91,25.8,71.3,962,251,3,29635,228,7922,48172,2.52,61.52,0.47,16.45,0.2091
POA3065,10431,35,2194,1265,3072,451,2500,2,1069,987,3072,1156,10.25,9.46,29.45,11.08,3268,2399,31.33,23,407,3.9,1517,922,160,2273,66.74,40.56,2258,2306,4565,49.46,50.51,1747,557,38.27,12.2,1233,2372,724,160,4565,27.01,19.36,823,919,2685,4565,18.03,20.13,58.82,38.16,48,20,280,1044,654,2973,6186,5.63,16.88,10.57,48.06,0.2056
POA3066,9179,33,2130,1338,2817,425,2167,1.9,902,846,3348,650,9.83,9.22,36.47,7.08,3198,2277,34.84,24.81,356,3.88,1177,814,137,2109,55.81,38.6,2093,2396,4489,46.63,53.37,1914,486,42.64,10.83,1274,2389,630,124,4489,28.38,16.8,484,1011,2888,4489,10.78,22.52,64.34,33.3,72,45,246,1115,526,2825,5889,6.16,18.93,8.93,47.97,0.1995
POA3067,9096,33,2196,1354,3024,424,2167,1.9,737,855,3278,854,8.1,9.4,36.04,9.39,3097,2129,34.05,23.41,322,3.54,1448,427,129,2127,68.08,20.08,2108,2294,4403,47.88,52.1,1796,500,40.79,11.36,928,2482,792,162,4403,21.08,21.67,684,1183,2436,4403,15.53,26.87,55.33,42.4,135,52,262,1331,368,2846,6224,7.21,21.38,5.91,45.73,0.1931
POA3068,19382,36,2406,1291,3347,500,2600,2.2,2611,1792,4582,2965,13.47,9.25,23.64,15.3,4582,2871,23.64,14.81,916,4.73,5010,1194,183,4645,107.86,25.71,4616,3532,8148,56.65,43.35,2618,914,32.13,11.22,1334,4195,1984,542,8148,16.37,31,2174,2020,3712,8148,26.68,24.79,45.56,51.47,155,57,367,2456,491,5650,11618,4.98,21.14,4.23,48.63,0.2078
POA3070,25276,37,2287,1166,3181,475,2400,2.3,3789,2523,5164,3321,14.99,9.98,20.43,13.14,6167,4904,24.4,19.4,1275,5.04,7384,1841,218,6257,118.01,29.42,6207,4034,10237,60.63,39.41,3103,932,30.31,9.1,1371,5136,2789,853,10237,13.39,35.58,3081,3091,3838,10237,30.1,30.19,37.49,60.29,401,92,244,3674,366,6975,14919,4.94,24.63,2.45,46.75,0.2077
POA3071,19005,37,1971,1042,2713,391,2200,2.3,2804,1855,3851,2580,14.75,9.76,20.26,13.58,5059,4797,26.62,25.24,1229,6.47,5619,1569,194,4773,117.72,32.87,4712,3280,7996,58.93,41.02,2691,596,33.65,7.45,1148,3771,2283,713,7996,14.36,37.47,2165,2306,3347,7996,27.08,28.84,41.86,55.92,208,65,236,3299,214,4623,10997,4.63,30,1.95,42.04,0.1984
POA3072,33790,37,1844,872,2345,392,2000,2.4,5065,3441,6682,4518,14.99,10.18,19.78,13.37,10947,11418,32.4,33.79,2146,6.35,9790,3283,579,8624,113.52,38.07,8461,5178,13645,62.01,37.95,4053,1126,29.7,8.25,1744,6449,3887,1386,13645,12.78,38.64,3711,4110,5472,13645,27.2,30.12,40.1,57.32,465,165,369,6528,374,6480,18295,5.46,35.68,2.04,35.42,0.2126
POA3073,51096,38,1541,741,1983,360,1986,2.4,7962,5228,9460,8831,15.58,10.23,18.51,17.28,18158,20740,35.54,40.59,4183,8.19,14862,5829,792,13259,112.09,43.96,12966,7292,20261,63.99,35.99,6233,1063,30.76,5.25,2243,8984,6182,2473,20261,11.07,42.72,6267,5885,7383,20261,30.93,29.05,36.44,59.98,860,216,150,11155,208,6761,24395,5.03,45.73,0.85,27.71,0.2336
