year,suburb_key,postcode,suburb_name,lga_key,lga_name,total_offences,person_offences,property_offences,disorder_offences,other_offences,total_offence_percentile,person_crime_percentile,property_crime_percentile,disorder_crime_percentile,crime_context_score,crime_context_label,crime_context_summary,crime_context_score_raw
2025,CHESHUNT SOUTH,3678,Cheshunt South,WANGARATTA,Wangaratta,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,CHESNEY VALE,3725,Chesney Vale,BENALLA,Benalla,5,0,1,4,0,0.3319,0.1455,0.1419,0.5339,87.6,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",77.8
2025,CHETWYND,3312,Chetwynd,WEST WIMMERA,West Wimmera,3,0,2,1,0,0.2182,0.1455,0.2661,0.3474,87.6,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",77.8
2025,CHEWTON,3451,Chewton,MOUNT ALEXANDER,Mount Alexander,23,4,15,4,0,0.6047,0.5759,0.6446,0.5339,46.4,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",41.2
2025,CHEWTON BUSHLANDS,3451,Chewton Bushlands,MOUNT ALEXANDER,Mount Alexander,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,CHILDERS,3824,Childers,BAW BAW,Baw Baw,3,1,2,0,0,0.2182,0.3566,0.2661,0.1417,80.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",71.4
2025,CHILTERN,3683,Chiltern,INDIGO,Indigo,82,20,33,29,0,0.7364,0.7588,0.7237,0.7546,28.5,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",25.3
2025,CHILTERN VALLEY,3683,Chiltern Valley,INDIGO,Indigo,1,0,0,1,0,0.0546,0.1455,0.0351,0.3474,95.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",84.7
2025,CHINANGIN,3544,Chinangin,SWAN HILL,Swan Hill,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,CHINTIN,3756,Chintin,MACEDON RANGES,Macedon Ranges,9,0,2,7,0,0.45,0.1455,0.2661,0.6114,81.6,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",72.5
2025,CHIRNSIDE PARK,3116,Chirnside Park,YARRA RANGES,Yarra Ranges,830,138,554,138,0,0.9133,0.9216,0.9191,0.8894,9.7,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",8.6
2025,CHOCOLYN,3260,Chocolyn,CORANGAMITE,Corangamite,4,1,2,1,0,0.2791,0.3566,0.2661,0.3474,75.7,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",67.2
2025,CHRISTMAS HILLS,3775,Christmas Hills,NILLUMBIK,Nillumbik,19,3,6,10,0,0.5782,0.5314,0.5084,0.6538,50.8,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",45.1
2025,CHUM CREEK,3777,Chum Creek,YARRA RANGES,Yarra Ranges,14,2,7,5,0,0.5297,0.4643,0.5389,0.5681,55.5,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",49.3
2025,CHURCHILL,3842,Churchill,LATROBE,Latrobe,719,148,321,250,0,0.9013,0.9279,0.8811,0.9323,9.6,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",8.5
2025,CHURCHILL ISLAND,3925,Churchill Island,BASS COAST,Bass Coast,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,CLARENDON,3352,Clarendon,MOORABOOL,Moorabool,9,1,8,0,0,0.45,0.3566,0.561,0.1417,70.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",62.5
2025,CLARETOWN,3352,Claretown,MOORABOOL,Moorabool,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,CLARINDA,3169,Clarinda,KINGSTON,Kingston,330,56,184,89,1,0.8416,0.8462,0.8365,0.8545,17.5,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",15.5
2025,CLARKEFIELD,3430,Clarkefield,HUME; MACEDON RANGES,Hume; Macedon Ranges,51,2,34,15,0,0.7023,0.4643,0.7276,0.7007,46.1,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",40.9
2025,CLARKES HILL,3352,Clarkes Hill,MOORABOOL,Moorabool,3,0,2,1,0,0.2182,0.1455,0.2661,0.3474,87.6,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",77.8
2025,CLAYTON,3168,Clayton,MONASH,Monash,2331,207,1740,382,2,0.972,0.9454,0.9812,0.9536,4.7,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",4.2
2025,CLAYTON SOUTH,3169,Clayton South,KINGSTON,Kingston,1363,140,1036,185,2,0.9431,0.9231,0.9594,0.912,7.7,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",6.8
2025,CLEAR LAKE,3409,Clear Lake,HORSHAM,Horsham,4,4,0,0,0,0.2791,0.5759,0.0351,0.1417,75.8,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",67.3
2025,CLEMATIS,3782,Clematis,CARDINIA,Cardinia,33,4,12,13,4,0.6515,0.5759,0.6154,0.6831,44.0,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",39.1
2025,CLIFTON CREEK,3875,Clifton Creek,EAST GIPPSLAND,East Gippsland,3,1,2,0,0,0.2182,0.3566,0.2661,0.1417,80.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",71.4
2025,CLIFTON HILL,3066,Clifton Hill,YARRA,Yarra,5,0,5,0,0,0.3319,0.1455,0.4695,0.1417,85.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",75.8
2025,CLIFTON HILL,3067,Clifton Hill,YARRA,Yarra,1,1,0,0,0,0.0546,0.3566,0.0351,0.1417,88.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",78.3
2025,CLIFTON HILL,3068,Clifton Hill,YARRA,Yarra,681,62,542,76,1,0.8959,0.8558,0.9172,0.8393,14.5,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",12.9
2025,CLIFTON SPRINGS,3222,Clifton Springs,GREATER GEELONG,Greater Geelong,203,61,82,58,2,0.8014,0.8537,0.782,0.8186,19.7,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",17.5
2025,CLONBINANE,3658,Clonbinane,MITCHELL,Mitchell,45,8,29,8,0,0.6919,0.6777,0.7132,0.6288,36.1,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",32.1
2025,CLOVERLEA,3822,Cloverlea,BAW BAW,Baw Baw,5,0,1,3,1,0.3319,0.1455,0.1419,0.4935,88.5,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",78.6
2025,CLUB TERRACE,3889,Club Terrace,EAST GIPPSLAND,East Gippsland,4,1,1,2,0,0.2791,0.3566,0.1419,0.4423,77.8,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",69.1
2025,CLUNES,3370,Clunes,HEPBURN,Hepburn,50,14,29,7,0,0.7,0.7333,0.7132,0.6114,33.4,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",29.7
2025,CLYDE,3978,Clyde,CASEY,Casey,1170,226,712,232,0,0.9335,0.9517,0.9369,0.9252,6.5,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",5.8
2025,CLYDE NORTH,3978,Clyde North,CASEY,Casey,2629,556,1509,564,0,0.9774,0.9883,0.9778,0.9724,2.0,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",1.8
2025,CLYDEBANK,3851,Clydebank,WELLINGTON,Wellington,8,3,5,0,0,0.427,0.5314,0.4695,0.1417,63.6,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",56.5
2025,CLYDESDALE,3461,Clydesdale,HEPBURN,Hepburn,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,COALVILLE,3825,Coalville,BAW BAW,Baw Baw,6,1,5,0,0,0.3729,0.3566,0.4695,0.1417,73.5,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",65.3
2025,COBAINS,3851,Cobains,WELLINGTON,Wellington,16,7,5,4,0,0.5531,0.6587,0.4695,0.5339,47.6,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",42.3
2025,COBAW,3442,Cobaw,MACEDON RANGES,Macedon Ranges,2,1,0,0,1,0.1467,0.3566,0.0351,0.1417,88.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",78.3
2025,COBBANNAH,3862,Cobbannah,EAST GIPPSLAND,East Gippsland,2,2,0,0,0,0.1467,0.4643,0.0351,0.1417,82.1,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",72.9
2025,COBBERAS,3900,Cobberas,EAST GIPPSLAND,East Gippsland,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,COBBLEBANK,3338,Cobblebank,MELTON,Melton,220,68,124,28,0,0.8094,0.8643,0.8106,0.7523,19.6,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",17.4
2025,COBDEN,3266,Cobden,CORANGAMITE,Corangamite,140,36,49,55,0,0.7745,0.8064,0.7494,0.8119,23.6,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",21.0
2025,COBRAM,3644,Cobram,MOIRA,Moira,1020,134,395,487,4,0.926,0.9199,0.8955,0.9651,8.8,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",7.8
2025,COBRAM EAST,3644,Cobram East,MOIRA,Moira,10,3,4,3,0,0.4701,0.5314,0.4181,0.4935,57.4,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",51.0
2025,COBRICO,3266,Cobrico,CORANGAMITE,Corangamite,7,0,3,4,0,0.4009,0.1455,0.3533,0.5339,80.5,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",71.5
2025,COBUNGRA,3898,Cobungra,EAST GIPPSLAND,East Gippsland,2,0,1,1,0,0.1467,0.1455,0.1419,0.3474,91.8,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.5
2025,COBURG,3058,Coburg,MERRI-BEK,Merri-bek,2489,293,1762,430,4,0.9753,0.9645,0.982,0.9603,3.5,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",3.1
2025,COBURG NORTH,3058,Coburg North,MERRI-BEK,Merri-bek,1254,129,884,241,0,0.939,0.916,0.9507,0.9289,8.0,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",7.1
2025,COCHRANES CREEK,3475,Cochranes Creek,LODDON,Loddon,2,0,1,1,0,0.1467,0.1455,0.1419,0.3474,91.8,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.5
2025,COCKATOO,3781,Cockatoo,CARDINIA,Cardinia,190,44,96,50,0,0.7952,0.8244,0.792,0.802,21.4,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",19.0
2025,COCOROC,3030,Cocoroc,WYNDHAM,Wyndham,12,4,8,0,0,0.5048,0.5759,0.561,0.1417,58.0,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",51.5
2025,CODRINGTON,3285,Codrington,MOYNE,Moyne,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,COGHILLS CREEK,3364,Coghills Creek,BALLARAT,Ballarat,3,1,2,0,0,0.2182,0.3566,0.2661,0.1417,80.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",71.4
2025,COHUNA,3568,Cohuna,GANNAWARRA,Gannawarra,182,49,59,72,2,0.7931,0.8347,0.7619,0.8336,21.1,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",18.7
2025,COIMADAI,3340,Coimadai,MOORABOOL,Moorabool,76,56,8,12,0,0.7324,0.8462,0.561,0.6741,30.9,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",27.4
2025,COLAC,3250,Colac,COLAC-OTWAY,Colac-Otway,1314,207,583,522,2,0.9402,0.9454,0.9218,0.9686,6.4,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",5.7
2025,COLAC EAST,3250,Colac East,COLAC-OTWAY,Colac-Otway,31,8,16,7,0,0.638,0.6777,0.6534,0.6114,38.6,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",34.3
2025,COLAC WEST,3250,Colac West,COLAC-OTWAY,Colac-Otway,41,7,7,27,0,0.6816,0.6587,0.5389,0.7494,40.4,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",35.9
2025,COLBINABBIN,3559,Colbinabbin,CAMPASPE,Campaspe,5,2,3,0,0,0.3319,0.4643,0.3533,0.1417,71.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",63.4
2025,COLDSTREAM,3770,Coldstream,YARRA RANGES,Yarra Ranges,119,32,54,33,0,0.764,0.7945,0.7563,0.763,25.1,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",22.3
2025,COLERAINE,3315,Coleraine,SOUTHERN GRAMPIANS,Southern Grampians,67,15,27,25,0,0.723,0.7377,0.7084,0.7444,30.4,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",27.0
2025,COLIGNAN,3494,Colignan,MILDURA,Mildura,32,14,6,12,0,0.644,0.7333,0.5084,0.6741,39.0,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",34.6
2025,COLLINGWOOD,3066,Collingwood,YARRA,Yarra,2622,346,1686,584,6,0.977,0.9753,0.9808,0.9741,2.6,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",2.3
2025,CONCONGELLA,3384,Concongella,NORTHERN GRAMPIANS,Northern Grampians,7,3,3,1,0,0.4009,0.5314,0.3533,0.3474,63.0,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",55.9
2025,CONDAH,3303,Condah,GLENELG,Glenelg,4,0,3,1,0,0.2791,0.1455,0.3533,0.3474,84.7,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",75.2
2025,CONGUPNA,3633,Congupna,GREATER SHEPPARTON,Greater Shepparton,52,3,31,18,0,0.704,0.5314,0.7176,0.7184,42.2,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",37.5
2025,CONNEWARRE,3227,Connewarre,GREATER GEELONG; SURF COAST,Greater Geelong; Surf Coast,38,6,19,13,0,0.6737,0.6352,0.672,0.6831,38.7,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",34.4
2025,COOJAR,3315,Coojar,SOUTHERN GRAMPIANS,Southern Grampians,3,0,3,0,0,0.2182,0.1455,0.3533,0.1417,89.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",79.3
2025,COOLAROO,3048,Coolaroo,HUME,Hume,703,96,436,170,1,0.8997,0.8907,0.9026,0.9053,11.6,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",10.3
2025,COOMA,3616,Cooma,GREATER SHEPPARTON,Greater Shepparton,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,COOMBOONA,3629,Coomboona,GREATER SHEPPARTON,Greater Shepparton,2,1,1,0,0,0.1467,0.3566,0.1419,0.1417,84.6,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",75.1
2025,COOMOORA,3461,Coomoora,HEPBURN,Hepburn,10,0,4,6,0,0.4701,0.1455,0.4181,0.5926,76.9,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",68.3
2025,COONGULLA,3860,Coongulla,WELLINGTON,Wellington,5,1,4,0,0,0.3319,0.3566,0.4181,0.1417,75.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",66.8
2025,COONOOER BRIDGE,3477,Coonooer Bridge,BULOKE,Buloke,3,0,3,0,0,0.2182,0.1455,0.3533,0.1417,89.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",79.3
2025,COORIEMUNGLE,3268,Cooriemungle,CORANGAMITE,Corangamite,5,0,5,0,0,0.3319,0.1455,0.4695,0.1417,85.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",75.8
2025,COPE COPE,3480,Cope Cope,NORTHERN GRAMPIANS,Northern Grampians,4,0,4,0,0,0.2791,0.1455,0.4181,0.1417,87.0,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",77.3
2025,CORA LYNN,3814,Cora Lynn,CARDINIA,Cardinia,3,1,1,1,0,0.2182,0.3566,0.1419,0.3474,80.0,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",71.0
2025,CORACK,3480,Corack,BULOKE,Buloke,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,CORAGULAC,3249,Coragulac,COLAC-OTWAY,Colac-Otway,2,1,1,0,0,0.1467,0.3566,0.1419,0.1417,84.6,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",75.1
2025,CORINDHAP,3352,Corindhap,GOLDEN PLAINS,Golden Plains,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,CORINELLA,3984,Corinella,BASS COAST,Bass Coast,34,8,16,10,0,0.657,0.6777,0.6534,0.6538,37.6,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",33.4
2025,CORIO,3214,Corio,GREATER GEELONG,Greater Geelong,2834,456,1472,903,3,0.9806,0.9833,0.9766,0.9854,2.0,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",1.8
2025,CORONET BAY,3984,Coronet Bay,BASS COAST,Bass Coast,121,22,30,69,0,0.7657,0.7648,0.7157,0.8307,26.7,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",23.7
2025,COROP,3559,Corop,CAMPASPE,Campaspe,11,1,2,8,0,0.4898,0.3566,0.2661,0.6288,69.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",61.6
2025,COROROOKE,3254,Cororooke,COLAC-OTWAY,Colac-Otway,12,4,4,4,0,0.5048,0.5759,0.4181,0.5339,54.1,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",48.0
2025,CORRINGLE,3888,Corringle,EAST GIPPSLAND,East Gippsland,1,1,0,0,0,0.0546,0.3566,0.0351,0.1417,88.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",78.3
2025,CORRYONG,3707,Corryong,TOWONG,Towong,56,18,22,16,0,0.7122,0.75,0.6896,0.7088,31.1,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",27.6
2025,COSGROVE,3631,Cosgrove,GREATER SHEPPARTON,Greater Shepparton,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,COSGROVE SOUTH,3631,Cosgrove South,GREATER SHEPPARTON,Greater Shepparton,3,0,3,0,0,0.2182,0.1455,0.3533,0.1417,89.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",79.3
2025,COSTERFIELD,3523,Costerfield,GREATER BENDIGO,Greater Bendigo,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,COTTLES BRIDGE,3099,Cottles Bridge,NILLUMBIK,Nillumbik,14,0,12,2,0,0.5297,0.1455,0.6154,0.4423,73.6,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",65.4
2025,COWANGIE,3506,Cowangie,MILDURA,Mildura,8,0,8,0,0,0.427,0.1455,0.561,0.1417,82.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",73.1
2025,COWES,3922,Cowes,BASS COAST,Bass Coast,628,137,298,193,0,0.8905,0.921,0.874,0.9139,10.7,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",9.5
