year,suburb_key,postcode,suburb_name,lga_key,lga_name,total_offences,person_offences,property_offences,disorder_offences,other_offences,total_offence_percentile,person_crime_percentile,property_crime_percentile,disorder_crime_percentile,crime_context_score,crime_context_label,crime_context_summary,crime_context_score_raw
2025,ABBOTSFORD,3067,Abbotsford,YARRA,Yarra,1609,205,1130,273,1,0.9548,0.9444,0.9649,0.9377,5.7,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",5.1
2025,ABERFELDIE,3040,Aberfeldie,MOONEE VALLEY,Moonee Valley,169,26,102,41,0,0.7864,0.778,0.797,0.7849,24.2,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",21.5
2025,ACHERON,3714,Acheron,MURRINDINDI,Murrindindi,5,2,2,1,0,0.3319,0.4643,0.2661,0.3474,69.7,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",61.9
2025,ADAMS ESTATE,3984,Adams Estate,BASS COAST,Bass Coast,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,ADDINGTON,3352,Addington,BALLARAT,Ballarat,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,ADELAIDE LEAD,3465,Adelaide Lead,CENTRAL GOLDFIELDS,Central Goldfields,26,12,6,8,0,0.6217,0.7184,0.5084,0.6288,40.9,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",36.3
2025,AGNES,3962,Agnes,SOUTH GIPPSLAND,South Gippsland,7,4,1,2,0,0.4009,0.5759,0.1419,0.4423,65.4,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",58.1
2025,AINTREE,3336,Aintree,MELTON,Melton,421,79,264,78,0,0.8562,0.8742,0.8645,0.8418,15.2,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",13.5
2025,AIREYS INLET,3231,Aireys Inlet,SURF COAST,Surf Coast,14,4,6,4,0,0.5297,0.5759,0.5084,0.5339,51.0,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",45.3
2025,AIRLY,3851,Airly,WELLINGTON,Wellington,11,5,3,3,0,0.4898,0.6093,0.3533,0.4935,55.3,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",49.1
2025,AIRPORT WEST,3042,Airport West,MOONEE VALLEY,Moonee Valley,1105,101,761,240,3,0.93,0.8957,0.9427,0.9279,9.5,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",8.4
2025,ALBANVALE,3021,Albanvale,BRIMBANK,Brimbank,244,48,122,74,0,0.8165,0.8317,0.8089,0.8365,19.6,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",17.4
2025,ALBERT PARK,3206,Albert Park,PORT PHILLIP,Port Phillip,792,85,601,103,3,0.908,0.8802,0.9252,0.8652,12.3,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",10.9
2025,ALBERTON,3971,Alberton,WELLINGTON,Wellington,27,7,14,5,1,0.6256,0.6587,0.6346,0.5681,41.3,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",36.7
2025,ALBERTON WEST,3971,Alberton West,WELLINGTON,Wellington,3,1,2,0,0,0.2182,0.3566,0.2661,0.1417,80.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",71.4
2025,ALBION,3020,Albion,BRIMBANK,Brimbank,537,65,357,108,7,0.8794,0.8599,0.888,0.8694,14.6,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",13.0
2025,ALEXANDRA,3714,Alexandra,MURRINDINDI,Murrindindi,146,18,50,78,0,0.7761,0.75,0.7502,0.8418,26.1,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",23.2
2025,ALFREDTON,3350,Alfredton,BALLARAT,Ballarat,790,135,478,176,1,0.9072,0.9206,0.9078,0.908,9.7,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",8.6
2025,ALLAMBEE,3823,Allambee,BAW BAW,Baw Baw,3,1,2,0,0,0.2182,0.3566,0.2661,0.1417,80.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",71.4
2025,ALLAMBEE RESERVE,3871,Allambee Reserve,BAW BAW; SOUTH GIPPSLAND,Baw Baw; South Gippsland,7,2,4,1,0,0.4009,0.4643,0.4181,0.3474,64.5,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",57.3
2025,ALLANS FLAT,3691,Allans Flat,INDIGO,Indigo,1,1,0,0,0,0.0546,0.3566,0.0351,0.1417,88.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",78.3
2025,ALLANSFORD,3277,Allansford,MOYNE; WARRNAMBOOL,Moyne; Warrnambool,36,9,14,13,0,0.6647,0.6902,0.6346,0.6831,36.9,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",32.8
2025,ALLENDALE,3364,Allendale,HEPBURN,Hepburn,3,1,2,0,0,0.2182,0.3566,0.2661,0.1417,80.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",71.4
2025,ALLESTREE,3305,Allestree,GLENELG,Glenelg,8,0,0,8,0,0.427,0.1455,0.0351,0.6288,89.1,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",79.1
2025,ALMA,3465,Alma,CENTRAL GOLDFIELDS,Central Goldfields,14,3,8,3,0,0.5297,0.5314,0.561,0.4935,52.6,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",46.7
2025,ALMURTA,3979,Almurta,BASS COAST,Bass Coast,15,0,1,14,0,0.5418,0.1455,0.1419,0.6919,84.0,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",74.6
2025,ALPHINGTON,3078,Alphington,DAREBIN; YARRA,Darebin; Yarra,459,25,389,45,0,0.865,0.7747,0.8932,0.7943,20.9,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",18.6
2025,ALTONA,3018,Altona,HOBSONS BAY,Hobsons Bay,792,98,473,217,4,0.908,0.8928,0.9064,0.9214,10.9,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",9.7
2025,ALTONA MEADOWS,3028,Altona Meadows,HOBSONS BAY,Hobsons Bay,1162,197,605,358,2,0.9327,0.9419,0.9256,0.9521,6.9,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",6.1
2025,ALTONA NORTH,3025,Altona North,HOBSONS BAY,Hobsons Bay,1653,185,1119,347,2,0.9569,0.9388,0.964,0.949,5.9,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",5.2
2025,ALVIE,3249,Alvie,COLAC-OTWAY,Colac-Otway,3,0,3,0,0,0.2182,0.1455,0.3533,0.1417,89.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",79.3
2025,AMHERST,3371,Amherst,CENTRAL GOLDFIELDS,Central Goldfields,2,0,1,1,0,0.1467,0.1455,0.1419,0.3474,91.8,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.5
2025,AMPHITHEATRE,3468,Amphitheatre,PYRENEES,Pyrenees,7,0,7,0,0,0.4009,0.1455,0.5389,0.1417,83.0,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",73.7
2025,ANAKIE,3213,Anakie,GOLDEN PLAINS; GREATER GEELONG,Golden Plains; Greater Geelong,34,3,21,6,4,0.657,0.5314,0.6829,0.5926,46.3,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",41.1
2025,ANCONA,3715,Ancona,MANSFIELD,Mansfield,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,ANDERSON,3995,Anderson,BASS COAST,Bass Coast,8,5,3,0,0,0.427,0.6093,0.3533,0.1417,63.2,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",56.1
2025,ANGLERS REST,3898,Anglers Rest,EAST GIPPSLAND,East Gippsland,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,ANGLESEA,3230,Anglesea,SURF COAST,Surf Coast,104,13,81,10,0,0.7546,0.7268,0.7807,0.6538,30.6,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",27.2
2025,APOLLO BAY,3233,Apollo Bay,COLAC-OTWAY,Colac-Otway,135,18,73,44,0,0.7713,0.75,0.7745,0.7922,26.4,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",23.4
2025,APSLEY,3319,Apsley,WEST WIMMERA,West Wimmera,10,6,3,1,0,0.4701,0.6352,0.3533,0.3474,57.1,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",50.7
2025,ARARAT,3377,Ararat,ARARAT,Ararat,1324,291,553,470,10,0.9415,0.9638,0.9185,0.9638,5.6,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",5.0
2025,ARAWATA,3951,Arawata,SOUTH GIPPSLAND,South Gippsland,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,ARCADIA,3631,Arcadia,GREATER SHEPPARTON,Greater Shepparton,20,2,7,11,0,0.5836,0.4643,0.5389,0.6653,53.3,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",47.3
2025,ARCADIA SOUTH,3631,Arcadia South,STRATHBOGIE,Strathbogie,7,2,4,1,0,0.4009,0.4643,0.4181,0.3474,64.5,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",57.3
2025,ARCHDALE JUNCTION,3475,Archdale Junction,CENTRAL GOLDFIELDS,Central Goldfields,5,0,4,1,0,0.3319,0.1455,0.4181,0.3474,82.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",73.2
2025,ARCHERTON,3723,Archerton,WANGARATTA,Wangaratta,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,ARCHIES CREEK,3995,Archies Creek,BASS COAST,Bass Coast,5,0,2,3,0,0.3319,0.1455,0.2661,0.4935,84.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",74.9
2025,ARDEER,3022,Ardeer,BRIMBANK,Brimbank,351,67,231,53,0,0.8451,0.8627,0.8541,0.8083,17.0,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",15.1
2025,ARDMONA,3629,Ardmona,GREATER SHEPPARTON,Greater Shepparton,62,20,29,13,0,0.7182,0.7588,0.7132,0.6831,30.4,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",27.0
2025,ARGYLE,3523,Argyle,GREATER BENDIGO,Greater Bendigo,16,2,4,10,0,0.5531,0.4643,0.4181,0.6538,57.7,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",51.2
2025,ARMADALE,3143,Armadale,STONNINGTON,Stonnington,806,70,600,136,0,0.9105,0.8658,0.9247,0.8871,12.6,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",11.2
2025,ARMSTRONG,3377,Armstrong,ARARAT,Ararat,11,3,6,2,0,0.4898,0.5314,0.5084,0.4423,55.5,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",49.3
2025,ARMSTRONG CREEK,3217,Armstrong Creek,GREATER GEELONG,Greater Geelong,859,170,480,207,2,0.9156,0.9342,0.9084,0.9176,8.7,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",7.7
2025,ARNOLD,3551,Arnold,LODDON,Loddon,5,0,5,0,0,0.3319,0.1455,0.4695,0.1417,85.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",75.8
2025,ARNOLD WEST,3551,Arnold West,LODDON,Loddon,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,ARTHURS CREEK,3099,Arthurs Creek,NILLUMBIK,Nillumbik,10,4,5,1,0,0.4701,0.5759,0.4695,0.3474,56.5,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",50.2
2025,ARTHURS SEAT,3936,Arthurs Seat,MORNINGTON PENINSULA,Mornington Peninsula,23,3,16,4,0,0.6047,0.5314,0.6534,0.5339,48.6,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",43.2
2025,ASCOT,3364,Ascot,BALLARAT,Ballarat,5,0,4,1,0,0.3319,0.1455,0.4181,0.3474,82.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",73.2
2025,ASCOT,3551,Ascot,GREATER BENDIGO,Greater Bendigo,75,20,27,28,0,0.7316,0.7588,0.7084,0.7523,29.1,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",25.8
2025,ASCOT VALE,3032,Ascot Vale,MOONEE VALLEY,Moonee Valley,1954,219,1233,501,1,0.967,0.9486,0.9672,0.9661,4.7,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",4.2
2025,ASHBOURNE,3442,Ashbourne,MACEDON RANGES,Macedon Ranges,4,1,2,1,0,0.2791,0.3566,0.2661,0.3474,75.7,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",67.2
2025,ASHBURTON,3147,Ashburton,BOROONDARA,Boroondara,563,65,396,101,1,0.8834,0.8599,0.8965,0.8637,14.4,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",12.8
2025,ASHWOOD,3147,Ashwood,MONASH,Monash,656,71,448,135,2,0.8934,0.8666,0.9038,0.8861,13.3,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",11.8
2025,ASPENDALE,3195,Aspendale,KINGSTON,Kingston,392,73,202,117,0,0.8533,0.8685,0.842,0.8729,15.7,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",13.9
2025,ASPENDALE GARDENS,3195,Aspendale Gardens,KINGSTON,Kingston,166,31,111,24,0,0.7847,0.791,0.8043,0.7412,24.2,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",21.5
2025,ATHLONE,3818,Athlone,BAW BAW,Baw Baw,4,0,4,0,0,0.2791,0.1455,0.4181,0.1417,87.0,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",77.3
2025,ATTWOOD,3049,Attwood,HUME,Hume,143,17,99,25,2,0.7755,0.7456,0.7945,0.7444,27.0,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",24.0
2025,AUBREY,3393,Aubrey,YARRIAMBIACK,Yarriambiack,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,AVALON,3212,Avalon,GREATER GEELONG,Greater Geelong,112,7,79,23,3,0.7586,0.6587,0.7801,0.7385,32.5,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",28.9
2025,AVENEL,3664,Avenel,MITCHELL; STRATHBOGIE,Mitchell; Strathbogie,77,10,36,31,0,0.7333,0.7005,0.7316,0.759,31.3,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",27.8
2025,AVOCA,3467,Avoca,PYRENEES,Pyrenees,114,13,70,30,1,0.76,0.7268,0.7722,0.7565,28.6,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",25.4
2025,AVON PLAINS,3477,Avon Plains,NORTHERN GRAMPIANS,Northern Grampians,12,4,1,7,0,0.5048,0.5759,0.1419,0.6114,61.6,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",54.7
2025,AVONDALE HEIGHTS,3034,Avondale Heights,MOONEE VALLEY,Moonee Valley,501,81,298,122,0,0.8742,0.8754,0.874,0.8767,14.1,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",12.5
2025,AVONMORE,3559,Avonmore,GREATER BENDIGO,Greater Bendigo,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,AVONSLEIGH,3782,Avonsleigh,CARDINIA,Cardinia,4,2,2,0,0,0.2791,0.4643,0.2661,0.1417,74.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",66.0
2025,AXE CREEK,3551,Axe Creek,GREATER BENDIGO,Greater Bendigo,7,0,3,4,0,0.4009,0.1455,0.3533,0.5339,80.5,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",71.5
2025,AXEDALE,3551,Axedale,GREATER BENDIGO,Greater Bendigo,21,4,9,8,0,0.5903,0.5759,0.5761,0.6288,46.5,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",41.3
2025,AYRFORD,3268,Ayrford,MOYNE,Moyne,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,BACCHUS MARSH,3340,Bacchus Marsh,MOORABOOL,Moorabool,1386,224,638,518,6,0.9448,0.9503,0.9277,0.9678,6.0,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",5.3
2025,BADDAGINNIE,3670,Baddaginnie,BENALLA; STRATHBOGIE,Benalla; Strathbogie,21,3,7,11,0,0.5903,0.5314,0.5389,0.6653,49.5,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",44.0
2025,BADGER CREEK,3777,Badger Creek,YARRA RANGES,Yarra Ranges,105,25,30,50,0,0.7554,0.7747,0.7157,0.802,26.8,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",23.8
2025,BAEL BAEL,3579,Bael Bael,GANNAWARRA,Gannawarra,3,0,3,0,0,0.2182,0.1455,0.3533,0.1417,89.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",79.3
2025,BAGSHOT,3551,Bagshot,GREATER BENDIGO,Greater Bendigo,38,5,17,16,0,0.6737,0.6093,0.6607,0.7088,40.0,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",35.5
2025,BAGSHOT NORTH,3551,Bagshot North,GREATER BENDIGO,Greater Bendigo,3,0,2,1,0,0.2182,0.1455,0.2661,0.3474,87.6,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",77.8
2025,BAHGALLAH,3312,Bahgallah,GLENELG,Glenelg,3,0,3,0,0,0.2182,0.1455,0.3533,0.1417,89.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",79.3
2025,BAILIESTON,3608,Bailieston,STRATHBOGIE,Strathbogie,19,3,10,6,0,0.5782,0.5314,0.5907,0.5926,49.4,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",43.9
2025,BAIRNSDALE,3875,Bairnsdale,EAST GIPPSLAND,East Gippsland,2411,433,952,1025,1,0.9728,0.9816,0.9548,0.9887,2.8,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",2.5
2025,BAKERY HILL,3350,Bakery Hill,BALLARAT,Ballarat,186,26,105,51,4,0.7939,0.778,0.7979,0.8033,23.8,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",21.1
2025,BALACLAVA,3183,Balaclava,PORT PHILLIP,Port Phillip,826,115,587,121,3,0.9126,0.9074,0.9227,0.8756,10.6,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",9.4
2025,BALD HILLS,3364,Bald Hills,BALLARAT,Ballarat,9,0,5,4,0,0.45,0.1455,0.4695,0.5339,76.6,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",68.0
2025,BALLAN,3342,Ballan,MOORABOOL,Moorabool,268,35,172,59,2,0.8232,0.8035,0.833,0.8204,20.7,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",18.4
2025,BALLARAT CENTRAL,3350,Ballarat Central,BALLARAT,Ballarat,2970,312,1325,1327,6,0.9829,0.9691,0.9728,0.9925,2.8,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",2.5
2025,BALLARAT EAST,3350,Ballarat East,BALLARAT,Ballarat,722,128,398,196,0,0.9018,0.9149,0.8974,0.9147,10.1,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",9.0
2025,BALLARAT NORTH,3350,Ballarat North,BALLARAT,Ballarat,325,40,209,76,0,0.8401,0.815,0.8459,0.8393,19.3,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",17.1
